   r/R       V       Vcoul       Vexc       Vkin       Vinh       rV         ne        y        dNe    dNe(free) dNe(bound)    eta    n0*Ine
2.8730e-01 8.420e+01 6.893e+01 1.527e+01 +9.215e+01 -9.327e-01 2.181e+00 4.018e+30 9.135e+04 1.049e+11 1.346e+10 +9.141e+10 9.215e+01 1.000e+00 
2.8944e-01 8.281e+01 6.770e+01 1.511e+01 +9.076e+01 -9.329e-01 2.158e+00 3.928e+30 9.099e+04 1.040e+11 1.355e+10 +9.049e+10 9.076e+01 1.000e+00 
2.9160e-01 8.145e+01 6.650e+01 1.494e+01 +8.940e+01 -9.329e-01 2.136e+00 3.840e+30 9.063e+04 1.032e+11 1.364e+10 +8.958e+10 8.940e+01 1.000e+00 
2.9376e-01 8.010e+01 6.532e+01 1.478e+01 +8.805e+01 -9.329e-01 2.114e+00 3.753e+30 9.027e+04 1.024e+11 1.373e+10 +8.868e+10 8.805e+01 1.000e+00 
2.9594e-01 7.878e+01 6.416e+01 1.462e+01 +8.673e+01 -9.328e-01 2.091e+00 3.669e+30 8.991e+04 1.016e+11 1.382e+10 +8.777e+10 8.673e+01 1.000e+00 
2.9812e-01 7.748e+01 6.302e+01 1.446e+01 +8.543e+01 -9.326e-01 2.069e+00 3.587e+30 8.955e+04 1.008e+11 1.391e+10 +8.688e+10 8.543e+01 1.000e+00 
3.0030e-01 7.620e+01 6.190e+01 1.430e+01 +8.415e+01 -9.324e-01 2.047e+00 3.507e+30 8.920e+04 9.998e+10 1.401e+10 +8.598e+10 8.415e+01 1.000e+00 
3.0250e-01 7.495e+01 6.080e+01 1.415e+01 +8.290e+01 -9.320e-01 2.026e+00 3.429e+30 8.884e+04 9.918e+10 1.410e+10 +8.510e+10 8.290e+01 1.000e+00 
3.0470e-01 7.371e+01 5.972e+01 1.399e+01 +8.166e+01 -9.316e-01 2.004e+00 3.352e+30 8.848e+04 9.839e+10 1.419e+10 +8.422e+10 8.166e+01 1.000e+00 
3.0692e-01 7.250e+01 5.866e+01 1.384e+01 +8.045e+01 -9.311e-01 1.983e+00 3.278e+30 8.813e+04 9.760e+10 1.428e+10 +8.334e+10 8.045e+01 1.000e+00 
3.0914e-01 7.130e+01 5.762e+01 1.369e+01 +7.925e+01 -9.306e-01 1.962e+00 3.205e+30 8.778e+04 9.682e+10 1.437e+10 +8.247e+10 7.925e+01 1.000e+00 
3.1136e-01 7.013e+01 5.659e+01 1.354e+01 +7.808e+01 -9.300e-01 1.941e+00 3.134e+30 8.742e+04 9.604e+10 1.446e+10 +8.160e+10 7.808e+01 1.000e+00 
3.1360e-01 6.897e+01 5.558e+01 1.339e+01 +7.692e+01 -9.294e-01 1.920e+00 3.064e+30 8.707e+04 9.527e+10 1.455e+10 +8.074e+10 7.692e+01 1.000e+00 
3.1584e-01 6.784e+01 5.460e+01 1.324e+01 +7.578e+01 -9.287e-01 1.899e+00 2.997e+30 8.672e+04 9.450e+10 1.464e+10 +7.988e+10 7.578e+01 1.000e+00 
3.1810e-01 6.672e+01 5.362e+01 1.309e+01 +7.466e+01 -9.279e-01 1.879e+00 2.931e+30 8.637e+04 9.374e+10 1.473e+10 +7.903e+10 7.466e+01 1.000e+00 
3.2036e-01 6.562e+01 5.267e+01 1.295e+01 +7.356e+01 -9.271e-01 1.859e+00 2.866e+30 8.602e+04 9.299e+10 1.482e+10 +7.818e+10 7.356e+01 1.000e+00 
3.2262e-01 6.454e+01 5.173e+01 1.280e+01 +7.248e+01 -9.263e-01 1.838e+00 2.803e+30 8.567e+04 9.223e+10 1.491e+10 +7.734e+10 7.248e+01 1.000e+00 
3.2490e-01 6.347e+01 5.081e+01 1.266e+01 +7.142e+01 -9.254e-01 1.818e+00 2.742e+30 8.532e+04 9.149e+10 1.500e+10 +7.650e+10 7.142e+01 1.000e+00 
3.2718e-01 6.243e+01 4.991e+01 1.252e+01 +7.037e+01 -9.245e-01 1.799e+00 2.681e+30 8.498e+04 9.074e+10 1.509e+10 +7.567e+10 7.037e+01 1.000e+00 
3.2948e-01 6.140e+01 4.902e+01 1.238e+01 +6.934e+01 -9.235e-01 1.779e+00 2.623e+30 8.463e+04 9.001e+10 1.518e+10 +7.485e+10 6.934e+01 1.000e+00 
3.3178e-01 6.038e+01 4.814e+01 1.224e+01 +6.833e+01 -9.225e-01 1.759e+00 2.565e+30 8.429e+04 8.927e+10 1.527e+10 +7.402e+10 6.833e+01 1.000e+00 
3.3408e-01 5.939e+01 4.729e+01 1.210e+01 +6.733e+01 -9.215e-01 1.740e+00 2.510e+30 8.394e+04 8.855e+10 1.536e+10 +7.321e+10 6.733e+01 1.000e+00 
3.3640e-01 5.841e+01 4.644e+01 1.197e+01 +6.635e+01 -9.205e-01 1.721e+00 2.455e+30 8.360e+04 8.782e+10 1.545e+10 +7.240e+10 6.635e+01 1.000e+00 
3.3872e-01 5.744e+01 4.561e+01 1.183e+01 +6.538e+01 -9.194e-01 1.702e+00 2.401e+30 8.326e+04 8.710e+10 1.554e+10 +7.159e+10 6.538e+01 1.000e+00 
3.4106e-01 5.650e+01 4.480e+01 1.170e+01 +6.443e+01 -9.183e-01 1.683e+00 2.349e+30 8.291e+04 8.639e+10 1.563e+10 +7.079e+10 6.443e+01 1.000e+00 
3.4340e-01 5.556e+01 4.400e+01 1.156e+01 +6.350e+01 -9.172e-01 1.664e+00 2.298e+30 8.257e+04 8.568e+10 1.571e+10 +6.999e+10 6.350e+01 1.000e+00 
3.4574e-01 5.465e+01 4.321e+01 1.143e+01 +6.258e+01 -9.160e-01 1.646e+00 2.249e+30 8.223e+04 8.498e+10 1.580e+10 +6.920e+10 6.258e+01 1.000e+00 
3.4810e-01 5.374e+01 4.244e+01 1.130e+01 +6.167e+01 -9.149e-01 1.627e+00 2.200e+30 8.190e+04 8.428e+10 1.589e+10 +6.841e+10 6.167e+01 1.000e+00 
3.5046e-01 5.285e+01 4.168e+01 1.117e+01 +6.078e+01 -9.137e-01 1.609e+00 2.153e+30 8.156e+04 8.359e+10 1.598e+10 +6.763e+10 6.078e+01 1.000e+00 
3.5284e-01 5.198e+01 4.093e+01 1.104e+01 +5.991e+01 -9.125e-01 1.591e+00 2.106e+30 8.122e+04 8.290e+10 1.607e+10 +6.686e+10 5.991e+01 1.000e+00 
3.5522e-01 5.112e+01 4.020e+01 1.092e+01 +5.905e+01 -9.113e-01 1.573e+00 2.061e+30 8.089e+04 8.221e+10 1.616e+10 +6.609e+10 5.905e+01 1.000e+00 
3.5760e-01 5.027e+01 3.948e+01 1.079e+01 +5.820e+01 -9.102e-01 1.555e+00 2.017e+30 8.055e+04 8.154e+10 1.624e+10 +6.532e+10 5.820e+01 1.000e+00 
3.6000e-01 4.944e+01 3.877e+01 1.067e+01 +5.737e+01 -9.090e-01 1.537e+00 1.974e+30 8.022e+04 8.086e+10 1.633e+10 +6.456e+10 5.737e+01 1.000e+00 
3.6240e-01 4.862e+01 3.808e+01 1.054e+01 +5.654e+01 -9.077e-01 1.520e+00 1.931e+30 7.988e+04 8.019e+10 1.642e+10 +6.380e+10 5.654e+01 1.000e+00 
3.6482e-01 4.781e+01 3.739e+01 1.042e+01 +5.574e+01 -9.065e-01 1.503e+00 1.890e+30 7.955e+04 7.953e+10 1.651e+10 +6.305e+10 5.574e+01 1.000e+00 
3.6724e-01 4.702e+01 3.672e+01 1.030e+01 +5.494e+01 -9.053e-01 1.485e+00 1.850e+30 7.922e+04 7.887e+10 1.659e+10 +6.230e+10 5.494e+01 1.000e+00 
3.6966e-01 4.624e+01 3.606e+01 1.018e+01 +5.416e+01 -9.041e-01 1.468e+00 1.811e+30 7.889e+04 7.821e+10 1.668e+10 +6.156e+10 5.416e+01 1.000e+00 
3.7210e-01 4.547e+01 3.541e+01 1.006e+01 +5.339e+01 -9.029e-01 1.451e+00 1.772e+30 7.856e+04 7.756e+10 1.677e+10 +6.083e+10 5.339e+01 1.000e+00 
3.7454e-01 4.471e+01 3.477e+01 9.940e+00 +5.263e+01 -9.018e-01 1.434e+00 1.734e+30 7.824e+04 7.692e+10 1.685e+10 +6.010e+10 5.263e+01 1.000e+00 
3.7700e-01 4.397e+01 3.414e+01 9.822e+00 +5.189e+01 -9.006e-01 1.418e+00 1.698e+30 7.791e+04 7.628e+10 1.694e+10 +5.937e+10 5.189e+01 1.000e+00 
3.7946e-01 4.323e+01 3.353e+01 9.706e+00 +5.115e+01 -8.994e-01 1.401e+00 1.662e+30 7.758e+04 7.564e+10 1.703e+10 +5.865e+10 5.115e+01 1.000e+00 
3.8192e-01 4.251e+01 3.292e+01 9.591e+00 +5.043e+01 -8.983e-01 1.385e+00 1.627e+30 7.726e+04 7.501e+10 1.711e+10 +5.793e+10 5.043e+01 1.000e+00 
3.8440e-01 4.180e+01 3.233e+01 9.477e+00 +4.972e+01 -8.971e-01 1.369e+00 1.592e+30 7.694e+04 7.438e+10 1.720e+10 +5.722e+10 4.972e+01 1.000e+00 
3.8688e-01 4.110e+01 3.174e+01 9.363e+00 +4.902e+01 -8.960e-01 1.353e+00 1.559e+30 7.662e+04 7.376e+10 1.728e+10 +5.652e+10 4.902e+01 1.000e+00 
3.8938e-01 4.042e+01 3.116e+01 9.251e+00 +4.833e+01 -8.949e-01 1.337e+00 1.526e+30 7.629e+04 7.315e+10 1.737e+10 +5.581e+10 4.833e+01 1.000e+00 
3.9188e-01 3.974e+01 3.060e+01 9.140e+00 +4.765e+01 -8.938e-01 1.321e+00 1.494e+30 7.597e+04 7.254e+10 1.745e+10 +5.512e+10 4.765e+01 1.001e+00 
3.9438e-01 3.907e+01 3.004e+01 9.029e+00 +4.698e+01 -8.927e-01 1.305e+00 1.463e+30 7.566e+04 7.193e+10 1.754e+10 +5.443e+10 4.698e+01 1.001e+00 
3.9690e-01 3.842e+01 2.950e+01 8.920e+00 +4.633e+01 -8.917e-01 1.289e+00 1.432e+30 7.534e+04 7.133e+10 1.762e+10 +5.374e+10 4.633e+01 1.001e+00 
3.9942e-01 3.777e+01 2.896e+01 8.811e+00 +4.568e+01 -8.906e-01 1.274e+00 1.402e+30 7.502e+04 7.073e+10 1.771e+10 +5.306e+10 4.568e+01 1.001e+00 
4.0196e-01 3.713e+01 2.843e+01 8.704e+00 +4.504e+01 -8.897e-01 1.259e+00 1.373e+30 7.471e+04 7.014e+10 1.779e+10 +5.238e+10 4.504e+01 1.001e+00 
4.0450e-01 3.651e+01 2.791e+01 8.597e+00 +4.442e+01 -8.887e-01 1.244e+00 1.345e+30 7.439e+04 6.955e+10 1.788e+10 +5.171e+10 4.442e+01 1.001e+00 
4.0704e-01 3.589e+01 2.740e+01 8.492e+00 +4.380e+01 -8.877e-01 1.229e+00 1.317e+30 7.408e+04 6.896e+10 1.796e+10 +5.104e+10 4.380e+01 1.001e+00 
4.0960e-01 3.529e+01 2.690e+01 8.387e+00 +4.319e+01 -8.868e-01 1.214e+00 1.289e+30 7.377e+04 6.839e+10 1.805e+10 +5.038e+10 4.319e+01 1.001e+00 
4.1216e-01 3.469e+01 2.641e+01 8.283e+00 +4.259e+01 -8.860e-01 1.199e+00 1.263e+30 7.346e+04 6.781e+10 1.813e+10 +4.972e+10 4.259e+01 1.001e+00 
4.1474e-01 3.410e+01 2.592e+01 8.180e+00 +4.200e+01 -8.851e-01 1.184e+00 1.237e+30 7.315e+04 6.724e+10 1.821e+10 +4.907e+10 4.200e+01 1.001e+00 
4.1732e-01 3.352e+01 2.544e+01 8.078e+00 +4.142e+01 -8.843e-01 1.170e+00 1.211e+30 7.284e+04 6.668e+10 1.830e+10 +4.842e+10 4.142e+01 1.001e+00 
4.1990e-01 3.295e+01 2.498e+01 7.977e+00 +4.085e+01 -8.835e-01 1.155e+00 1.186e+30 7.254e+04 6.612e+10 1.838e+10 +4.778e+10 4.085e+01 1.001e+00 
4.2250e-01 3.239e+01 2.452e+01 7.877e+00 +4.029e+01 -8.828e-01 1.141e+00 1.162e+30 7.223e+04 6.556e+10 1.847e+10 +4.714e+10 4.029e+01 1.001e+00 
4.2510e-01 3.184e+01 2.406e+01 7.777e+00 +3.974e+01 -8.821e-01 1.127e+00 1.138e+30 7.193e+04 6.501e+10 1.855e+10 +4.651e+10 3.974e+01 1.001e+00 
4.2772e-01 3.130e+01 2.362e+01 7.679e+00 +3.920e+01 -8.814e-01 1.113e+00 1.115e+30 7.162e+04 6.446e+10 1.863e+10 +4.588e+10 3.920e+01 1.001e+00 
4.3034e-01 3.076e+01 2.318e+01 7.581e+00 +3.866e+01 -8.808e-01 1.099e+00 1.092e+30 7.132e+04 6.392e+10 1.871e+10 +4.526e+10 3.866e+01 1.001e+00 
4.3296e-01 3.023e+01 2.275e+01 7.484e+00 +3.813e+01 -8.803e-01 1.085e+00 1.070e+30 7.102e+04 6.339e+10 1.880e+10 +4.464e+10 3.813e+01 1.001e+00 
4.3560e-01 2.971e+01 2.233e+01 7.388e+00 +3.761e+01 -8.797e-01 1.071e+00 1.048e+30 7.072e+04 6.285e+10 1.888e+10 +4.403e+10 3.761e+01 1.001e+00 
4.3824e-01 2.920e+01 2.191e+01 7.293e+00 +3.710e+01 -8.792e-01 1.058e+00 1.027e+30 7.042e+04 6.233e+10 1.896e+10 +4.342e+10 3.710e+01 1.001e+00 
4.4090e-01 2.870e+01 2.150e+01 7.198e+00 +3.660e+01 -8.788e-01 1.044e+00 1.006e+30 7.013e+04 6.180e+10 1.904e+10 +4.281e+10 3.660e+01 1.001e+00 
4.4356e-01 2.820e+01 2.110e+01 7.105e+00 +3.610e+01 -8.784e-01 1.031e+00 9.853e+29 6.983e+04 6.128e+10 1.913e+10 +4.221e+10 3.610e+01 1.001e+00 
4.4622e-01 2.772e+01 2.070e+01 7.012e+00 +3.561e+01 -8.781e-01 1.018e+00 9.654e+29 6.954e+04 6.077e+10 1.921e+10 +4.162e+10 3.561e+01 1.001e+00 
4.4890e-01 2.724e+01 2.032e+01 6.920e+00 +3.513e+01 -8.778e-01 1.005e+00 9.459e+29 6.925e+04 6.026e+10 1.929e+10 +4.103e+10 3.513e+01 1.001e+00 
4.5158e-01 2.676e+01 1.993e+01 6.829e+00 +3.466e+01 -8.775e-01 9.915e-01 9.269e+29 6.896e+04 5.975e+10 1.937e+10 +4.044e+10 3.466e+01 1.001e+00 
4.5428e-01 2.630e+01 1.956e+01 6.739e+00 +3.419e+01 -8.774e-01 9.787e-01 9.082e+29 6.867e+04 5.925e+10 1.945e+10 +3.986e+10 3.419e+01 1.001e+00 
4.5698e-01 2.584e+01 1.919e+01 6.649e+00 +3.373e+01 -8.772e-01 9.659e-01 8.900e+29 6.838e+04 5.875e+10 1.953e+10 +3.928e+10 3.373e+01 1.001e+00 
4.5968e-01 2.539e+01 1.883e+01 6.560e+00 +3.328e+01 -8.771e-01 9.532e-01 8.722e+29 6.809e+04 5.826e+10 1.961e+10 +3.871e+10 3.328e+01 1.001e+00 
4.6240e-01 2.494e+01 1.847e+01 6.472e+00 +3.284e+01 -8.771e-01 9.407e-01 8.548e+29 6.781e+04 5.778e+10 1.969e+10 +3.814e+10 3.284e+01 1.001e+00 
4.6512e-01 2.450e+01 1.812e+01 6.385e+00 +3.240e+01 -8.771e-01 9.282e-01 8.377e+29 6.752e+04 5.729e+10 1.977e+10 +3.758e+10 3.240e+01 1.001e+00 
4.6786e-01 2.407e+01 1.777e+01 6.299e+00 +3.197e+01 -8.772e-01 9.159e-01 8.210e+29 6.724e+04 5.681e+10 1.985e+10 +3.702e+10 3.197e+01 1.001e+00 
4.7060e-01 2.365e+01 1.743e+01 6.213e+00 +3.154e+01 -8.774e-01 9.037e-01 8.047e+29 6.696e+04 5.634e+10 1.994e+10 +3.647e+10 3.154e+01 1.001e+00 
4.7334e-01 2.323e+01 1.710e+01 6.128e+00 +3.112e+01 -8.776e-01 8.916e-01 7.888e+29 6.668e+04 5.587e+10 2.001e+10 +3.592e+10 3.112e+01 1.001e+00 
4.7610e-01 2.282e+01 1.677e+01 6.044e+00 +3.071e+01 -8.778e-01 8.796e-01 7.732e+29 6.640e+04 5.540e+10 2.009e+10 +3.538e+10 3.071e+01 1.001e+00 
4.7886e-01 2.241e+01 1.645e+01 5.960e+00 +3.031e+01 -8.781e-01 8.677e-01 7.579e+29 6.612e+04 5.494e+10 2.017e+10 +3.484e+10 3.031e+01 1.001e+00 
4.8164e-01 2.201e+01 1.613e+01 5.877e+00 +2.991e+01 -8.785e-01 8.559e-01 7.430e+29 6.585e+04 5.448e+10 2.025e+10 +3.430e+10 2.991e+01 1.001e+00 
4.8442e-01 2.162e+01 1.582e+01 5.795e+00 +2.951e+01 -8.789e-01 8.442e-01 7.284e+29 6.557e+04 5.403e+10 2.033e+10 +3.377e+10 2.951e+01 1.001e+00 
4.8720e-01 2.123e+01 1.552e+01 5.714e+00 +2.913e+01 -8.794e-01 8.326e-01 7.141e+29 6.530e+04 5.358e+10 2.041e+10 +3.325e+10 2.913e+01 1.001e+00 
4.9000e-01 2.085e+01 1.521e+01 5.633e+00 +2.875e+01 -8.800e-01 8.211e-01 7.001e+29 6.503e+04 5.314e+10 2.049e+10 +3.273e+10 2.875e+01 1.001e+00 
4.9280e-01 2.047e+01 1.492e+01 5.553e+00 +2.837e+01 -8.806e-01 8.098e-01 6.864e+29 6.476e+04 5.270e+10 2.057e+10 +3.221e+10 2.837e+01 1.001e+00 
4.9562e-01 2.010e+01 1.463e+01 5.474e+00 +2.800e+01 -8.813e-01 7.985e-01 6.730e+29 6.449e+04 5.226e+10 2.065e+10 +3.170e+10 2.800e+01 1.002e+00 
4.9844e-01 1.974e+01 1.434e+01 5.396e+00 +2.764e+01 -8.821e-01 7.873e-01 6.600e+29 6.422e+04 5.183e+10 2.073e+10 +3.119e+10 2.764e+01 1.002e+00 
5.0126e-01 1.938e+01 1.406e+01 5.318e+00 +2.728e+01 -8.829e-01 7.762e-01 6.472e+29 6.396e+04 5.141e+10 2.080e+10 +3.068e+10 2.728e+01 1.002e+00 
5.0410e-01 1.902e+01 1.378e+01 5.241e+00 +2.693e+01 -8.838e-01 7.653e-01 6.346e+29 6.370e+04 5.098e+10 2.088e+10 +3.019e+10 2.693e+01 1.002e+00 
5.0694e-01 1.867e+01 1.351e+01 5.164e+00 +2.658e+01 -8.847e-01 7.544e-01 6.224e+29 6.343e+04 5.056e+10 2.096e+10 +2.969e+10 2.658e+01 1.002e+00 
5.0980e-01 1.833e+01 1.324e+01 5.089e+00 +2.624e+01 -8.857e-01 7.436e-01 6.104e+29 6.317e+04 5.015e+10 2.104e+10 +2.920e+10 2.624e+01 1.002e+00 
5.1266e-01 1.799e+01 1.298e+01 5.014e+00 +2.590e+01 -8.868e-01 7.329e-01 5.987e+29 6.291e+04 4.974e+10 2.111e+10 +2.872e+10 2.590e+01 1.002e+00 
5.1552e-01 1.766e+01 1.272e+01 4.939e+00 +2.557e+01 -8.880e-01 7.223e-01 5.872e+29 6.266e+04 4.933e+10 2.119e+10 +2.823e+10 2.557e+01 1.002e+00 
5.1840e-01 1.733e+01 1.247e+01 4.865e+00 +2.524e+01 -8.892e-01 7.118e-01 5.760e+29 6.240e+04 4.893e+10 2.127e+10 +2.776e+10 2.524e+01 1.002e+00 
5.2128e-01 1.701e+01 1.222e+01 4.792e+00 +2.492e+01 -8.905e-01 7.015e-01 5.650e+29 6.215e+04 4.854e+10 2.134e+10 +2.729e+10 2.492e+01 1.002e+00 
5.2418e-01 1.669e+01 1.197e+01 4.720e+00 +2.460e+01 -8.918e-01 6.911e-01 5.543e+29 6.190e+04 4.814e+10 2.142e+10 +2.682e+10 2.460e+01 1.002e+00 
5.2708e-01 1.638e+01 1.173e+01 4.648e+00 +2.429e+01 -8.932e-01 6.809e-01 5.437e+29 6.164e+04 4.775e+10 2.150e+10 +2.635e+10 2.429e+01 1.002e+00 
5.2998e-01 1.607e+01 1.149e+01 4.577e+00 +2.398e+01 -8.947e-01 6.708e-01 5.335e+29 6.140e+04 4.737e+10 2.157e+10 +2.589e+10 2.398e+01 1.002e+00 
5.3290e-01 1.576e+01 1.126e+01 4.506e+00 +2.368e+01 -8.962e-01 6.608e-01 5.234e+29 6.115e+04 4.699e+10 2.165e+10 +2.544e+10 2.368e+01 1.002e+00 
5.3582e-01 1.546e+01 1.103e+01 4.437e+00 +2.338e+01 -8.979e-01 6.509e-01 5.135e+29 6.090e+04 4.661e+10 2.172e+10 +2.499e+10 2.338e+01 1.002e+00 
5.3876e-01 1.517e+01 1.080e+01 4.367e+00 +2.309e+01 -8.996e-01 6.410e-01 5.039e+29 6.066e+04 4.624e+10 2.180e+10 +2.454e+10 2.309e+01 1.002e+00 
5.4170e-01 1.488e+01 1.058e+01 4.299e+00 +2.280e+01 -9.013e-01 6.313e-01 4.945e+29 6.042e+04 4.587e+10 2.188e+10 +2.410e+10 2.280e+01 1.002e+00 
5.4464e-01 1.459e+01 1.036e+01 4.231e+00 +2.251e+01 -9.031e-01 6.216e-01 4.853e+29 6.018e+04 4.551e+10 2.195e+10 +2.366e+10 2.251e+01 1.002e+00 
5.4760e-01 1.431e+01 1.015e+01 4.164e+00 +2.223e+01 -9.050e-01 6.121e-01 4.762e+29 5.994e+04 4.515e+10 2.203e+10 +2.323e+10 2.223e+01 1.002e+00 
5.5056e-01 1.403e+01 9.937e+00 4.097e+00 +2.196e+01 -9.070e-01 6.026e-01 4.674e+29 5.970e+04 4.479e+10 2.210e+10 +2.280e+10 2.196e+01 1.003e+00 
5.5354e-01 1.376e+01 9.729e+00 4.031e+00 +2.169e+01 -9.090e-01 5.932e-01 4.588e+29 5.947e+04 4.444e+10 2.217e+10 +2.238e+10 2.169e+01 1.003e+00 
5.5652e-01 1.349e+01 9.526e+00 3.965e+00 +2.142e+01 -9.111e-01 5.839e-01 4.503e+29 5.923e+04 4.409e+10 2.225e+10 +2.196e+10 2.142e+01 1.003e+00 
5.5950e-01 1.323e+01 9.325e+00 3.900e+00 +2.116e+01 -9.132e-01 5.747e-01 4.420e+29 5.900e+04 4.375e+10 2.232e+10 +2.154e+10 2.116e+01 1.003e+00 
5.6250e-01 1.296e+01 9.128e+00 3.836e+00 +2.090e+01 -9.155e-01 5.656e-01 4.340e+29 5.877e+04 4.341e+10 2.240e+10 +2.113e+10 2.090e+01 1.003e+00 
5.6550e-01 1.271e+01 8.934e+00 3.773e+00 +2.064e+01 -9.178e-01 5.565e-01 4.260e+29 5.854e+04 4.307e+10 2.247e+10 +2.072e+10 2.064e+01 1.003e+00 
5.6852e-01 1.245e+01 8.744e+00 3.709e+00 +2.039e+01 -9.201e-01 5.476e-01 4.183e+29 5.832e+04 4.274e+10 2.254e+10 +2.032e+10 2.039e+01 1.003e+00 
5.7154e-01 1.220e+01 8.557e+00 3.647e+00 +2.014e+01 -9.225e-01 5.387e-01 4.107e+29 5.809e+04 4.241e+10 2.262e+10 +1.992e+10 2.014e+01 1.003e+00 
5.7456e-01 1.196e+01 8.373e+00 3.585e+00 +1.990e+01 -9.250e-01 5.299e-01 4.033e+29 5.787e+04 4.209e+10 2.269e+10 +1.953e+10 1.990e+01 1.003e+00 
5.7760e-01 1.172e+01 8.192e+00 3.524e+00 +1.966e+01 -9.276e-01 5.212e-01 3.960e+29 5.765e+04 4.177e+10 2.276e+10 +1.914e+10 1.966e+01 1.003e+00 
5.8064e-01 1.148e+01 8.014e+00 3.463e+00 +1.943e+01 -9.302e-01 5.126e-01 3.889e+29 5.743e+04 4.145e+10 2.284e+10 +1.875e+10 1.943e+01 1.003e+00 
5.8370e-01 1.124e+01 7.840e+00 3.403e+00 +1.919e+01 -9.329e-01 5.040e-01 3.820e+29 5.722e+04 4.114e+10 2.291e+10 +1.837e+10 1.919e+01 1.003e+00 
5.8676e-01 1.101e+01 7.668e+00 3.344e+00 +1.897e+01 -9.356e-01 4.956e-01 3.752e+29 5.700e+04 4.083e+10 2.298e+10 +1.799e+10 1.897e+01 1.003e+00 
5.8982e-01 1.078e+01 7.499e+00 3.285e+00 +1.874e+01 -9.384e-01 4.872e-01 3.685e+29 5.679e+04 4.053e+10 2.305e+10 +1.762e+10 1.874e+01 1.003e+00 
5.9290e-01 1.056e+01 7.333e+00 3.226e+00 +1.852e+01 -9.413e-01 4.789e-01 3.620e+29 5.658e+04 4.023e+10 2.312e+10 +1.725e+10 1.852e+01 1.004e+00 
5.9598e-01 1.034e+01 7.170e+00 3.169e+00 +1.830e+01 -9.442e-01 4.707e-01 3.556e+29 5.637e+04 3.993e+10 2.320e+10 +1.688e+10 1.830e+01 1.004e+00 
5.9908e-01 1.012e+01 7.010e+00 3.112e+00 +1.809e+01 -9.472e-01 4.626e-01 3.494e+29 5.617e+04 3.964e+10 2.327e+10 +1.652e+10 1.809e+01 1.004e+00 
6.0218e-01 9.907e+00 6.852e+00 3.055e+00 +1.788e+01 -9.502e-01 4.545e-01 3.433e+29 5.596e+04 3.935e+10 2.334e+10 +1.617e+10 1.788e+01 1.004e+00 
6.0528e-01 9.697e+00 6.698e+00 2.999e+00 +1.767e+01 -9.533e-01 4.465e-01 3.373e+29 5.576e+04 3.907e+10 2.341e+10 +1.581e+10 1.767e+01 1.004e+00 
6.0840e-01 9.489e+00 6.546e+00 2.943e+00 +1.746e+01 -9.565e-01 4.386e-01 3.315e+29 5.556e+04 3.879e+10 2.348e+10 +1.547e+10 1.746e+01 1.004e+00 
6.1152e-01 9.285e+00 6.396e+00 2.888e+00 +1.726e+01 -9.597e-01 4.308e-01 3.258e+29 5.536e+04 3.852e+10 2.355e+10 +1.512e+10 1.726e+01 1.004e+00 
6.1466e-01 9.083e+00 6.249e+00 2.834e+00 +1.706e+01 -9.630e-01 4.231e-01 3.202e+29 5.517e+04 3.824e+10 2.362e+10 +1.478e+10 1.706e+01 1.004e+00 
6.1780e-01 8.885e+00 6.105e+00 2.780e+00 +1.687e+01 -9.663e-01 4.154e-01 3.147e+29 5.497e+04 3.798e+10 2.369e+10 +1.445e+10 1.687e+01 1.004e+00 
6.2094e-01 8.690e+00 5.963e+00 2.727e+00 +1.668e+01 -9.697e-01 4.078e-01 3.094e+29 5.478e+04 3.771e+10 2.376e+10 +1.412e+10 1.668e+01 1.004e+00 
6.2410e-01 8.498e+00 5.824e+00 2.674e+00 +1.649e+01 -9.731e-01 4.003e-01 3.042e+29 5.459e+04 3.745e+10 2.383e+10 +1.379e+10 1.649e+01 1.004e+00 
6.2726e-01 8.309e+00 5.687e+00 2.622e+00 +1.630e+01 -9.766e-01 3.929e-01 2.990e+29 5.440e+04 3.720e+10 2.390e+10 +1.347e+10 1.630e+01 1.005e+00 
6.3044e-01 8.123e+00 5.552e+00 2.571e+00 +1.612e+01 -9.801e-01 3.855e-01 2.940e+29 5.422e+04 3.694e+10 2.397e+10 +1.315e+10 1.612e+01 1.005e+00 
6.3362e-01 7.940e+00 5.420e+00 2.520e+00 +1.594e+01 -9.837e-01 3.783e-01 2.891e+29 5.404e+04 3.669e+10 2.404e+10 +1.283e+10 1.594e+01 1.005e+00 
6.3680e-01 7.759e+00 5.290e+00 2.469e+00 +1.576e+01 -9.873e-01 3.711e-01 2.843e+29 5.386e+04 3.645e+10 2.411e+10 +1.252e+10 1.576e+01 1.005e+00 
6.4000e-01 7.582e+00 5.163e+00 2.419e+00 +1.559e+01 -9.910e-01 3.639e-01 2.796e+29 5.368e+04 3.621e+10 2.418e+10 +1.221e+10 1.559e+01 1.005e+00 
6.4320e-01 7.407e+00 5.037e+00 2.370e+00 +1.542e+01 -9.947e-01 3.569e-01 2.751e+29 5.350e+04 3.597e+10 2.425e+10 +1.191e+10 1.542e+01 1.005e+00 
6.4642e-01 7.235e+00 4.914e+00 2.321e+00 +1.525e+01 -9.985e-01 3.499e-01 2.706e+29 5.333e+04 3.574e+10 2.431e+10 +1.161e+10 1.525e+01 1.005e+00 
