 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    3.02389243601227     
#  All densities are *4*pi*r^2
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                   ne_full                   ne_ext 
        0.37693246391E-002        0.22502999771E+000        0.46896725571E-003        0.22456103046E+000        0.22503149440E+000        0.14966884063E-005
        0.38861960066E-002        0.23847560910E+000        0.49697455009E-003        0.23797863455E+000        0.23847720004E+000        0.15909398112E-005
        0.40048516698E-002        0.25248092205E+000        0.52614614805E-003        0.25195477590E+000        0.25248261162E+000        0.16895741572E-005
        0.41252916286E-002        0.26705827434E+000        0.55650755855E-003        0.26650176678E+000        0.26706006706E+000        0.17927252630E-005
        0.42475158832E-002        0.28221993118E+000        0.58808412581E-003        0.28163184705E+000        0.28222183171E+000        0.19005289596E-005
        0.43715244335E-002        0.29797807621E+000        0.62090100992E-003        0.29735717520E+000        0.29798008933E+000        0.20131230907E-005
        0.44973172794E-002        0.31434480248E+000        0.65498316744E-003        0.31368981931E+000        0.31434693313E+000        0.21306475122E-005
        0.46248944210E-002        0.33133210353E+000        0.69035533215E-003        0.33064174820E+000        0.33133435678E+000        0.22532440925E-005
        0.47542558584E-002        0.34895186445E+000        0.72704199581E-003        0.34822482245E+000        0.34895424551E+000        0.23810567125E-005
        0.48854015914E-002        0.36721585304E+000        0.76506738908E-003        0.36645078565E+000        0.36721836727E+000        0.25142312657E-005
        0.50183316200E-002        0.38613571101E+000        0.80445546250E-003        0.38533125554E+000        0.38613836392E+000        0.26529156577E-005
        0.51530459444E-002        0.40572294524E+000        0.84522986763E-003        0.40487771537E+000        0.40572574250E+000        0.27972598070E-005
        0.52895445645E-002        0.42598891913E+000        0.88741393830E-003        0.42510150519E+000        0.42599186654E+000        0.29474156443E-005
        0.54278274802E-002        0.44694484398E+000        0.93103067197E-003        0.44601381331E+000        0.44694794752E+000        0.31035371131E-005
        0.55678946917E-002        0.46860177051E+000        0.97610271135E-003        0.46762566780E+000        0.46860503629E+000        0.32657801691E-005
        0.57097461988E-002        0.49097058038E+000        0.10226523261E-002        0.48994792805E+000        0.49097401468E+000        0.34343027808E-005
        0.58533820016E-002        0.51406197791E+000        0.10707013946E-002        0.51299127652E+000        0.51406558717E+000        0.36092649291E-005
        0.59988021001E-002        0.53788648179E+000        0.11202713862E-002        0.53676621040E+000        0.53789027262E+000        0.37908286075E-005
        0.61460064943E-002        0.56245441694E+000        0.11713833436E-002        0.56128303360E+000        0.56245839610E+000        0.39791578221E-005
        0.62949951842E-002        0.58777590651E+000        0.12240578651E-002        0.58655184864E+000        0.58778008092E+000        0.41744185916E-005
        0.64457681697E-002        0.61386086387E+000        0.12783150874E-002        0.61258254878E+000        0.61386524065E+000        0.43767789473E-005
        0.65983254510E-002        0.64071898489E+000        0.13341746687E-002        0.63938481022E+000        0.64072357130E+000        0.45864089332E-005
        0.67526670279E-002        0.66835974015E+000        0.13916557717E-002        0.66696808438E+000        0.66836454363E+000        0.48034806057E-005
        0.69087929006E-002        0.69679236744E+000        0.14507770474E-002        0.69534159039E+000        0.69679739561E+000        0.50281680340E-005
        0.70667030689E-002        0.72602586427E+000        0.15115566184E-002        0.72451430765E+000        0.72603112492E+000        0.52606473002E-005
        0.72263975329E-002        0.75606898058E+000        0.15740120631E-002        0.75449496852E+000        0.75607448168E+000        0.55010964987E-005
        0.73878762926E-002        0.78693021157E+000        0.16381604004E-002        0.78529205117E+000        0.78693596126E+000        0.57496957369E-005
        0.75511393479E-002        0.81861779064E+000        0.17040180735E-002        0.81691377256E+000        0.81862379726E+000        0.60066271348E-005
        0.77161866990E-002        0.85113968254E+000        0.17716009354E-002        0.84936808160E+000        0.85114595461E+000        0.62720748251E-005
        0.78830183457E-002        0.88450357661E+000        0.18409242340E-002        0.88266265238E+000        0.88451012284E+000        0.65462249535E-005
        0.80516342882E-002        0.91871688023E+000        0.19120025976E-002        0.91680487763E+000        0.91872370950E+000        0.68292656783E-005
        0.82220345263E-002        0.95378671236E+000        0.19848500208E-002        0.95180186234E+000        0.95379383374E+000        0.71213871707E-005
        0.83942190601E-002        0.98971989729E+000        0.20594798507E-002        0.98766041744E+000        0.98972732007E+000        0.74227816146E-005
        0.85681878896E-002        0.10265229586E+001        0.21359047735E-002        0.10243870538E+001        0.10265306922E+001        0.77336432070E-005
        0.87439410148E-002        0.10642021131E+001        0.22141368016E-002        0.10619879763E+001        0.10642101672E+001        0.80541681576E-005
        0.89214784356E-002        0.11027632652E+001        0.22941872607E-002        0.11004690779E+001        0.11027716497E+001        0.83845546891E-005
        0.91008001522E-002        0.11422120013E+001        0.23760667776E-002        0.11398359346E+001        0.11422207264E+001        0.87250030371E-005
        0.92819061644E-002        0.11825535846E+001        0.24597852683E-002        0.11800937993E+001        0.11825626603E+001        0.90757154503E-005
        0.94647964724E-002        0.12237929493E+001        0.25453519268E-002        0.12212475973E+001        0.12238023862E+001        0.94368961901E-005
        0.96494710760E-002        0.12659346961E+001        0.26327752132E-002        0.12633019209E+001        0.12659445049E+001        0.98087515312E-005
        0.98359299753E-002        0.13089830874E+001        0.27220628440E-002        0.13062610246E+001        0.13089932789E+001        0.10191489761E-004
        0.10024173170E-001        0.13529420423E+001        0.28132217809E-002        0.13501288205E+001        0.13529526276E+001        0.10585321181E-004
        0.10214200661E-001        0.13978151322E+001        0.29062582219E-002        0.13949088740E+001        0.13978261227E+001        0.10990458104E-004
        0.10406012447E-001        0.14436055769E+001        0.30011775909E-002        0.14406043993E+001        0.14436169840E+001        0.11407114858E-004
        0.10599608529E-001        0.14903162401E+001        0.30979845296E-002        0.14872182556E+001        0.14903280756E+001        0.11835507783E-004
        0.10794988907E-001        0.15379496257E+001        0.31966828884E-002        0.15347529429E+001        0.15379619016E+001        0.12275855232E-004
        0.10992153581E-001        0.15865078744E+001        0.32972757186E-002        0.15832105987E+001        0.15865206028E+001        0.12728377572E-004
        0.11191102550E-001        0.16359927599E+001        0.33997652647E-002        0.16325929946E+001        0.16360059532E+001        0.13193297182E-004
        0.11391835814E-001        0.16864056856E+001        0.35041529572E-002        0.16829015326E+001        0.16864193564E+001        0.13670838456E-004
        0.11594353375E-001        0.17377476819E+001        0.36104394060E-002        0.17341372425E+001        0.17377618431E+001        0.14161227801E-004
        0.11798655231E-001        0.17900194034E+001        0.37186243944E-002        0.17863007790E+001        0.17900340681E+001        0.14664693637E-004
        0.12004741383E-001        0.18432211257E+001        0.38287068728E-002        0.18393924188E+001        0.18432363072E+001        0.15181466396E-004
        0.12212611831E-001        0.18973527437E+001        0.39406849539E-002        0.18934120588E+001        0.18973684555E+001        0.15711778527E-004
        0.12422266574E-001        0.19524137690E+001        0.40545559080E-002        0.19483592131E+001        0.19524300249E+001        0.16255864489E-004
        0.12633705613E-001        0.20084033281E+001        0.41703161584E-002        0.20042330119E+001        0.20084201420E+001        0.16813960756E-004
        0.12846928947E-001        0.20653201604E+001        0.42879612777E-002        0.20610321991E+001        0.20653375467E+001        0.17386305817E-004
        0.13061936578E-001        0.21231626171E+001        0.44074859848E-002        0.21187551311E+001        0.21231805902E+001        0.17973140171E-004
        0.13278728504E-001        0.21819286593E+001        0.45288841418E-002        0.21773997751E+001        0.21819472340E+001        0.18574706336E-004
        0.13497304725E-001        0.22416158575E+001        0.46521487518E-002        0.22369637087E+001        0.22416350487E+001        0.19191248838E-004
        0.13717665243E-001        0.23022213902E+001        0.47772719572E-002        0.22974441182E+001        0.23022412132E+001        0.19823014220E-004
        0.13939810056E-001        0.23637420436E+001        0.49042450385E-002        0.23588377985E+001        0.23637625138E+001        0.20470251040E-004
        0.14163739164E-001        0.24261742109E+001        0.50330584133E-002        0.24211411524E+001        0.24261953441E+001        0.21133209867E-004
        0.14389452569E-001        0.24895138921E+001        0.51637016363E-002        0.24843501904E+001        0.24895357042E+001        0.21812143285E-004
        0.14616950269E-001        0.25537566942E+001        0.52961633994E-002        0.25484605308E+001        0.25537792015E+001        0.22507305893E-004
        0.14846232265E-001        0.26188978311E+001        0.54304315326E-002        0.26134673995E+001        0.26189210500E+001        0.23218954302E-004
        0.15077298556E-001        0.26849321242E+001        0.55664930051E-002        0.26793656312E+001        0.26849560715E+001        0.23947347141E-004
        0.15310149143E-001        0.27518540030E+001        0.57043339274E-002        0.27461496691E+001        0.27518786958E+001        0.24692745047E-004
        0.15544784026E-001        0.28196575060E+001        0.58439395534E-002        0.28138135665E+001        0.28196829614E+001        0.25455410678E-004
        0.15781203205E-001        0.28883362816E+001        0.59852942833E-002        0.28823509873E+001        0.28883625172E+001        0.26235608702E-004
        0.16019406679E-001        0.29578835895E+001        0.61283816669E-002        0.29517552078E+001        0.29579106231E+001        0.27033605802E-004
        0.16259394449E-001        0.30282923022E+001        0.62731844076E-002        0.30220191178E+001        0.30283201518E+001        0.27849670676E-004
        0.16501166515E-001        0.30995549066E+001        0.64196843666E-002        0.30931352222E+001        0.30995835907E+001        0.28684074036E-004
        0.16744722876E-001        0.31716635061E+001        0.65678625679E-002        0.31650956436E+001        0.31716930432E+001        0.29537088610E-004
        0.16990063533E-001        0.32446098226E+001        0.67176992035E-002        0.32378921234E+001        0.32446402316E+001        0.30408989139E-004
        0.17237188485E-001        0.33183851987E+001        0.68691736397E-002        0.33115160251E+001        0.33184164988E+001        0.31300052380E-004
        0.17486097734E-001        0.33929806005E+001        0.70222644231E-002        0.33859583361E+001        0.33930128110E+001        0.32210557103E-004
        0.17736791278E-001        0.34683866201E+001        0.71769492877E-002        0.34612096708E+001        0.34684197609E+001        0.33140784093E-004
        0.17989269118E-001        0.35445934786E+001        0.73332051620E-002        0.35372602735E+001        0.35446275696E+001        0.34091016153E-004
        0.18243531253E-001        0.36215910295E+001        0.74910081776E-002        0.36141000213E+001        0.36216260910E+001        0.35061538097E-004
        0.18499577684E-001        0.36993687615E+001        0.76503336767E-002        0.36917184278E+001        0.36994048141E+001        0.36052636757E-004
        0.18757408411E-001        0.37779158025E+001        0.78111562217E-002        0.37701046463E+001        0.37779528671E+001        0.37064600978E-004
        0.19017023433E-001        0.38572209231E+001        0.79734496042E-002        0.38492474735E+001        0.38572590208E+001        0.38097721622E-004
        0.19278422752E-001        0.39372725406E+001        0.81371868548E-002        0.39291353537E+001        0.39373116929E+001        0.39152291564E-004
        0.19541606365E-001        0.40180587229E+001        0.83023402536E-002        0.40097563826E+001        0.40180989515E+001        0.40228605698E-004
        0.19806574275E-001        0.40995671931E+001        0.84688813411E-002        0.40910983118E+001        0.40996085201E+001        0.41326960929E-004
        0.20073326480E-001        0.41817853337E+001        0.86367809290E-002        0.41731485528E+001        0.41818277814E+001        0.42447656181E-004
        0.20341862981E-001        0.42647001913E+001        0.88060091124E-002        0.42558941822E+001        0.42647437823E+001        0.43590992393E-004
        0.20612183778E-001        0.43482984815E+001        0.89765352817E-002        0.43393219462E+001        0.43483432387E+001        0.44757272519E-004
        0.20884288870E-001        0.44325665937E+001        0.91483281354E-002        0.44234182655E+001        0.44326125405E+001        0.45946801529E-004
        0.21158178258E-001        0.45174905964E+001        0.93213556930E-002        0.45081692407E+001        0.45175377563E+001        0.47159886408E-004
        0.21433851942E-001        0.46030562428E+001        0.94955853086E-002        0.45935606574E+001        0.46031046396E+001        0.48396836160E-004
        0.21711309921E-001        0.46892489754E+001        0.96709836847E-002        0.46795779917E+001        0.46892986334E+001        0.49657961801E-004
        0.21990552196E-001        0.47760539327E+001        0.98475168870E-002        0.47662064158E+001        0.47761048763E+001        0.50943576367E-004
        0.22271578767E-001        0.48634559543E+001        0.10025150358E-001        0.48534308039E+001        0.48635082083E+001        0.52253994909E-004
        0.22554389633E-001        0.49514395870E+001        0.10203848935E-001        0.49412357381E+001        0.49514931765E+001        0.53589534493E-004
        0.22838984795E-001        0.50399890911E+001        0.10383576862E-001        0.50296055143E+001        0.50400440416E+001        0.54950514204E-004
        0.23125364253E-001        0.51290884464E+001        0.10564297807E-001        0.51185241486E+001        0.51291447837E+001        0.56337255141E-004
        0.23413528006E-001        0.52187213587E+001        0.10745974881E-001        0.52079753838E+001        0.52187791088E+001        0.57750080422E-004
        0.23703476056E-001        0.53088712661E+001        0.10928570651E-001        0.52979426954E+001        0.53089304554E+001        0.59189315180E-004
        0.23995208400E-001        0.53995213460E+001        0.11112047158E-001        0.53884092989E+001        0.53995820013E+001        0.60655286568E-004
        0.24288725041E-001        0.54906545217E+001        0.11296365938E-001        0.54793581558E+001        0.54907166701E+001        0.62148323752E-004
        0.24584025977E-001        0.55822534692E+001        0.11481488034E-001        0.55707719812E+001        0.55823171380E+001        0.63668757918E-004
        0.24881111209E-001        0.56743006243E+001        0.11667374019E-001        0.56626332503E+001        0.56743658412E+001        0.65216922270E-004
        0.25179980737E-001        0.57667781897E+001        0.11853984013E-001        0.57549242057E+001        0.57668449829E+001        0.66793152026E-004
        0.25480634560E-001        0.58596681425E+001        0.12041277699E-001        0.58476268648E+001        0.58597365402E+001        0.68397784425E-004
        0.25783072679E-001        0.59529522409E+001        0.12229214349E-001        0.59407230265E+001        0.59530222720E+001        0.70031158722E-004
        0.26087295094E-001        0.60466120324E+001        0.12417752837E-001        0.60341942796E+001        0.60466837260E+001        0.71693616191E-004
        0.26393301804E-001        0.61406288611E+001        0.12606851659E-001        0.61280220094E+001        0.61407022466E+001        0.73385500123E-004
        0.26701092810E-001        0.62349838748E+001        0.12796468960E-001        0.62221874059E+001        0.62350589820E+001        0.75107155827E-004
        0.27010668112E-001        0.63296580338E+001        0.12986562545E-001        0.63166714713E+001        0.63297348927E+001        0.76858930631E-004
        0.27322027709E-001        0.64246321177E+001        0.13177089906E-001        0.64114550278E+001        0.64247107588E+001        0.78641173881E-004
        0.27635171602E-001        0.65198867337E+001        0.13368008242E-001        0.65065187255E+001        0.65199671879E+001        0.80454236942E-004
        0.27950099791E-001        0.66154023249E+001        0.13559274478E-001        0.66018430504E+001        0.66154846233E+001        0.82298473197E-004
        0.28266812275E-001        0.67111591776E+001        0.13750845287E-001        0.66974083323E+001        0.67112433518E+001        0.84174238049E-004
        0.28585309056E-001        0.68071374302E+001        0.13942677114E-001        0.67931947531E+001        0.68072235121E+001        0.86081888918E-004
        0.28905590131E-001        0.69033170809E+001        0.14134726192E-001        0.68891823547E+001        0.69034051027E+001        0.88021785244E-004
        0.29227655503E-001        0.69996779958E+001        0.14326948574E-001        0.69853510472E+001        0.69997679901E+001        0.89994288488E-004
        0.29551505170E-001        0.70961999177E+001        0.14519300143E-001        0.70816806176E+001        0.70962919175E+001        0.91999762129E-004
        0.29877139133E-001        0.71928624741E+001        0.14711736644E-001        0.71781507374E+001        0.71929565126E+001        0.94038571664E-004
        0.30204557392E-001        0.72896451853E+001        0.14904213703E-001        0.72747409716E+001        0.72897412964E+001        0.96111084613E-004
        0.30533759946E-001        0.73865274736E+001        0.15096686849E-001        0.73714307868E+001        0.73866256913E+001        0.98217670515E-004
        0.30864746796E-001        0.74834886709E+001        0.15289111537E-001        0.74681995593E+001        0.74835890296E+001        0.10035870093E-003
        0.31197517942E-001        0.75805080276E+001        0.15481443174E-001        0.75650265844E+001        0.75806105621E+001        0.10253454943E-003
        0.31532073383E-001        0.76775647211E+001        0.15673637137E-001        0.76618910840E+001        0.76776694667E+001        0.10474559162E-003
        0.31868413120E-001        0.77746378643E+001        0.15865648802E-001        0.77587722155E+001        0.77747448565E+001        0.10699220511E-003
        0.32206537153E-001        0.78717065139E+001        0.16057433562E-001        0.78556490803E+001        0.78718157887E+001        0.10927476956E-003
        0.32546445481E-001        0.79687496793E+001        0.16248946855E-001        0.79525007324E+001        0.79688612730E+001        0.11159366662E-003
        0.32888138105E-001        0.80657463308E+001        0.16440144184E-001        0.80493061866E+001        0.80658602801E+001        0.11394927997E-003
        0.33231615025E-001        0.81626754086E+001        0.16630981142E-001        0.81460444274E+001        0.81627917505E+001        0.11634199532E-003
        0.33576876240E-001        0.82595158307E+001        0.16821413437E-001        0.82426944172E+001        0.82596346029E+001        0.11877220040E-003
        0.33923921752E-001        0.83562465021E+001        0.17011396914E-001        0.83392351052E+001        0.83563677424E+001        0.12124028494E-003
        0.34272751558E-001        0.84528463230E+001        0.17200887579E-001        0.84356454354E+001        0.84529700696E+001        0.12374664073E-003
        0.34623365661E-001        0.85492941973E+001        0.17389841622E-001        0.85319043557E+001        0.85494204889E+001        0.12629166155E-003
        0.34975764059E-001        0.86455690411E+001        0.17578215444E-001        0.86279908257E+001        0.86456979169E+001        0.12887574322E-003
        0.35329946753E-001        0.87416497915E+001        0.17765965676E-001        0.87238838258E+001        0.87417812908E+001        0.13149928357E-003
        0.35685913743E-001        0.88375154144E+001        0.17953049208E-001        0.88195623652E+001        0.88376495771E+001        0.13416268246E-003
        0.36043665028E-001        0.89331449135E+001        0.18139423207E-001        0.89150054903E+001        0.89332817799E+001        0.13686634178E-003
        0.36403200609E-001        0.90285173384E+001        0.18325045146E-001        0.90101922933E+001        0.90286569491E+001        0.13961066543E-003
        0.36764520485E-001        0.91236117930E+001        0.18509872825E-001        0.91051019202E+001        0.91237541890E+001        0.14239605934E-003
        0.37127624658E-001        0.92184074436E+001        0.18693864394E-001        0.91997135792E+001        0.92185526665E+001        0.14522293147E-003
        0.37492513126E-001        0.93128835274E+001        0.18876978377E-001        0.92940065490E+001        0.93130316191E+001        0.14809169178E-003
        0.37859185889E-001        0.94070193606E+001        0.19059173698E-001        0.93879601869E+001        0.94071703634E+001        0.15100275228E-003
        0.38227642949E-001        0.95007943464E+001        0.19240409701E-001        0.94815539367E+001        0.95009483030E+001        0.15395652700E-003
        0.38597884304E-001        0.95941879832E+001        0.19420646174E-001        0.95747673371E+001        0.95943449367E+001        0.15695343199E-003
        0.38969909955E-001        0.96871798725E+001        0.19599843373E-001        0.96675800292E+001        0.96873398664E+001        0.15999388532E-003
        0.39343719901E-001        0.97797497269E+001        0.19777962045E-001        0.97599717648E+001        0.97799128052E+001        0.16307830708E-003
        0.39719314143E-001        0.98718773778E+001        0.19954963451E-001        0.98519224143E+001        0.98720435849E+001        0.16620711941E-003
        0.40096692681E-001        0.99635427833E+001        0.20130809386E-001        0.99434119739E+001        0.99637121640E+001        0.16938074646E-003
        0.40475855515E-001        0.10054726036E+002        0.20305462206E-001        0.10034420574E+002        0.10054898636E+002        0.17259961440E-003
        0.40856802644E-001        0.10145407370E+002        0.20478884846E-001        0.10124928486E+002        0.10145583235E+002        0.17586415143E-003
        0.41239534069E-001        0.10235567171E+002        0.20651040844E-001        0.10214916130E+002        0.10235746345E+002        0.17917478778E-003
        0.41624049789E-001        0.10325185977E+002        0.20821894367E-001        0.10304364083E+002        0.10325368509E+002        0.18253195571E-003
        0.42010349806E-001        0.10414244496E+002        0.20991410224E-001        0.10393253086E+002        0.10414430432E+002        0.18593608950E-003
        0.42398434118E-001        0.10502723604E+002        0.21159553895E-001        0.10481564050E+002        0.10502912991E+002        0.18938762546E-003
        0.42788302725E-001        0.10590604355E+002        0.21326291550E-001        0.10569278064E+002        0.10590797242E+002        0.19288700193E-003
        0.43179955628E-001        0.10677867992E+002        0.21491590069E-001        0.10656376402E+002        0.10678064427E+002        0.19643465927E-003
        0.43573392827E-001        0.10764495948E+002        0.21655417065E-001        0.10742840531E+002        0.10764695979E+002        0.20003103987E-003
        0.43968614322E-001        0.10850469856E+002        0.21817740901E-001        0.10828652115E+002        0.10850673533E+002        0.20367658816E-003
        0.44365620113E-001        0.10935771556E+002        0.21978530715E-001        0.10913793025E+002        0.10935978928E+002        0.20737175058E-003
        0.44764410199E-001        0.11020383100E+002        0.22137756438E-001        0.10998245343E+002        0.11020594217E+002        0.21111697562E-003
        0.45164984580E-001        0.11104286759E+002        0.22295388810E-001        0.11081991370E+002        0.11104501672E+002        0.21491271377E-003
