 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    3.31556844525341     
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                    nefull                    neext 
        0.94434259730E-004        0.48850687293E+007        0.13547735033E+002        0.48850551815E+007        0.48850687376E+007        0.83377474695E-002
        0.98584725777E-004        0.45799024027E+007        0.13252805588E+002        0.45798891499E+007        0.45799024110E+007        0.83377475244E-002
        0.10282444916E-003        0.42996337647E+007        0.12970559624E+002        0.42996207942E+007        0.42996337731E+007        0.83377475804E-002
        0.10715342987E-003        0.40417744350E+007        0.12700189169E+002        0.40417617348E+007        0.40417744433E+007        0.83377476377E-002
        0.11157166792E-003        0.38041286156E+007        0.12440953953E+002        0.38041161746E+007        0.38041286239E+007        0.83377476961E-002
        0.11607916331E-003        0.35847537286E+007        0.12192174392E+002        0.35847415365E+007        0.35847537370E+007        0.83377477557E-002
        0.12067591603E-003        0.33819269917E+007        0.11953225483E+002        0.33819150385E+007        0.33819270000E+007        0.83377478164E-002
        0.12536192608E-003        0.31941169417E+007        0.11723531384E+002        0.31941052182E+007        0.31941169501E+007        0.83377478784E-002
        0.13013719347E-003        0.30199590987E+007        0.11502560658E+002        0.30199475962E+007        0.30199591071E+007        0.83377479415E-002
        0.13500171819E-003        0.28582351041E+007        0.11289822039E+002        0.28582238142E+007        0.28582351124E+007        0.83377480058E-002
        0.13995550024E-003        0.27078547848E+007        0.11084860703E+002        0.27078436999E+007        0.27078547931E+007        0.83377480712E-002
        0.14499853963E-003        0.25678406910E+007        0.10887254922E+002        0.25678298037E+007        0.25678406993E+007        0.83377481379E-002
        0.15013083636E-003        0.24373147282E+007        0.10696613086E+002        0.24373040316E+007        0.24373147366E+007        0.83377482057E-002
        0.15535239042E-003        0.23154865717E+007        0.10512571067E+002        0.23154760591E+007        0.23154865800E+007        0.83377482747E-002
        0.16066320181E-003        0.22016435988E+007        0.10334789818E+002        0.22016332641E+007        0.22016436072E+007        0.83377483449E-002
        0.16606327054E-003        0.20951421208E+007        0.10162953254E+002        0.20951319578E+007        0.20951421291E+007        0.83377484162E-002
        0.17155259660E-003        0.19953997260E+007        0.99967663232E+001        0.19953897293E+007        0.19953997344E+007        0.83377484888E-002
        0.17713118000E-003        0.19018885815E+007        0.98359532845E+001        0.19018787456E+007        0.19018885899E+007        0.83377485625E-002
        0.18279902073E-003        0.18141295572E+007        0.96802561395E+001        0.18141198770E+007        0.18141295655E+007        0.83377486374E-002
        0.18855611879E-003        0.17316870628E+007        0.95294332250E+001        0.17316775334E+007        0.17316870712E+007        0.83377487134E-002
        0.19440247419E-003        0.16541645008E+007        0.93832579392E+001        0.16541551175E+007        0.16541645091E+007        0.83377487906E-002
        0.20033808692E-003        0.15812002537E+007        0.92415175701E+001        0.15811910122E+007        0.15812002621E+007        0.83377488690E-002
        0.20636295699E-003        0.15124641374E+007        0.91040122553E+001        0.15124550334E+007        0.15124641457E+007        0.83377489486E-002
        0.21247708439E-003        0.14476542583E+007        0.89705540130E+001        0.14476452877E+007        0.14476542666E+007        0.83377490294E-002
        0.21868046913E-003        0.13864942256E+007        0.88409658759E+001        0.13864853847E+007        0.13864942340E+007        0.83377491113E-002
        0.22497311120E-003        0.13287306728E+007        0.87150810866E+001        0.13287219577E+007        0.13287306812E+007        0.83377491944E-002
        0.23135501061E-003        0.12741310504E+007        0.85927423723E+001        0.12741224577E+007        0.12741310587E+007        0.83377492787E-002
        0.23782616735E-003        0.12224816576E+007        0.84738012771E+001        0.12224731838E+007        0.12224816659E+007        0.83377493641E-002
        0.24438658142E-003        0.11735858837E+007        0.83581175525E+001        0.11735775255E+007        0.11735858920E+007        0.83377494508E-002
        0.25103625283E-003        0.11272626345E+007        0.82455585904E+001        0.11272543889E+007        0.11272626428E+007        0.83377495386E-002
        0.25777518157E-003        0.10833449223E+007        0.81359989131E+001        0.10833367863E+007        0.10833449306E+007        0.83377496275E-002
        0.26460336765E-003        0.10416786002E+007        0.80293196973E+001        0.10416705709E+007        0.10416786086E+007        0.83377497177E-002
        0.27152081106E-003        0.10021212249E+007        0.79254083363E+001        0.10021132995E+007        0.10021212332E+007        0.83377498090E-002
        0.27852751180E-003        0.96454103264E+006        0.78241580377E+001        0.96453320848E+006        0.96454104098E+006        0.83377499015E-002
        0.28562346988E-003        0.92881601685E+006        0.77254674537E+001        0.92880829139E+006        0.92881602519E+006        0.83377499952E-002
        0.29280868530E-003        0.89483309541E+006        0.76292403333E+001        0.89482546617E+006        0.89483310375E+006        0.83377500900E-002
        0.30008315805E-003        0.86248735816E+006        0.75353852102E+001        0.86247982278E+006        0.86248736650E+006        0.83377501860E-002
        0.30744688813E-003        0.83168138619E+006        0.74438151034E+001        0.83167394237E+006        0.83168139453E+006        0.83377502832E-002
        0.31489987555E-003        0.80232463504E+006        0.73544472466E+001        0.80231728060E+006        0.80232464338E+006        0.83377503815E-002
        0.32244212030E-003        0.77433287537E+006        0.72672028370E+001        0.77432560817E+006        0.77433288371E+006        0.83377504811E-002
        0.33007362238E-003        0.74762768496E+006        0.71820067967E+001        0.74762050295E+006        0.74762769329E+006        0.83377505818E-002
        0.33779438181E-003        0.72213598692E+006        0.70987875581E+001        0.72212888814E+006        0.72213599526E+006        0.83377506836E-002
        0.34560439856E-003        0.69778962944E+006        0.70174768586E+001        0.69778261196E+006        0.69778963778E+006        0.83377507867E-002
        0.35350367265E-003        0.67452500276E+006        0.69380095501E+001        0.67451806475E+006        0.67452501110E+006        0.83377508909E-002
        0.36149220407E-003        0.65228268996E+006        0.68603234269E+001        0.65227582963E+006        0.65228269830E+006        0.83377509962E-002
        0.36956999283E-003        0.63100714796E+006        0.67843590578E+001        0.63100036360E+006        0.63100715630E+006        0.83377511028E-002
        0.37773703892E-003        0.61064641608E+006        0.67100596328E+001        0.61063970602E+006        0.61064642441E+006        0.83377512105E-002
        0.38599334235E-003        0.59115184930E+006        0.66373708211E+001        0.59114521193E+006        0.59115185763E+006        0.83377513194E-002
        0.39433890311E-003        0.57247787403E+006        0.65662406373E+001        0.57247130779E+006        0.57247788237E+006        0.83377514295E-002
        0.40277372120E-003        0.55458176424E+006        0.64966193143E+001        0.55457526762E+006        0.55458177257E+006        0.83377515407E-002
        0.41129779663E-003        0.53742343594E+006        0.64284591865E+001        0.53741700748E+006        0.53742344428E+006        0.83377516531E-002
        0.41991112940E-003        0.52096525862E+006        0.63617145803E+001        0.52095889691E+006        0.52096526696E+006        0.83377517666E-002
        0.42861371949E-003        0.50517188174E+006        0.62963417117E+001        0.50516558540E+006        0.50517189008E+006        0.83377518814E-002
        0.43740556693E-003        0.49001007519E+006        0.62322985865E+001        0.49000384290E+006        0.49001008353E+006        0.83377519973E-002
        0.44628667169E-003        0.47544858241E+006        0.61695449117E+001        0.47544241286E+006        0.47544859074E+006        0.83377521144E-002
        0.45525703379E-003        0.46145798491E+006        0.61080420111E+001        0.46145187687E+006        0.46145799325E+006        0.83377522326E-002
        0.46431665323E-003        0.44801057746E+006        0.60477527413E+001        0.44800452971E+006        0.44801058580E+006        0.83377523520E-002
        0.47346553000E-003        0.43508025276E+006        0.59886414202E+001        0.43507426412E+006        0.43508026110E+006        0.83377524726E-002
        0.48270366410E-003        0.42264239495E+006        0.59306737524E+001        0.42263646428E+006        0.42264240329E+006        0.83377525943E-002
        0.49203105554E-003        0.41067378114E+006        0.58738167652E+001        0.41066790733E+006        0.41067378948E+006        0.83377527172E-002
        0.50144770432E-003        0.39915249032E+006        0.58180387435E+001        0.39914667228E+006        0.39915249866E+006        0.83377528413E-002
        0.51095361042E-003        0.38805781897E+006        0.57633091703E+001        0.38805205566E+006        0.38805782731E+006        0.83377529666E-002
        0.52054877386E-003        0.37737020292E+006        0.57095986716E+001        0.37736449332E+006        0.37737021126E+006        0.83377530930E-002
        0.53023319464E-003        0.36707114485E+006        0.56568789629E+001        0.36706548797E+006        0.36707115319E+006        0.83377532205E-002
        0.54000687275E-003        0.35714314704E+006        0.56051227982E+001        0.35713754192E+006        0.35714315538E+006        0.83377533493E-002
        0.54986980819E-003        0.34756964888E+006        0.55543039237E+001        0.34756409458E+006        0.34756965722E+006        0.83377534792E-002
        0.55982200097E-003        0.33833496889E+006        0.55043970324E+001        0.33832946449E+006        0.33833497722E+006        0.83377536103E-002
        0.56986345109E-003        0.32942425067E+006        0.54553777226E+001        0.32941879529E+006        0.32942425900E+006        0.83377537425E-002
        0.57999415853E-003        0.32082341277E+006        0.54072224564E+001        0.32081800554E+006        0.32082342110E+006        0.83377538759E-002
        0.59021412332E-003        0.31251910189E+006        0.53599085223E+001        0.31251374198E+006        0.31251911022E+006        0.83377540105E-002
        0.60052334543E-003        0.30449864934E+006        0.53134139997E+001        0.30449333592E+006        0.30449865767E+006        0.83377541462E-002
        0.61092182488E-003        0.29675003043E+006        0.52677177243E+001        0.29674476271E+006        0.29675003877E+006        0.83377542831E-002
        0.62140956167E-003        0.28926182662E+006        0.52227992550E+001        0.28925660382E+006        0.28926183496E+006        0.83377544212E-002
        0.63198655579E-003        0.28202319013E+006        0.51786388453E+001        0.28201801149E+006        0.28202319847E+006        0.83377545604E-002
        0.64265280724E-003        0.27502381096E+006        0.51352174108E+001        0.27501867574E+006        0.27502381930E+006        0.83377547008E-002
        0.65340831603E-003        0.26825388603E+006        0.50925165052E+001        0.26824879352E+006        0.26825389437E+006        0.83377548424E-002
        0.66425308215E-003        0.26170409035E+006        0.50505182903E+001        0.26169903983E+006        0.26170409869E+006        0.83377549851E-002
        0.67518710561E-003        0.25536555000E+006        0.50092055149E+001        0.25536054080E+006        0.25536555834E+006        0.83377551290E-002
        0.68621038640E-003        0.24922981693E+006        0.49685614870E+001        0.24922484837E+006        0.24922982527E+006        0.83377552740E-002
        0.69732292452E-003        0.24328884526E+006        0.49285700540E+001        0.24328391669E+006        0.24328885360E+006        0.83377554202E-002
        0.70852471998E-003        0.23753496915E+006        0.48892155799E+001        0.23753007993E+006        0.23753497748E+006        0.83377555676E-002
        0.71981577277E-003        0.23196088198E+006        0.48504829254E+001        0.23195603150E+006        0.23196089032E+006        0.83377557161E-002
        0.73119608290E-003        0.22655961693E+006        0.48123574271E+001        0.22655480457E+006        0.22655962527E+006        0.83377558658E-002
        0.74266565037E-003        0.22132452861E+006        0.47748248802E+001        0.22131975379E+006        0.22132453695E+006        0.83377560167E-002
        0.75422447516E-003        0.21624927596E+006        0.47378715205E+001        0.21624453809E+006        0.21624928430E+006        0.83377561687E-002
        0.76587255729E-003        0.21132780604E+006        0.47014840067E+001        0.21132310455E+006        0.21132781438E+006        0.83377563219E-002
        0.77760989676E-003        0.20655433894E+006        0.46656494049E+001        0.20654967329E+006        0.20655434728E+006        0.83377564762E-002
        0.78943649356E-003        0.20192335347E+006        0.46303551730E+001        0.20191872312E+006        0.20192336181E+006        0.83377566317E-002
        0.80135234769E-003        0.19742957379E+006        0.45955891457E+001        0.19742497820E+006        0.19742958213E+006        0.83377567884E-002
        0.81335745916E-003        0.19306795674E+006        0.45613395211E+001        0.19306339540E+006        0.19306796507E+006        0.83377569462E-002
        0.82545182796E-003        0.18883367998E+006        0.45275948462E+001        0.18882915238E+006        0.18883368832E+006        0.83377571052E-002
        0.83763545410E-003        0.18472213079E+006        0.44943440051E+001        0.18471763645E+006        0.18472213913E+006        0.83377572653E-002
        0.84990833757E-003        0.18072889553E+006        0.44615762059E+001        0.18072443395E+006        0.18072890386E+006        0.83377574266E-002
        0.86227047838E-003        0.17684974963E+006        0.44292809693E+001        0.17684532035E+006        0.17684975797E+006        0.83377575891E-002
        0.87472187652E-003        0.17308064829E+006        0.43974481178E+001        0.17307625084E+006        0.17308065663E+006        0.83377577527E-002
        0.88726253199E-003        0.16941771755E+006        0.43660677637E+001        0.16941335149E+006        0.16941772589E+006        0.83377579175E-002
        0.89989244480E-003        0.16585724597E+006        0.43351303003E+001        0.16585291084E+006        0.16585725431E+006        0.83377580834E-002
        0.91261161495E-003        0.16239567671E+006        0.43046263908E+001        0.16239137209E+006        0.16239568505E+006        0.83377582505E-002
        0.92542004242E-003        0.15902960008E+006        0.42745469597E+001        0.15902532553E+006        0.15902960842E+006        0.83377584188E-002
        0.93831772724E-003        0.15575574647E+006        0.42448831829E+001        0.15575150159E+006        0.15575575481E+006        0.83377585882E-002
        0.95130466938E-003        0.15257097971E+006        0.42156264796E+001        0.15256676409E+006        0.15257098805E+006        0.83377587588E-002
        0.96438086886E-003        0.14947229074E+006        0.41867685042E+001        0.14946810397E+006        0.14947229908E+006        0.83377589305E-002
        0.97754632568E-003        0.14645679162E+006        0.41583011379E+001        0.14645263332E+006        0.14645679996E+006        0.83377591034E-002
        0.99080103983E-003        0.14352170994E+006        0.41302164806E+001        0.14351757972E+006        0.14352171827E+006        0.83377592775E-002
        0.10041450113E-002        0.14066438339E+006        0.41025068444E+001        0.14066028088E+006        0.14066439172E+006        0.83377594527E-002
        0.10175782401E-002        0.13788225475E+006        0.40751647463E+001        0.13787817958E+006        0.13788226308E+006        0.83377596290E-002
        0.10311007263E-002        0.13517286705E+006        0.40481829010E+001        0.13516881886E+006        0.13517287539E+006        0.83377598065E-002
        0.10447124698E-002        0.13253385903E+006        0.40215542150E+001        0.13252983748E+006        0.13253386737E+006        0.83377599852E-002
        0.10584134706E-002        0.12996296082E+006        0.39952717798E+001        0.12995896555E+006        0.12996296916E+006        0.83377601650E-002
        0.10722037287E-002        0.12745798982E+006        0.39693288661E+001        0.12745402049E+006        0.12745799815E+006        0.83377603460E-002
        0.10860832442E-002        0.12501684682E+006        0.39437189181E+001        0.12501290310E+006        0.12501685516E+006        0.83377605282E-002
        0.11000520171E-002        0.12263751233E+006        0.39184355481E+001        0.12263359389E+006        0.12263752067E+006        0.83377607115E-002
        0.11141100472E-002        0.12031804303E+006        0.38934725306E+001        0.12031414956E+006        0.12031805137E+006        0.83377608959E-002
        0.11282573347E-002        0.11805656848E+006        0.38688237977E+001        0.11805269965E+006        0.11805657682E+006        0.83377610816E-002
        0.11424938795E-002        0.11585128790E+006        0.38444834337E+001        0.11584744342E+006        0.11585129624E+006        0.83377612683E-002
        0.11568196817E-002        0.11370046722E+006        0.38204456710E+001        0.11369664678E+006        0.11370047556E+006        0.83377614562E-002
        0.11712347412E-002        0.11160243617E+006        0.37967048846E+001        0.11159863947E+006        0.11160244451E+006        0.83377616453E-002
        0.11857390580E-002        0.10955558559E+006        0.37732555887E+001        0.10955181233E+006        0.10955559393E+006        0.83377618356E-002
        0.12003326322E-002        0.10755836480E+006        0.37500924316E+001        0.10755461471E+006        0.10755837314E+006        0.83377620269E-002
        0.12150154637E-002        0.10560927918E+006        0.37272101919E+001        0.10560555197E+006        0.10560928752E+006        0.83377622195E-002
        0.12297875525E-002        0.10370688778E+006        0.37046037749E+001        0.10370318317E+006        0.10370689611E+006        0.83377624132E-002
        0.12446488987E-002        0.10184980111E+006        0.36822682081E+001        0.10184611884E+006        0.10184980945E+006        0.83377626080E-002
        0.12595995022E-002        0.10003667900E+006        0.36601986383E+001        0.10003301880E+006        0.10003668734E+006        0.83377628040E-002
        0.12746393630E-002        0.98266228570E+005        0.36383903273E+001        0.98262590180E+005        0.98266236908E+005        0.83377630012E-002
        0.12897684812E-002        0.96537202296E+005        0.36168386493E+001        0.96533585457E+005        0.96537210634E+005        0.83377631995E-002
        0.13049868567E-002        0.94848396161E+005        0.35955390867E+001        0.94844800622E+005        0.94848404499E+005        0.83377633990E-002
        0.13202944895E-002        0.93198647898E+005        0.35744872277E+001        0.93195073411E+005        0.93198656236E+005        0.83377635996E-002
        0.13356913797E-002        0.91586835311E+005        0.35536787630E+001        0.91583281632E+005        0.91586843649E+005        0.83377638014E-002
        0.13511775272E-002        0.90011874670E+005        0.35331094825E+001        0.90008341560E+005        0.90011883008E+005        0.83377640043E-002
        0.13667529321E-002        0.88472719183E+005        0.35127752729E+001        0.88469206408E+005        0.88472727521E+005        0.83377642084E-002
        0.13824175942E-002        0.86968357538E+005        0.34926721149E+001        0.86964864865E+005        0.86968365875E+005        0.83377644136E-002
        0.13981715137E-002        0.85497812501E+005        0.34727960802E+001        0.85494339705E+005        0.85497820839E+005        0.83377646200E-002
        0.14140146906E-002        0.84060139592E+005        0.34531433290E+001        0.84056686449E+005        0.84060147930E+005        0.83377648276E-002
        0.14299471248E-002        0.82654425806E+005        0.34337101080E+001        0.82650992096E+005        0.82654434144E+005        0.83377650363E-002
        0.14459688163E-002        0.81279788397E+005        0.34144927474E+001        0.81276373904E+005        0.81279796735E+005        0.83377652461E-002
        0.14620797651E-002        0.79935373715E+005        0.33954876589E+001        0.79931978227E+005        0.79935382053E+005        0.83377654571E-002
        0.14782799713E-002        0.78620356093E+005        0.33766913331E+001        0.78616979402E+005        0.78620364431E+005        0.83377656693E-002
        0.14945694348E-002        0.77333936784E+005        0.33581003381E+001        0.77330578684E+005        0.77333945122E+005        0.83377658826E-002
        0.15109481557E-002        0.76075342940E+005        0.33397113166E+001        0.76072003229E+005        0.76075351278E+005        0.83377660970E-002
        0.15274161339E-002        0.74843826639E+005        0.33215209840E+001        0.74840505118E+005        0.74843834977E+005        0.83377663126E-002
        0.15439733694E-002        0.73638663953E+005        0.33035261269E+001        0.73635360427E+005        0.73638672291E+005        0.83377665294E-002
        0.15606198622E-002        0.72459154053E+005        0.32857236006E+001        0.72455868329E+005        0.72459162391E+005        0.83377667473E-002
        0.15773556124E-002        0.71304618354E+005        0.32681103278E+001        0.71301350243E+005        0.71304626692E+005        0.83377669664E-002
        0.15941806200E-002        0.70174399697E+005        0.32506832964E+001        0.70171149013E+005        0.70174408035E+005        0.83377671866E-002
        0.16110948848E-002        0.69067861562E+005        0.32334395580E+001        0.69064628123E+005        0.69067869900E+005        0.83377674079E-002
        0.16280984070E-002        0.67984387318E+005        0.32163762261E+001        0.67981170942E+005        0.67984395656E+005        0.83377676305E-002
        0.16451911865E-002        0.66923379499E+005        0.31994904747E+001        0.66920180009E+005        0.66923387837E+005        0.83377678541E-002
        0.16623732234E-002        0.65884259115E+005        0.31827795364E+001        0.65881076336E+005        0.65884267453E+005        0.83377680790E-002
        0.16796445176E-002        0.64866464988E+005        0.31662407010E+001        0.64863298747E+005        0.64866473326E+005        0.83377683049E-002
        0.16970050691E-002        0.63869453114E+005        0.31498713144E+001        0.63866303243E+005        0.63869461452E+005        0.83377685321E-002
        0.17144548780E-002        0.62892696058E+005        0.31336687764E+001        0.62889562389E+005        0.62892704396E+005        0.83377687604E-002
        0.17319939442E-002        0.61935682362E+005        0.31176305400E+001        0.61932564731E+005        0.61935690700E+005        0.83377689898E-002
        0.17496222677E-002        0.60997915988E+005        0.31017541100E+001        0.60994814234E+005        0.60997924326E+005        0.83377692204E-002
        0.17673398486E-002        0.60078915776E+005        0.30860370412E+001        0.60075829739E+005        0.60078924114E+005        0.83377694521E-002
        0.17851466868E-002        0.59178214927E+005        0.30704769376E+001        0.59175144450E+005        0.59178223265E+005        0.83377696850E-002
        0.18030427823E-002        0.58295360504E+005        0.30550714511E+001        0.58292305433E+005        0.58295368842E+005        0.83377699190E-002
        0.18210281352E-002        0.57429912957E+005        0.30398182800E+001        0.57426873139E+005        0.57429921295E+005        0.83377701542E-002
        0.18391027454E-002        0.56581445660E+005        0.30247151683E+001        0.56578420945E+005        0.56581453997E+005        0.83377703906E-002
        0.18572666129E-002        0.55749544471E+005        0.30097599044E+001        0.55746534711E+005        0.55749552809E+005        0.83377706280E-002
        0.18755197378E-002        0.54933807312E+005        0.29949503199E+001        0.54930812361E+005        0.54933815650E+005        0.83377708667E-002
        0.18938621200E-002        0.54133843753E+005        0.29802842885E+001        0.54130863469E+005        0.54133852091E+005        0.83377711065E-002
        0.19122937595E-002        0.53349274628E+005        0.29657597253E+001        0.53346308868E+005        0.53349282966E+005        0.83377713474E-002
        0.19308146564E-002        0.52579731653E+005        0.29513745856E+001        0.52576780279E+005        0.52579739991E+005        0.83377715895E-002
        0.19494248106E-002        0.51824857065E+005        0.29371268639E+001        0.51821919939E+005        0.51824865403E+005        0.83377718328E-002
        0.19681242222E-002        0.51084303273E+005        0.29230145930E+001        0.51081380259E+005        0.51084311611E+005        0.83377720772E-002
        0.19869128910E-002        0.50357732522E+005        0.29090358430E+001        0.50354823486E+005        0.50357740860E+005        0.83377723227E-002
        0.20057908173E-002        0.49644816569E+005        0.28951887207E+001        0.49641921381E+005        0.49644824907E+005        0.83377725695E-002
        0.20247580008E-002        0.48945236374E+005        0.28814713685E+001        0.48942354903E+005        0.48945244712E+005        0.83377728173E-002
        0.20438144417E-002        0.48258681798E+005        0.28678819635E+001        0.48255813916E+005        0.48258690136E+005        0.83377730663E-002
        0.20629601399E-002        0.47584851317E+005        0.28544187170E+001        0.47581996898E+005        0.47584859655E+005        0.83377733165E-002
        0.20821950955E-002        0.46923451741E+005        0.28410798734E+001        0.46920610661E+005        0.46923460079E+005        0.83377735678E-002
        0.21015193083E-002        0.46274197950E+005        0.28278637094E+001        0.46271370086E+005        0.46274206287E+005        0.83377738203E-002
        0.21209327786E-002        0.45636812633E+005        0.28147685338E+001        0.45633997865E+005        0.45636820971E+005        0.83377740739E-002
        0.21404355061E-002        0.45011026043E+005        0.28017926860E+001        0.45008224251E+005        0.45011034381E+005        0.83377743287E-002
        0.21600274910E-002        0.44396575754E+005        0.27889345358E+001        0.44393786819E+005        0.44396584092E+005        0.83377745846E-002
        0.21797087332E-002        0.43793206431E+005        0.27761924825E+001        0.43790430239E+005        0.43793214769E+005        0.83377748417E-002
        0.21994792328E-002        0.43200669610E+005        0.27635649546E+001        0.43197906045E+005        0.43200677948E+005        0.83377750999E-002
        0.22193389897E-002        0.42618723480E+005        0.27510504086E+001        0.42615972430E+005        0.42618731818E+005        0.83377753593E-002
        0.22392880039E-002        0.42047132678E+005        0.27386473286E+001        0.42044394030E+005        0.42047141015E+005        0.83377756198E-002
        0.22593262754E-002        0.41485668088E+005        0.27263542258E+001        0.41482941734E+005        0.41485676426E+005        0.83377758815E-002
        0.22794538043E-002        0.40934106650E+005        0.27141696379E+001        0.40931392481E+005        0.40934114988E+005        0.83377761444E-002
