 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    3.00051384205849     
#  All densities are *4*pi*r^2
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                   ne_full                   ne_ext 
        0.10928811084E-002        0.20296456710E-001        0.61558666592E-004        0.20234898044E-001        0.20296526818E-001        0.70107969187E-007
        0.11562236053E-002        0.22679999488E-001        0.68787510864E-004        0.22611211977E-001        0.22680077958E-001        0.78470301425E-007
        0.12213503978E-002        0.25264155000E-001        0.76624692257E-004        0.25187530307E-001        0.25264242559E-001        0.87559306858E-007
        0.12882614861E-002        0.28059308758E-001        0.85101687862E-004        0.27974207070E-001        0.28059406174E-001        0.97415911766E-007
        0.13569568701E-002        0.31076032632E-001        0.94250537005E-004        0.30981782095E-001        0.31076140714E-001        0.10808216371E-006
        0.14274365497E-002        0.34325077398E-001        0.10410381838E-003        0.34220973579E-001        0.34325196999E-001        0.11960123153E-006
        0.14997005250E-002        0.37817365171E-001        0.11469462677E-003        0.37702670545E-001        0.37817497189E-001        0.13201740536E-006
        0.15737487960E-002        0.41563981703E-001        0.12605654932E-003        0.41437925153E-001        0.41564127079E-001        0.14537609661E-006
        0.16495813627E-002        0.45576168554E-001        0.13822364150E-003        0.45437944913E-001        0.45576328278E-001        0.15972383798E-006
        0.17271982251E-002        0.49865315162E-001        0.15123040261E-003        0.49714084759E-001        0.49865490270E-001        0.17510828348E-006
        0.18065993832E-002        0.54442950783E-001        0.16511175099E-003        0.54277839032E-001        0.54443142361E-001        0.19157820840E-006
        0.18877848370E-002        0.59320736341E-001        0.17990299880E-003        0.59140833342E-001        0.59320945524E-001        0.20918350932E-006
        0.19707545864E-002        0.64510456165E-001        0.19563982659E-003        0.64314816339E-001        0.64510684141E-001        0.22797520413E-006
        0.20555086316E-002        0.70024009638E-001        0.21235825741E-003        0.69811651381E-001        0.70024257644E-001        0.24800543203E-006
        0.21420469724E-002        0.75873402750E-001        0.23009463077E-003        0.75643308119E-001        0.75873672077E-001        0.26932745352E-006
        0.22303696089E-002        0.82070739569E-001        0.24888557619E-003        0.81821853993E-001        0.82071031565E-001        0.29199565041E-006
        0.23204765411E-002        0.88628213635E-001        0.26876798655E-003        0.88359445649E-001        0.88628529701E-001        0.31606552584E-006
        0.24123677690E-002        0.95558099275E-001        0.28977899118E-003        0.95268320284E-001        0.95558440868E-001        0.34159370423E-006
        0.25060432926E-002        0.10287274285E+000        0.31195592870E-003        0.10256078692E+000        0.10287311149E+000        0.36863793137E-006
        0.26015031118E-002        0.11058455395E+000        0.33533631964E-003        0.11024921763E+000        0.11058495120E+000        0.39725707436E-006
        0.26987472268E-002        0.11870599650E+000        0.35995783887E-003        0.11834603866E+000        0.11870642401E+000        0.42751112163E-006
        0.27977756374E-002        0.12724957988E+000        0.38585828786E-003        0.12686372159E+000        0.12725003934E+000        0.45946118294E-006
        0.28985883437E-002        0.13622784991E+000        0.41307556673E-003        0.13581477435E+000        0.13622834308E+000        0.49316948943E-006
        0.30011853457E-002        0.14565337988E+000        0.44164764616E-003        0.14521173223E+000        0.14565390858E+000        0.52869939354E-006
        0.31055666434E-002        0.15553876147E+000        0.47161253920E-003        0.15506714893E+000        0.15553932759E+000        0.56611536912E-006
        0.32117322368E-002        0.16589659573E+000        0.50300827295E-003        0.16539358746E+000        0.16589720121E+000        0.60548301134E-006
        0.33196821259E-002        0.17673948393E+000        0.53587286007E-003        0.17620361107E+000        0.17674013080E+000        0.64686903677E-006
        0.34294163107E-002        0.18808001849E+000        0.57024427033E-003        0.18750977422E+000        0.18808070883E+000        0.69034128333E-006
        0.35409347911E-002        0.19993077385E+000        0.60616040201E-003        0.19932461344E+000        0.19993150981E+000        0.73596871036E-006
        0.36542375672E-002        0.21230429733E+000        0.64365905326E-003        0.21166063828E+000        0.21230508115E+000        0.78382139857E-006
        0.37693246391E-002        0.22521310003E+000        0.68277789345E-003        0.22453032214E+000        0.22521393400E+000        0.83397055007E-006
        0.38861960066E-002        0.23866964768E+000        0.72355443450E-003        0.23794609325E+000        0.23867053417E+000        0.88648848840E-006
        0.40048516698E-002        0.25268635156E+000        0.76602600225E-003        0.25192032556E+000        0.25268729301E+000        0.94144865851E-006
        0.41252916286E-002        0.26727555938E+000        0.81022970774E-003        0.26646532967E+000        0.26727655831E+000        0.99892562677E-006
        0.42475158832E-002        0.28244954625E+000        0.85620241870E-003        0.28159334383E+000        0.28245060524E+000        0.10589950810E-005
        0.43715244335E-002        0.29822050561E+000        0.90398073092E-003        0.29731652487E+000        0.29822162734E+000        0.11217338305E-005
        0.44973172794E-002        0.31460054024E+000        0.95360093985E-003        0.31364693930E+000        0.31460172746E+000        0.11872198060E-005
        0.46248944210E-002        0.33160165333E+000        0.10050990122E-002        0.33059655431E+000        0.33160290886E+000        0.12555320596E-005
        0.47542558584E-002        0.34923573950E+000        0.10585105576E-002        0.34817722894E+000        0.34923706625E+000        0.13267507652E-005
        0.48854015914E-002        0.36751457599E+000        0.11138708006E-002        0.36640070519E+000        0.36751597694E+000        0.14009572178E-005
        0.50183316200E-002        0.38644981384E+000        0.11712145526E-002        0.38527859928E+000        0.38645129207E+000        0.14782338342E-005
        0.51530459444E-002        0.40605296913E+000        0.12305761840E-002        0.40482239295E+000        0.40605452780E+000        0.15586641526E-005
        0.52895445645E-002        0.42633541435E+000        0.12919895965E-002        0.42504342475E+000        0.42633705668E+000        0.16423328329E-005
        0.54278274802E-002        0.44730836974E+000        0.13554881958E-002        0.44595288154E+000        0.44731009906E+000        0.17293256562E-005
        0.55678946917E-002        0.46898289479E+000        0.14211048642E-002        0.46756178993E+000        0.46898471452E+000        0.18197295256E-005
        0.57097461988E-002        0.49136987986E+000        0.14888719337E-002        0.48988100792E+000        0.49137179349E+000        0.19136324656E-005
        0.58533820016E-002        0.51448003772E+000        0.15588211592E-002        0.51292121656E+000        0.51448204884E+000        0.20111236221E-005
        0.59988021001E-002        0.53832389540E+000        0.16309836917E-002        0.53669291171E+000        0.53832600770E+000        0.21122932630E-005
        0.61460064943E-002        0.56291178600E+000        0.17053900527E-002        0.56120639594E+000        0.56291400323E+000        0.22172327775E-005
        0.62949951842E-002        0.58825384060E+000        0.17820701078E-002        0.58647177049E+000        0.58825616664E+000        0.23260346768E-005
        0.64457681697E-002        0.61435998041E+000        0.18610530410E-002        0.61249892737E+000        0.61436241920E+000        0.24387925934E-005
        0.65983254510E-002        0.64123990886E+000        0.19423673298E-002        0.63929754153E+000        0.64124246446E+000        0.25556012819E-005
        0.67526670279E-002        0.66890310394E+000        0.20260407199E-002        0.66687706322E+000        0.66890578050E+000        0.26765566182E-005
        0.69087929006E-002        0.69735881064E+000        0.21121002011E-002        0.69524671044E+000        0.69736161240E+000        0.28017556004E-005
        0.70667030689E-002        0.72661603344E+000        0.22005719823E-002        0.72441546146E+000        0.72661896474E+000        0.29312963479E-005
        0.72263975329E-002        0.75668352904E+000        0.22914814683E-002        0.75439204757E+000        0.75668659432E+000        0.30652781022E-005
        0.73878762926E-002        0.78756979916E+000        0.23848532363E-002        0.78518494593E+000        0.78757300296E+000        0.32038012265E-005
        0.75511393479E-002        0.81928308351E+000        0.24807110127E-002        0.81680237250E+000        0.81928643048E+000        0.33469672059E-005
        0.77161866990E-002        0.85183135289E+000        0.25790776506E-002        0.84925227524E+000        0.85183484777E+000        0.34948786473E-005
        0.78830183457E-002        0.88522230247E+000        0.26799751078E-002        0.88254232736E+000        0.88522595011E+000        0.36476392795E-005
        0.80516342882E-002        0.91946334516E+000        0.27834244250E-002        0.91667992074E+000        0.91946715052E+000        0.38053539533E-005
        0.82220345263E-002        0.95456160524E+000        0.28894457047E-002        0.95167215954E+000        0.95456557337E+000        0.39681286413E-005
        0.83942190601E-002        0.99052391204E+000        0.29980580903E-002        0.98752585395E+000        0.99052804811E+000        0.41360704381E-005
        0.85681878896E-002        0.10273567939E+001        0.31092797464E-002        0.10242475141E+001        0.10273611032E+001        0.43092875604E-005
        0.87439410148E-002        0.10650664721E+001        0.32231278386E-002        0.10618433443E+001        0.10650709600E+001        0.44878893470E-005
        0.89214784356E-002        0.11036588554E+001        0.33396185144E-002        0.11003192369E+001        0.11036635274E+001        0.46719862585E-005
        0.91008001522E-002        0.11431395340E+001        0.34587668852E-002        0.11396807671E+001        0.11431443957E+001        0.48616898778E-005
        0.92819061644E-002        0.11835137747E+001        0.35805870072E-002        0.11799331877E+001        0.11835188318E+001        0.50571129100E-005
        0.94647964724E-002        0.12247865151E+001        0.37050918650E-002        0.12210814233E+001        0.12247917735E+001        0.52583691822E-005
        0.96494710760E-002        0.12669623591E+001        0.38322933539E-002        0.12631300658E+001        0.12669678247E+001        0.54655736439E-005
        0.98359299753E-002        0.13100455716E+001        0.39622022638E-002        0.13060833694E+001        0.13100512505E+001        0.56788423665E-005
        0.10024173170E-001        0.13540400742E+001        0.40948282637E-002        0.13499452459E+001        0.13540459725E+001        0.58982925441E-005
        0.10214200661E-001        0.13989494405E+001        0.42301798861E-002        0.13947192606E+001        0.13989555645E+001        0.61240424928E-005
        0.10406012447E-001        0.14447768920E+001        0.43682645130E-002        0.14404086274E+001        0.14447832482E+001        0.63562116514E-005
        0.10599608529E-001        0.14915252938E+001        0.45090883615E-002        0.14870162054E+001        0.14915318887E+001        0.65949205808E-005
        0.10794988907E-001        0.15391971512E+001        0.46526564709E-002        0.15345444947E+001        0.15392039915E+001        0.68402909644E-005
        0.10992153581E-001        0.15877946055E+001        0.47989726901E-002        0.15829956328E+001        0.15878016979E+001        0.70924456083E-005
        0.11191102550E-001        0.16373194308E+001        0.49480396653E-002        0.16323713911E+001        0.16373267823E+001        0.73515084409E-005
        0.11391835814E-001        0.16877730309E+001        0.50998588291E-002        0.16826731721E+001        0.16877806485E+001        0.76176045133E-005
        0.11594353375E-001        0.17391564360E+001        0.52544303897E-002        0.17339020056E+001        0.17391643268E+001        0.78908599994E-005
        0.11798655231E-001        0.17914702998E+001        0.54117533209E-002        0.17860585465E+001        0.17914784712E+001        0.81714021954E-005
        0.12004741383E-001        0.18447148975E+001        0.55718253528E-002        0.18391430721E+001        0.18447233568E+001        0.84593595205E-005
        0.12212611831E-001        0.18988901224E+001        0.57346429634E-002        0.18931554794E+001        0.18988988772E+001        0.87548615168E-005
        0.12422266574E-001        0.19539954846E+001        0.59002013707E-002        0.19480952833E+001        0.19540045427E+001        0.90580388489E-005
        0.12633705613E-001        0.20100301087E+001        0.60684945253E-002        0.20039616142E+001        0.20100394777E+001        0.93690233046E-005
        0.12846928947E-001        0.20669927318E+001        0.62395151041E-002        0.20607532167E+001        0.20670024198E+001        0.96879477945E-005
        0.13061936578E-001        0.21248817024E+001        0.64132545046E-002        0.21184684479E+001        0.21248917173E+001        0.10014946352E-004
        0.13278728504E-001        0.21836949786E+001        0.65897028396E-002        0.21771052758E+001        0.21837053288E+001        0.10350154135E-004
        0.13497304725E-001        0.22434301276E+001        0.67688489333E-002        0.22366612786E+001        0.22434408213E+001        0.10693707422E-004
        0.13717665243E-001        0.23040843240E+001        0.69506803172E-002        0.22971336437E+001        0.23040953698E+001        0.11045743616E-004
        0.13939810056E-001        0.23656543500E+001        0.71351832276E-002        0.23585191667E+001        0.23656657564E+001        0.11406401244E-004
        0.14163739164E-001        0.24281365942E+001        0.73223426035E-002        0.24208142516E+001        0.24281483700E+001        0.11775819956E-004
        0.14389452569E-001        0.24915270519E+001        0.75121420847E-002        0.24840149098E+001        0.24915392061E+001        0.12154140525E-004
        0.14616950269E-001        0.25558213248E+001        0.77045640118E-002        0.25481167608E+001        0.25558338663E+001        0.12541504846E-004
        0.14846232265E-001        0.26210146213E+001        0.78995894258E-002        0.26131150319E+001        0.26210275594E+001        0.12938055941E-004
        0.15077298556E-001        0.26871017568E+001        0.80971980692E-002        0.26790045587E+001        0.26871151007E+001        0.13343937952E-004
        0.15310149143E-001        0.27540771545E+001        0.82973683873E-002        0.27457797861E+001        0.27540909138E+001        0.13759296148E-004
        0.15544784026E-001        0.28219348461E+001        0.85000775308E-002        0.28134347686E+001        0.28219490304E+001        0.14184276919E-004
        0.15781203205E-001        0.28906684731E+001        0.87053013586E-002        0.28819631717E+001        0.28906830921E+001        0.14619027780E-004
        0.16019406679E-001        0.29602712877E+001        0.89130144415E-002        0.29513582733E+001        0.29602863514E+001        0.15063697370E-004
        0.16259394449E-001        0.30307361546E+001        0.91231900671E-002        0.30216129645E+001        0.30307516730E+001        0.15518435451E-004
        0.16501166515E-001        0.31020555527E+001        0.93358002448E-002        0.30927197524E+001        0.31020715361E+001        0.15983392912E-004
        0.16744722876E-001        0.31742215767E+001        0.95508157118E-002        0.31646707610E+001        0.31742380354E+001        0.16458721762E-004
        0.16990063533E-001        0.32472259396E+001        0.97682059398E-002        0.32374577337E+001        0.32472428842E+001        0.16944575137E-004
        0.17237188485E-001        0.33210599749E+001        0.99879391427E-002        0.33110720357E+001        0.33210774160E+001        0.17441107298E-004
        0.17486097734E-001        0.33957146389E+001        0.10209982284E-001        0.33855046567E+001        0.33957325874E+001        0.17948473627E-004
        0.17736791278E-001        0.34711805140E+001        0.10434301088E-001        0.34607462129E+001        0.34711989808E+001        0.18466830633E-004
        0.17989269118E-001        0.35474478108E+001        0.10660860046E-001        0.35367869507E+001        0.35474668071E+001        0.18996335950E-004
        0.18243531253E-001        0.36245063720E+001        0.10889622430E-001        0.36136167496E+001        0.36245259092E+001        0.19537148336E-004
        0.18499577684E-001        0.37023456756E+001        0.11120550301E-001        0.36912251253E+001        0.37023657650E+001        0.20089427673E-004
        0.18757408411E-001        0.37809548378E+001        0.11353604522E-001        0.37696012333E+001        0.37809754912E+001        0.20653334969E-004
        0.19017023433E-001        0.38603226177E+001        0.11588744772E-001        0.38487338729E+001        0.38603438467E+001        0.21229032357E-004
        0.19278422752E-001        0.39404374203E+001        0.11825929557E-001        0.39286114908E+001        0.39404592370E+001        0.21816683094E-004
        0.19541606365E-001        0.40212873014E+001        0.12065116225E-001        0.40092221851E+001        0.40213097178E+001        0.22416451564E-004
        0.19806574275E-001        0.41028599710E+001        0.12306260979E-001        0.40905537100E+001        0.41028829995E+001        0.23028503275E-004
        0.20073326480E-001        0.41851427987E+001        0.12549318896E-001        0.41725934798E+001        0.41851664517E+001        0.23653004861E-004
        0.20341862981E-001        0.42681228177E+001        0.12794243939E-001        0.42553285738E+001        0.42681471078E+001        0.24290124080E-004
        0.20612183778E-001        0.43517867297E+001        0.13040988974E-001        0.43387457408E+001        0.43518116698E+001        0.24940029819E-004
        0.20884288870E-001        0.44361209102E+001        0.13289505791E-001        0.44228314044E+001        0.44361465131E+001        0.25602892087E-004
        0.21158178258E-001        0.45211114134E+001        0.13539745118E-001        0.45075716683E+001        0.45211376923E+001        0.26278882023E-004
        0.21433851942E-001        0.46067439774E+001        0.13791656640E-001        0.45929523207E+001        0.46067709455E+001        0.26968171888E-004
        0.21711309921E-001        0.46930040300E+001        0.14045189022E-001        0.46789588410E+001        0.46930317010E+001        0.27670935072E-004
        0.21990552196E-001        0.47798766944E+001        0.14300289923E-001        0.47655764045E+001        0.47799050817E+001        0.28387346089E-004
        0.22271578767E-001        0.48673467944E+001        0.14556906021E-001        0.48527898884E+001        0.48673759120E+001        0.29117580582E-004
        0.22554389633E-001        0.49553988610E+001        0.14814983031E-001        0.49405838780E+001        0.49554287228E+001        0.29861815319E-004
        0.22838984795E-001        0.50440171383E+001        0.15074465731E-001        0.50289426726E+001        0.50440477586E+001        0.30620228195E-004
        0.23125364253E-001        0.51331855896E+001        0.15335297979E-001        0.51178502916E+001        0.51332169826E+001        0.31392998232E-004
        0.23413528006E-001        0.52228879038E+001        0.15597422737E-001        0.52072904811E+001        0.52229200841E+001        0.32180305578E-004
        0.23703476056E-001        0.53131075022E+001        0.15860782100E-001        0.52972467201E+001        0.53131404845E+001        0.32982331510E-004
        0.23995208400E-001        0.54038275448E+001        0.16125317312E-001        0.53877022274E+001        0.54038613440E+001        0.33799258430E-004
        0.24288725041E-001        0.54950309372E+001        0.16390968795E-001        0.54786399684E+001        0.54950655684E+001        0.34631269870E-004
        0.24584025977E-001        0.55867003376E+001        0.16657676172E-001        0.55700426615E+001        0.55867358162E+001        0.35478550487E-004
        0.24881111209E-001        0.56788181639E+001        0.16925378295E-001        0.56618927856E+001        0.56788545052E+001        0.36341286068E-004
        0.25179980737E-001        0.57713666003E+001        0.17194013269E-001        0.57541725871E+001        0.57714038200E+001        0.37219663526E-004
        0.25480634560E-001        0.58643276054E+001        0.17463518480E-001        0.58468640869E+001        0.58643657193E+001        0.38113870903E-004
        0.25783072679E-001        0.59576829187E+001        0.17733830618E-001        0.59399490880E+001        0.59577219427E+001        0.39024097370E-004
        0.26087295094E-001        0.60514140686E+001        0.18004885711E-001        0.60334091829E+001        0.60514540191E+001        0.39950533224E-004
        0.26393301804E-001        0.61455023798E+001        0.18276619149E-001        0.61272257607E+001        0.61455432732E+001        0.40893369893E-004
        0.26701092810E-001        0.62399289811E+001        0.18548965710E-001        0.62213800154E+001        0.62399708339E+001        0.41852799933E-004
        0.27010668112E-001        0.63346748127E+001        0.18821859594E-001        0.63158529532E+001        0.63347176418E+001        0.42829017028E-004
        0.27322027709E-001        0.64297206346E+001        0.19095234451E-001        0.64106254002E+001        0.64297644569E+001        0.43822215992E-004
        0.27635171602E-001        0.65250470341E+001        0.19369023405E-001        0.65056780107E+001        0.65250918667E+001        0.44832592768E-004
        0.27950099791E-001        0.66206344338E+001        0.19643159094E-001        0.66009912747E+001        0.66206802941E+001        0.45860344428E-004
        0.28266812275E-001        0.67164630998E+001        0.19917573689E-001        0.66965455262E+001        0.67165100055E+001        0.46905669175E-004
        0.28585309056E-001        0.68125131500E+001        0.20192198936E-001        0.67923209511E+001        0.68125611188E+001        0.47968766340E-004
        0.28905590131E-001        0.69087645617E+001        0.20466966176E-001        0.68882975956E+001        0.69088136116E+001        0.49049836385E-004
        0.29227655503E-001        0.70051971805E+001        0.20741806386E-001        0.69844553741E+001        0.70052473295E+001        0.50149080903E-004
        0.29551505170E-001        0.71017907279E+001        0.21016650205E-001        0.70807740777E+001        0.71018419946E+001        0.51266702615E-004
        0.29877139133E-001        0.71985248103E+001        0.21291427967E-001        0.71772333823E+001        0.71985772132E+001        0.52402905376E-004
        0.30204557392E-001        0.72953789270E+001        0.21566069734E-001        0.72738128573E+001        0.72954324849E+001        0.53557894169E-004
        0.30533759946E-001        0.73923324787E+001        0.21840505329E-001        0.73704919734E+001        0.73923872106E+001        0.54731875110E-004
        0.30864746796E-001        0.74893647759E+001        0.22114664366E-001        0.74672501115E+001        0.74894207010E+001        0.55925055444E-004
        0.31197517942E-001        0.75864550475E+001        0.22388476287E-001        0.75640665712E+001        0.75865121852E+001        0.57137643550E-004
        0.31532073383E-001        0.76835824492E+001        0.22661870392E-001        0.76609205788E+001        0.76836408191E+001        0.58369848936E-004
        0.31868413120E-001        0.77807260722E+001        0.22934775874E-001        0.77577912963E+001        0.77807856941E+001        0.59621882245E-004
        0.32206537153E-001        0.78778649513E+001        0.23207121851E-001        0.78546578294E+001        0.78779258452E+001        0.60893955251E-004
        0.32546445481E-001        0.79749780740E+001        0.23478837402E-001        0.79514992366E+001        0.79750402603E+001        0.62186280858E-004
        0.32888138105E-001        0.80720443889E+001        0.23749851598E-001        0.80482945373E+001        0.80721078879E+001        0.63499073107E-004
        0.33231615025E-001        0.81690428138E+001        0.24020093540E-001        0.81450227203E+001        0.81691076464E+001        0.64832547167E-004
        0.33576876240E-001        0.82659522451E+001        0.24289492389E-001        0.82416627527E+001        0.82660184320E+001        0.66186919345E-004
        0.33923921752E-001        0.83627515656E+001        0.24557977403E-001        0.83381935882E+001        0.83628191280E+001        0.67562407078E-004
        0.34272751558E-001        0.84594196533E+001        0.24825477970E-001        0.84345941753E+001        0.84594886125E+001        0.68959228938E-004
        0.34623365661E-001        0.85559353901E+001        0.25091923641E-001        0.85308434665E+001        0.85560057677E+001        0.70377604630E-004
        0.34975764059E-001        0.86522776702E+001        0.25357244169E-001        0.86269204260E+001        0.86523494879E+001        0.71817754994E-004
        0.35329946753E-001        0.87484254082E+001        0.25621369539E-001        0.87228040387E+001        0.87484986881E+001        0.73279902004E-004
        0.35685913743E-001        0.88443575483E+001        0.25884230005E-001        0.88184733183E+001        0.88444323126E+001        0.74764268769E-004
        0.36043665028E-001        0.89400530721E+001        0.26145756121E-001        0.89139073160E+001        0.89401293432E+001        0.76271079532E-004
        0.36403200609E-001        0.90354910070E+001        0.26405878781E-001        0.90090851283E+001        0.90355688076E+001        0.77800559673E-004
        0.36764520485E-001        0.91306504351E+001        0.26664529249E-001        0.91039859058E+001        0.91307297880E+001        0.79352935706E-004
        0.37127624658E-001        0.92255105007E+001        0.26921639194E-001        0.91985888615E+001        0.92255914292E+001        0.80928435281E-004
        0.37492513126E-001        0.93200504193E+001        0.27177140728E-001        0.92928732786E+001        0.93201329466E+001        0.82527287184E-004
        0.37859185889E-001        0.94142494851E+001        0.27430966433E-001        0.93868185187E+001        0.94143336348E+001        0.84149721339E-004
        0.38227642949E-001        0.95080870798E+001        0.27683049404E-001        0.94804040303E+001        0.95081728757E+001        0.85795968804E-004
        0.38597884304E-001        0.96015426799E+001        0.27933323274E-001        0.95736093567E+001        0.96016301462E+001        0.87466261776E-004
        0.38969909955E-001        0.96945958657E+001        0.28181722255E-001        0.96664141434E+001        0.96946850265E+001        0.89160833588E-004
        0.39343719901E-001        0.97872263281E+001        0.28428181168E-001        0.97587981469E+001        0.97873172080E+001        0.90879918713E-004
        0.39719314143E-001        0.98794138773E+001        0.28672635480E-001        0.98507412418E+001        0.98795065011E+001        0.92623752758E-004
        0.40096692681E-001        0.99711384504E+001        0.28915021331E-001        0.99422234291E+001        0.99712328430E+001        0.94392572471E-004
        0.40475855515E-001        0.10062380119E+002        0.29155275574E-001        0.10033224843E+002        0.10062476305E+002        0.96186615739E-004
        0.40856802644E-001        0.10153119096E+002        0.29393335804E-001        0.10123725760E+002        0.10153217102E+002        0.98006121585E-004
        0.41239534069E-001        0.10243335745E+002        0.29629140393E-001        0.10213706605E+002        0.10243435597E+002        0.99851330175E-004
        0.41624049789E-001        0.10333010587E+002        0.29862628519E-001        0.10303147959E+002        0.10333112310E+002        0.10172248281E-003
        0.42010349806E-001        0.10422124307E+002        0.30093740205E-001        0.10392030567E+002        0.10422227927E+002        0.10361982194E-003
        0.42398434118E-001        0.10510657760E+002        0.30322416342E-001        0.10480335344E+002        0.10510763304E+002        0.10554359114E-003
        0.42788302725E-001        0.10598591983E+002        0.30548598727E-001        0.10568043384E+002        0.10598699477E+002        0.10749403514E-003
        0.43179955628E-001        0.10685908196E+002        0.30772230095E-001        0.10655135966E+002        0.10686017667E+002        0.10947139980E-003
        0.43573392827E-001        0.10772587813E+002        0.30993254145E-001        0.10741594559E+002        0.10772699289E+002        0.11147593213E-003
        0.43968614322E-001        0.10858612450E+002        0.31211615575E-001        0.10827400834E+002        0.10858725957E+002        0.11350788029E-003
        0.44365620113E-001        0.10943963924E+002        0.31427260110E-001        0.10912536664E+002        0.10944079492E+002        0.11556749355E-003
        0.44764410199E-001        0.11028624271E+002        0.31640134533E-001        0.10996984136E+002        0.11028741926E+002        0.11765502235E-003
        0.45164984580E-001        0.11112575742E+002        0.31850186717E-001        0.11080725555E+002        0.11112695513E+002        0.11977071827E-003
