 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    2.88446135661227     
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                    nefull                    neext 
        0.94434259730E-004        0.48850713869E+007        0.14679701959E+002        0.48850567072E+007        0.48850713904E+007        0.35304674444E-002
        0.98584725777E-004        0.45799050039E+007        0.14360794199E+002        0.45798906431E+007        0.45799050074E+007        0.35304675455E-002
        0.10282444916E-003        0.42996363119E+007        0.14055568798E+002        0.42996222563E+007        0.42996363154E+007        0.35304676488E-002
        0.10715342987E-003        0.40417769303E+007        0.13763156622E+002        0.40417631671E+007        0.40417769338E+007        0.35304677543E-002
        0.11157166792E-003        0.38041310611E+007        0.13482761136E+002        0.38041175783E+007        0.38041310646E+007        0.35304678619E-002
        0.11607916331E-003        0.35847561264E+007        0.13213650917E+002        0.35847429127E+007        0.35847561299E+007        0.35304679717E-002
        0.12067591603E-003        0.33819293434E+007        0.12955153085E+002        0.33819163883E+007        0.33819293470E+007        0.35304680836E-002
        0.12536192608E-003        0.31941192492E+007        0.12706647564E+002        0.31941065426E+007        0.31941192528E+007        0.35304681976E-002
        0.13013719347E-003        0.30199613636E+007        0.12467561935E+002        0.30199488961E+007        0.30199613672E+007        0.35304683138E-002
        0.13500171819E-003        0.28582373279E+007        0.12237366947E+002        0.28582250905E+007        0.28582373314E+007        0.35304684322E-002
        0.13995550024E-003        0.27078569690E+007        0.12015572493E+002        0.27078449535E+007        0.27078569726E+007        0.35304685527E-002
        0.14499853963E-003        0.25678428370E+007        0.11801724043E+002        0.25678310353E+007        0.25678428406E+007        0.35304686753E-002
        0.15013083636E-003        0.24373168374E+007        0.11595399450E+002        0.24373052420E+007        0.24373168409E+007        0.35304688001E-002
        0.15535239042E-003        0.23154886452E+007        0.11396206108E+002        0.23154772490E+007        0.23154886487E+007        0.35304689270E-002
        0.16066320181E-003        0.22016456379E+007        0.11203778407E+002        0.22016344341E+007        0.22016456414E+007        0.35304690560E-002
        0.16606327054E-003        0.20951441265E+007        0.11017775429E+002        0.20951331087E+007        0.20951441300E+007        0.35304691872E-002
        0.17155259660E-003        0.19954016995E+007        0.10837878895E+002        0.19953908616E+007        0.19954017031E+007        0.35304693205E-002
        0.17713118000E-003        0.19018905238E+007        0.10663791309E+002        0.19018798600E+007        0.19018905273E+007        0.35304694559E-002
        0.18279902073E-003        0.18141314692E+007        0.10495234284E+002        0.18141209740E+007        0.18141314728E+007        0.35304695935E-002
        0.18855611879E-003        0.17316889455E+007        0.10331947015E+002        0.17316786136E+007        0.17316889491E+007        0.35304697332E-002
        0.19440247419E-003        0.16541663551E+007        0.10173684921E+002        0.16541561814E+007        0.16541663586E+007        0.35304698750E-002
        0.20033808692E-003        0.15812020804E+007        0.10020218389E+002        0.15811920602E+007        0.15812020840E+007        0.35304700190E-002
        0.20636295699E-003        0.15124659373E+007        0.98713316424E+001        0.15124560660E+007        0.15124659409E+007        0.35304701650E-002
        0.21247708439E-003        0.14476560322E+007        0.97268217131E+001        0.14476463054E+007        0.14476560358E+007        0.35304703132E-002
        0.21868046913E-003        0.13864959743E+007        0.95864975015E+001        0.13864863878E+007        0.13864959779E+007        0.35304704635E-002
        0.22497311120E-003        0.13287323970E+007        0.94501789138E+001        0.13287229468E+007        0.13287324005E+007        0.35304706159E-002
        0.23135501061E-003        0.12741327507E+007        0.93176960840E+001        0.12741234330E+007        0.12741327542E+007        0.35304707704E-002
        0.23782616735E-003        0.12224833347E+007        0.91888886509E+001        0.12224741458E+007        0.12224833382E+007        0.35304709271E-002
        0.24438658142E-003        0.11735875382E+007        0.90636051034E+001        0.11735784746E+007        0.11735875417E+007        0.35304710858E-002
        0.25103625283E-003        0.11272642670E+007        0.89417021752E+001        0.11272553253E+007        0.11272642705E+007        0.35304712467E-002
        0.25777518157E-003        0.10833465334E+007        0.88230442882E+001        0.10833377104E+007        0.10833465369E+007        0.35304714096E-002
        0.26460336765E-003        0.10416801905E+007        0.87075030431E+001        0.10416714830E+007        0.10416801940E+007        0.35304715747E-002
        0.27152081106E-003        0.10021227949E+007        0.85949567504E+001        0.10021141999E+007        0.10021227984E+007        0.35304717418E-002
        0.27852751180E-003        0.96454258282E+006        0.84852899952E+001        0.96453409753E+006        0.96454258635E+006        0.35304719111E-002
        0.28562346988E-003        0.92881754774E+006        0.83783932353E+001        0.92880916934E+006        0.92881755127E+006        0.35304720825E-002
        0.29280868530E-003        0.89483460747E+006        0.82741624311E+001        0.89482633330E+006        0.89483461100E+006        0.35304722559E-002
        0.30008315805E-003        0.86248885185E+006        0.81724987096E+001        0.86248067935E+006        0.86248885538E+006        0.35304724314E-002
        0.30744688813E-003        0.83168286196E+006        0.80733080377E+001        0.83167478865E+006        0.83168286549E+006        0.35304726091E-002
        0.31489987555E-003        0.80232609331E+006        0.79765009345E+001        0.80231811681E+006        0.80232609684E+006        0.35304727888E-002
        0.32244212030E-003        0.77433431656E+006        0.78819921969E+001        0.77432643456E+006        0.77433432009E+006        0.35304729706E-002
        0.33007362238E-003        0.74762910945E+006        0.77897006469E+001        0.74762131975E+006        0.74762911298E+006        0.35304731545E-002
        0.33779438181E-003        0.72213739511E+006        0.76995488935E+001        0.72212969557E+006        0.72213739865E+006        0.35304733404E-002
        0.34560439856E-003        0.69779102170E+006        0.76114631188E+001        0.69778341023E+006        0.69779102523E+006        0.35304735285E-002
        0.35350367265E-003        0.67452637944E+006        0.75253728679E+001        0.67451885407E+006        0.67452638297E+006        0.35304737186E-002
        0.36149220407E-003        0.65228405141E+006        0.74412108636E+001        0.65227661019E+006        0.65228405494E+006        0.35304739108E-002
        0.36956999283E-003        0.63100849451E+006        0.73589128267E+001        0.63100113560E+006        0.63100849804E+006        0.35304741050E-002
        0.37773703892E-003        0.61064774806E+006        0.72784173103E+001        0.61064046964E+006        0.61064775159E+006        0.35304743014E-002
        0.38599334235E-003        0.59115316702E+006        0.71996655455E+001        0.59114596735E+006        0.59115317055E+006        0.35304744997E-002
        0.39433890311E-003        0.57247917780E+006        0.71226012979E+001        0.57247205520E+006        0.57247918133E+006        0.35304747002E-002
        0.40277372120E-003        0.55458305433E+006        0.70471707301E+001        0.55457600716E+006        0.55458305787E+006        0.35304749027E-002
        0.41129779663E-003        0.53742471266E+006        0.69733222758E+001        0.53741773934E+006        0.53742471619E+006        0.35304751073E-002
        0.41991112940E-003        0.52096652224E+006        0.69010065228E+001        0.52095962123E+006        0.52096652577E+006        0.35304753139E-002
        0.42861371949E-003        0.50517313252E+006        0.68301760984E+001        0.50516630234E+006        0.50517313605E+006        0.35304755226E-002
        0.43740556693E-003        0.49001131340E+006        0.67607855681E+001        0.49000455261E+006        0.49001131693E+006        0.35304757333E-002
        0.44628667169E-003        0.47544980829E+006        0.66927913331E+001        0.47544311549E+006        0.47544981182E+006        0.35304759461E-002
        0.45525703379E-003        0.46145919871E+006        0.66261515442E+001        0.46145257256E+006        0.46145920224E+006        0.35304761609E-002
        0.46431665323E-003        0.44801177941E+006        0.65608260094E+001        0.44800521859E+006        0.44801178294E+006        0.35304763777E-002
        0.47346553000E-003        0.43508144310E+006        0.64967761146E+001        0.43507494632E+006        0.43508144663E+006        0.35304765966E-002
        0.48270366410E-003        0.42264357390E+006        0.64339647479E+001        0.42263713993E+006        0.42264357743E+006        0.35304768175E-002
        0.49203105554E-003        0.41067494891E+006        0.63723562247E+001        0.41066857656E+006        0.41067495244E+006        0.35304770405E-002
        0.50144770432E-003        0.39915364712E+006        0.63119162226E+001        0.39914733521E+006        0.39915365065E+006        0.35304772655E-002
        0.51095361042E-003        0.38805896501E+006        0.62526117132E+001        0.38805271240E+006        0.38805896854E+006        0.35304774925E-002
        0.52054877386E-003        0.37737133840E+006        0.61944109050E+001        0.37736514399E+006        0.37737134193E+006        0.35304777215E-002
        0.53023319464E-003        0.36707226997E+006        0.61372831840E+001        0.36706613269E+006        0.36707227350E+006        0.35304779526E-002
        0.54000687275E-003        0.35714426198E+006        0.60811990597E+001        0.35713818078E+006        0.35714426551E+006        0.35304781856E-002
        0.54986980819E-003        0.34757075383E+006        0.60261301159E+001        0.34756472770E+006        0.34757075736E+006        0.35304784207E-002
        0.55982200097E-003        0.33833606401E+006        0.59720489583E+001        0.33833009196E+006        0.33833606754E+006        0.35304786578E-002
        0.56986345109E-003        0.32942533615E+006        0.59189291728E+001        0.32941941722E+006        0.32942533968E+006        0.35304788969E-002
        0.57999415853E-003        0.32082448877E+006        0.58667452799E+001        0.32081862203E+006        0.32082449230E+006        0.35304791380E-002
        0.59021412332E-003        0.31252016858E+006        0.58154726943E+001        0.31251435311E+006        0.31252017211E+006        0.35304793811E-002
        0.60052334543E-003        0.30449970688E+006        0.57650876850E+001        0.30449394179E+006        0.30449971041E+006        0.35304796262E-002
        0.61092182488E-003        0.29675107898E+006        0.57155673402E+001        0.29674536342E+006        0.29675108251E+006        0.35304798733E-002
        0.62140956167E-003        0.28926286633E+006        0.56668895309E+001        0.28925719944E+006        0.28926286986E+006        0.35304801224E-002
        0.63198655579E-003        0.28202422115E+006        0.56190328778E+001        0.28201860211E+006        0.28202422468E+006        0.35304803735E-002
        0.64265280724E-003        0.27502483343E+006        0.55719767198E+001        0.27501926145E+006        0.27502483696E+006        0.35304806266E-002
        0.65340831603E-003        0.26825490010E+006        0.55257010852E+001        0.26824937440E+006        0.26825490363E+006        0.35304808816E-002
        0.66425308215E-003        0.26170509614E+006        0.54801866609E+001        0.26169961596E+006        0.26170509967E+006        0.35304811387E-002
        0.67518710561E-003        0.25536654766E+006        0.54354147679E+001        0.25536111225E+006        0.25536655119E+006        0.35304813977E-002
        0.68621038640E-003        0.24923080659E+006        0.53913673334E+001        0.24922541522E+006        0.24923081012E+006        0.35304816587E-002
        0.69732292452E-003        0.24328982704E+006        0.53480268679E+001        0.24328447901E+006        0.24328983057E+006        0.35304819216E-002
        0.70852471998E-003        0.23753594317E+006        0.53053764406E+001        0.23753063779E+006        0.23753594670E+006        0.35304821865E-002
        0.71981577277E-003        0.23196184838E+006        0.52633996582E+001        0.23195658498E+006        0.23196185191E+006        0.35304824534E-002
        0.73119608290E-003        0.22656057581E+006        0.52220806429E+001        0.22655535373E+006        0.22656057935E+006        0.35304827223E-002
        0.74266565037E-003        0.22132548011E+006        0.51814040135E+001        0.22132029870E+006        0.22132548364E+006        0.35304829930E-002
        0.75422447516E-003        0.21625022017E+006        0.51413548641E+001        0.21624507881E+006        0.21625022370E+006        0.35304832658E-002
        0.76587255729E-003        0.21132874308E+006        0.51019187482E+001        0.21132364116E+006        0.21132874661E+006        0.35304835405E-002
        0.77760989676E-003        0.20655526892E+006        0.50630816595E+001        0.20655020584E+006        0.20655527245E+006        0.35304838171E-002
        0.78943649356E-003        0.20192427650E+006        0.50248300153E+001        0.20191925167E+006        0.20192428003E+006        0.35304840957E-002
        0.80135234769E-003        0.19743048996E+006        0.49871506417E+001        0.19742550281E+006        0.19743049349E+006        0.35304843762E-002
        0.81335745916E-003        0.19306886616E+006        0.49500307574E+001        0.19306391613E+006        0.19306886969E+006        0.35304846587E-002
        0.82545182796E-003        0.18883458275E+006        0.49134579588E+001        0.18882966929E+006        0.18883458628E+006        0.35304849431E-002
        0.83763545410E-003        0.18472302701E+006        0.48774202077E+001        0.18471814959E+006        0.18472303054E+006        0.35304852294E-002
        0.84990833757E-003        0.18072978528E+006        0.48419058163E+001        0.18072494338E+006        0.18072978881E+006        0.35304855176E-002
        0.86227047838E-003        0.17685063302E+006        0.48069034350E+001        0.17684582612E+006        0.17685063655E+006        0.35304858078E-002
        0.87472187652E-003        0.17308152541E+006        0.47724020411E+001        0.17307675300E+006        0.17308152894E+006        0.35304860999E-002
        0.88726253199E-003        0.16941858848E+006        0.47383909260E+001        0.16941385009E+006        0.16941859201E+006        0.35304863938E-002
        0.89989244480E-003        0.16585811080E+006        0.47048596843E+001        0.16585340594E+006        0.16585811433E+006        0.35304866897E-002
        0.91261161495E-003        0.16239653553E+006        0.46717982037E+001        0.16239186373E+006        0.16239653906E+006        0.35304869875E-002
        0.92542004242E-003        0.15903045296E+006        0.46391966541E+001        0.15902581377E+006        0.15903045649E+006        0.35304872872E-002
        0.93831772724E-003        0.15575659351E+006        0.46070454783E+001        0.15575198646E+006        0.15575659704E+006        0.35304875888E-002
        0.95130466938E-003        0.15257182098E+006        0.45753353824E+001        0.15256724564E+006        0.15257182451E+006        0.35304878923E-002
        0.96438086886E-003        0.14947312631E+006        0.45440573261E+001        0.14946858225E+006        0.14947312984E+006        0.35304881977E-002
        0.97754632568E-003        0.14645762158E+006        0.45132025160E+001        0.14645310838E+006        0.14645762511E+006        0.35304885050E-002
        0.99080103983E-003        0.14352253436E+006        0.44827623946E+001        0.14351805159E+006        0.14352253789E+006        0.35304888141E-002
        0.10041450113E-002        0.14066520234E+006        0.44527286346E+001        0.14066074961E+006        0.14066520587E+006        0.35304891252E-002
        0.10175782401E-002        0.13788306831E+006        0.44230931305E+001        0.13787864521E+006        0.13788307184E+006        0.35304894381E-002
        0.10311007263E-002        0.13517367528E+006        0.43938479905E+001        0.13516928144E+006        0.13517367882E+006        0.35304897528E-002
        0.10447124698E-002        0.13253466202E+006        0.43649855309E+001        0.13253029703E+006        0.13253466555E+006        0.35304900695E-002
        0.10584134706E-002        0.12996375862E+006        0.43364982683E+001        0.12995942212E+006        0.12996376215E+006        0.35304903880E-002
        0.10722037287E-002        0.12745878250E+006        0.43083789129E+001        0.12745447412E+006        0.12745878603E+006        0.35304907083E-002
        0.10860832442E-002        0.12501763445E+006        0.42806203634E+001        0.12501335383E+006        0.12501763798E+006        0.35304910306E-002
        0.11000520171E-002        0.12263829497E+006        0.42532156998E+001        0.12263404175E+006        0.12263829850E+006        0.35304913546E-002
        0.11141100472E-002        0.12031882075E+006        0.42261581785E+001        0.12031459459E+006        0.12031882428E+006        0.35304916805E-002
        0.11282573347E-002        0.11805734133E+006        0.41994412258E+001        0.11805314189E+006        0.11805734486E+006        0.35304920083E-002
        0.11424938795E-002        0.11585205595E+006        0.41730584337E+001        0.11584788289E+006        0.11585205948E+006        0.35304923379E-002
        0.11568196817E-002        0.11370123052E+006        0.41470035535E+001        0.11369708352E+006        0.11370123406E+006        0.35304926693E-002
        0.11712347412E-002        0.11160319479E+006        0.41212704921E+001        0.11159907352E+006        0.11160319832E+006        0.35304930026E-002
        0.11857390580E-002        0.10955633958E+006        0.40958533061E+001        0.10955224373E+006        0.10955634311E+006        0.35304933377E-002
        0.12003326322E-002        0.10755911422E+006        0.40707461980E+001        0.10755504347E+006        0.10755911775E+006        0.35304936746E-002
        0.12150154637E-002        0.10561002408E+006        0.40459435111E+001        0.10560597814E+006        0.10561002761E+006        0.35304940133E-002
        0.12297875525E-002        0.10370762822E+006        0.40214397259E+001        0.10370360678E+006        0.10370763175E+006        0.35304943538E-002
        0.12446488987E-002        0.10185053714E+006        0.39972294555E+001        0.10184653991E+006        0.10185054067E+006        0.35304946962E-002
        0.12595995022E-002        0.10003741068E+006        0.39733074420E+001        0.10003343737E+006        0.10003741421E+006        0.35304950403E-002
        0.12746393630E-002        0.98266955943E+005        0.39496685520E+001        0.98263006274E+005        0.98266959473E+005        0.35304953863E-002
        0.12897684812E-002        0.96537925415E+005        0.39263077739E+001        0.96533999107E+005        0.96537928946E+005        0.35304957341E-002
        0.13049868567E-002        0.94849115076E+005        0.39032202135E+001        0.94845211855E+005        0.94849118606E+005        0.35304960836E-002
        0.13202944895E-002        0.93199362657E+005        0.38804010909E+001        0.93195482256E+005        0.93199366188E+005        0.35304964349E-002
        0.13356913797E-002        0.91587545962E+005        0.38578457371E+001        0.91583688116E+005        0.91587549492E+005        0.35304967880E-002
        0.13511775272E-002        0.90012581260E+005        0.38355495910E+001        0.90008745710E+005        0.90012584790E+005        0.35304971429E-002
        0.13667529321E-002        0.88473421759E+005        0.38135081960E+001        0.88469608251E+005        0.88473425290E+005        0.35304974996E-002
        0.13824175942E-002        0.86969056144E+005        0.37917171974E+001        0.86965264427E+005        0.86969059675E+005        0.35304978580E-002
        0.13981715137E-002        0.85498507184E+005        0.37701723389E+001        0.85494737012E+005        0.85498510714E+005        0.35304982183E-002
        0.14140146906E-002        0.84060830395E+005        0.37488694605E+001        0.84057081525E+005        0.84060833925E+005        0.35304985802E-002
        0.14299471248E-002        0.82655112772E+005        0.37278044954E+001        0.82651384967E+005        0.82655116302E+005        0.35304989439E-002
        0.14459688163E-002        0.81280471568E+005        0.37069734676E+001        0.81276764595E+005        0.81280475099E+005        0.35304993094E-002
        0.14620797651E-002        0.79936053133E+005        0.36863724889E+001        0.79932366761E+005        0.79936056664E+005        0.35304996766E-002
        0.14782799713E-002        0.78621031800E+005        0.36659977575E+001        0.78617365802E+005        0.78621035331E+005        0.35305000456E-002
        0.14945694348E-002        0.77334608820E+005        0.36458455544E+001        0.77330962974E+005        0.77334612351E+005        0.35305004163E-002
        0.15109481557E-002        0.76076011345E+005        0.36259122420E+001        0.76072385432E+005        0.76076014875E+005        0.35305007888E-002
        0.15274161339E-002        0.74844491452E+005        0.36061942617E+001        0.74840885258E+005        0.74844494982E+005        0.35305011630E-002
        0.15439733694E-002        0.73639325212E+005        0.35866881314E+001        0.73635738524E+005        0.73639328743E+005        0.35305015389E-002
        0.15606198622E-002        0.72459811796E+005        0.35673904438E+001        0.72456244406E+005        0.72459815327E+005        0.35305019165E-002
        0.15773556124E-002        0.71305272619E+005        0.35482978648E+001        0.71301724321E+005        0.71305276149E+005        0.35305022958E-002
        0.15941806200E-002        0.70175050520E+005        0.35294071303E+001        0.70171521113E+005        0.70175054051E+005        0.35305026769E-002
        0.16110948848E-002        0.69068508980E+005        0.35107150459E+001        0.69064998265E+005        0.69068512511E+005        0.35305030596E-002
        0.16280984070E-002        0.67985031366E+005        0.34922184837E+001        0.67981539148E+005        0.67985034897E+005        0.35305034441E-002
        0.16451911865E-002        0.66924020212E+005        0.34739143816E+001        0.66920546298E+005        0.66924023743E+005        0.35305038303E-002
        0.16623732234E-002        0.65884896528E+005        0.34557997409E+001        0.65881440728E+005        0.65884900058E+005        0.35305042181E-002
        0.16796445176E-002        0.64867099134E+005        0.34378716251E+001        0.64863661262E+005        0.64867102664E+005        0.35305046077E-002
        0.16970050691E-002        0.63870084027E+005        0.34201271581E+001        0.63866663900E+005        0.63870087558E+005        0.35305049989E-002
        0.17144548780E-002        0.62893323770E+005        0.34025635225E+001        0.62889921207E+005        0.62893327301E+005        0.35305053918E-002
        0.17319939442E-002        0.61936306906E+005        0.33851779584E+001        0.61932921728E+005        0.61936310437E+005        0.35305057864E-002
        0.17496222677E-002        0.60998537396E+005        0.33679677619E+001        0.60995169429E+005        0.60998540927E+005        0.35305061827E-002
        0.17673398486E-002        0.60079534080E+005        0.33509302834E+001        0.60076183150E+005        0.60079537610E+005        0.35305065806E-002
        0.17851466868E-002        0.59178830157E+005        0.33340629266E+001        0.59175496094E+005        0.59178833688E+005        0.35305069802E-002
        0.18030427823E-002        0.58295972691E+005        0.33173631471E+001        0.58292655328E+005        0.58295976222E+005        0.35305073814E-002
        0.18210281352E-002        0.57430522131E+005        0.33008284508E+001        0.57427221303E+005        0.57430525661E+005        0.35305077843E-002
        0.18391027454E-002        0.56582051850E+005        0.32844563930E+001        0.56578767394E+005        0.56582055381E+005        0.35305081888E-002
        0.18572666129E-002        0.55750147707E+005        0.32682445772E+001        0.55746879463E+005        0.55750151238E+005        0.35305085950E-002
        0.18755197378E-002        0.54934407622E+005        0.32521906535E+001        0.54931155432E+005        0.54934411153E+005        0.35305090028E-002
        0.18938621200E-002        0.54134441166E+005        0.32362923180E+001        0.54131204874E+005        0.54134444697E+005        0.35305094123E-002
        0.19122937595E-002        0.53349869172E+005        0.32205473112E+001        0.53346648625E+005        0.53349872702E+005        0.35305098234E-002
        0.19308146564E-002        0.52580323355E+005        0.32049534176E+001        0.52577118402E+005        0.52580326886E+005        0.35305102361E-002
        0.19494248106E-002        0.51825445952E+005        0.31895084638E+001        0.51822256444E+005        0.51825449483E+005        0.35305106504E-002
        0.19681242222E-002        0.51084889372E+005        0.31742103179E+001        0.51081715162E+005        0.51084892903E+005        0.35305110663E-002
        0.19869128910E-002        0.50358315859E+005        0.31590568888E+001        0.50355156802E+005        0.50358319390E+005        0.35305114839E-002
        0.20057908173E-002        0.49645397171E+005        0.31440461249E+001        0.49642253125E+005        0.49645400701E+005        0.35305119030E-002
        0.20247580008E-002        0.48945814265E+005        0.31291760130E+001        0.48942685089E+005        0.48945817796E+005        0.35305123238E-002
        0.20438144417E-002        0.48259257004E+005        0.31144445779E+001        0.48256142560E+005        0.48259260535E+005        0.35305127461E-002
        0.20629601399E-002        0.47585423863E+005        0.30998498809E+001        0.47582324013E+005        0.47585427393E+005        0.35305131700E-002
        0.20821950955E-002        0.46924021651E+005        0.30853900198E+001        0.46920936261E+005        0.46924025182E+005        0.35305135955E-002
        0.21015193083E-002        0.46274765249E+005        0.30710631270E+001        0.46271694186E+005        0.46274768779E+005        0.35305140226E-002
        0.21209327786E-002        0.45637377345E+005        0.30568673697E+001        0.45634320478E+005        0.45637380875E+005        0.35305144513E-002
        0.21404355061E-002        0.45011588191E+005        0.30428009483E+001        0.45008545390E+005        0.45011591721E+005        0.35305148815E-002
        0.21600274910E-002        0.44397135361E+005        0.30288620962E+001        0.44394106499E+005        0.44397138892E+005        0.35305153133E-002
        0.21797087332E-002        0.43793763521E+005        0.30150490790E+001        0.43790748471E+005        0.43793767051E+005        0.35305157467E-002
        0.21994792328E-002        0.43201224204E+005        0.30013601932E+001        0.43198222844E+005        0.43201227735E+005        0.35305161816E-002
        0.22193389897E-002        0.42619275601E+005        0.29877937662E+001        0.42616287807E+005        0.42619279132E+005        0.35305166181E-002
        0.22392880039E-002        0.42047682348E+005        0.29743481554E+001        0.42044708000E+005        0.42047685878E+005        0.35305170561E-002
        0.22593262754E-002        0.41486215329E+005        0.29610217473E+001        0.41483254307E+005        0.41486218859E+005        0.35305174956E-002
        0.22794538043E-002        0.40934651484E+005        0.29478129571E+001        0.40931703671E+005        0.40934655014E+005        0.35305179367E-002
