 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    2.88446135661227     
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                    nefull                    neext 
        0.15365604392E+002        0.42727744259E-009        0.42727744259E-009        0.14382123091E-051        0.15910558579E-001        0.15910558152E-001
        0.15372907436E+002        0.42336876366E-009        0.42336876366E-009        0.13697392627E-051        0.15910558579E-001        0.15910558156E-001
        0.15380210480E+002        0.41949639942E-009        0.41949639942E-009        0.13045262065E-051        0.15910558579E-001        0.15910558159E-001
        0.15387513524E+002        0.41565994396E-009        0.41565994396E-009        0.12424179330E-051        0.15910558579E-001        0.15910558163E-001
        0.15394816568E+002        0.41185918218E-009        0.41185918218E-009        0.11832666239E-051        0.15910558579E-001        0.15910558167E-001
        0.15402119611E+002        0.40809363874E-009        0.40809363874E-009        0.11269314988E-051        0.15910558579E-001        0.15910558171E-001
        0.15409422655E+002        0.40436303958E-009        0.40436303958E-009        0.10732784795E-051        0.15910558579E-001        0.15910558175E-001
        0.15416725699E+002        0.40066723550E-009        0.40066723550E-009        0.10221798714E-051        0.15910558579E-001        0.15910558178E-001
        0.15424028743E+002        0.39700547363E-009        0.39700547363E-009        0.97351405944E-052        0.15910558579E-001        0.15910558182E-001
        0.15431331787E+002        0.39337780602E-009        0.39337780602E-009        0.92716521863E-052        0.15910558579E-001        0.15910558186E-001
        0.15438634831E+002        0.38978370878E-009        0.38978370878E-009        0.88302303834E-052        0.15910558579E-001        0.15910558189E-001
        0.15445937875E+002        0.38622303619E-009        0.38622303619E-009        0.84098245984E-052        0.15910558579E-001        0.15910558193E-001
        0.15453240919E+002        0.38269529906E-009        0.38269529906E-009        0.80094342622E-052        0.15910558579E-001        0.15910558196E-001
        0.15460543963E+002        0.37920028922E-009        0.37920028922E-009        0.76281064427E-052        0.15910558579E-001        0.15910558200E-001
        0.15467847007E+002        0.37573779504E-009        0.37573779504E-009        0.72649335766E-052        0.15910558579E-001        0.15910558203E-001
        0.15475150051E+002        0.37230746958E-009        0.37230746958E-009        0.69190513096E-052        0.15910558579E-001        0.15910558207E-001
        0.15482453094E+002        0.36890887567E-009        0.36890887567E-009        0.65896364392E-052        0.15910558579E-001        0.15910558210E-001
        0.15489756138E+002        0.36554179822E-009        0.36554179822E-009        0.62759049555E-052        0.15910558579E-001        0.15910558213E-001
        0.15497059182E+002        0.36220581742E-009        0.36220581742E-009        0.59771101749E-052        0.15910558579E-001        0.15910558217E-001
        0.15504362226E+002        0.35890115879E-009        0.35890115879E-009        0.56925409637E-052        0.15910558579E-001        0.15910558220E-001
        0.15511665270E+002        0.35562702783E-009        0.35562702783E-009        0.54215200449E-052        0.15910558579E-001        0.15910558223E-001
        0.15518968314E+002        0.35238308799E-009        0.35238308799E-009        0.51634023864E-052        0.15910558579E-001        0.15910558227E-001
        0.15526271358E+002        0.34916938438E-009        0.34916938438E-009        0.49175736663E-052        0.15910558579E-001        0.15910558230E-001
        0.15533574402E+002        0.34598541046E-009        0.34598541046E-009        0.46834488102E-052        0.15910558579E-001        0.15910558233E-001
        0.15540877446E+002        0.34283116970E-009        0.34283116970E-009        0.44604705993E-052        0.15910558579E-001        0.15910558236E-001
        0.15548180490E+002        0.33970604107E-009        0.33970604107E-009        0.42481083434E-052        0.15910558579E-001        0.15910558239E-001
        0.15555483534E+002        0.33660977478E-009        0.33660977478E-009        0.40458566189E-052        0.15910558579E-001        0.15910558242E-001
        0.15562786577E+002        0.33354234652E-009        0.33354234652E-009        0.38532340651E-052        0.15910558579E-001        0.15910558245E-001
        0.15570089621E+002        0.33050338508E-009        0.33050338508E-009        0.36697822386E-052        0.15910558579E-001        0.15910558248E-001
        0.15577392665E+002        0.32749259207E-009        0.32749259207E-009        0.34950645228E-052        0.15910558579E-001        0.15910558251E-001
        0.15584695709E+002        0.32450976628E-009        0.32450976628E-009        0.33286650881E-052        0.15910558579E-001        0.15910558254E-001
        0.15591998753E+002        0.32155454341E-009        0.32155454341E-009        0.31701879025E-052        0.15910558579E-001        0.15910558257E-001
        0.15599301797E+002        0.31862677774E-009        0.31862677774E-009        0.30192557891E-052        0.15910558579E-001        0.15910558260E-001
        0.15606604841E+002        0.31572603212E-009        0.31572603212E-009        0.28755095282E-052        0.15910558579E-001        0.15910558263E-001
        0.15613907885E+002        0.31285231003E-009        0.31285231003E-009        0.27386070027E-052        0.15910558579E-001        0.15910558266E-001
        0.15621210929E+002        0.31000527839E-009        0.31000527839E-009        0.26082223834E-052        0.15910558579E-001        0.15910558269E-001
        0.15628513973E+002        0.30718457639E-009        0.30718457639E-009        0.24840453539E-052        0.15910558579E-001        0.15910558272E-001
        0.15635817017E+002        0.30438993687E-009        0.30438993687E-009        0.23657803720E-052        0.15910558579E-001        0.15910558275E-001
        0.15643120061E+002        0.30162156800E-009        0.30162156800E-009        0.22531459660E-052        0.15910558579E-001        0.15910558277E-001
        0.15650423104E+002        0.29887865099E-009        0.29887865099E-009        0.21458740651E-052        0.15910558579E-001        0.15910558280E-001
        0.15657726148E+002        0.29616100197E-009        0.29616100197E-009        0.20437093614E-052        0.15910558579E-001        0.15910558283E-001
        0.15665029192E+002        0.29346873889E-009        0.29346873889E-009        0.19464087020E-052        0.15910558579E-001        0.15910558285E-001
        0.15672332236E+002        0.29080144889E-009        0.29080144889E-009        0.18537405107E-052        0.15910558579E-001        0.15910558288E-001
        0.15679635280E+002        0.28815896891E-009        0.28815896891E-009        0.17654842365E-052        0.15910558579E-001        0.15910558291E-001
        0.15686938324E+002        0.28554080975E-009        0.28554080975E-009        0.16814298286E-052        0.15910558579E-001        0.15910558293E-001
        0.15694241368E+002        0.28294681528E-009        0.28294681528E-009        0.16013772370E-052        0.15910558579E-001        0.15910558296E-001
        0.15701544412E+002        0.28037732552E-009        0.28037732552E-009        0.15251359358E-052        0.15910558579E-001        0.15910558299E-001
        0.15708847456E+002        0.27783128922E-009        0.27783128922E-009        0.14525244701E-052        0.15910558579E-001        0.15910558301E-001
        0.15716150500E+002        0.27530906721E-009        0.27530906721E-009        0.13833700241E-052        0.15910558579E-001        0.15910558304E-001
        0.15723453544E+002        0.27281011825E-009        0.27281011825E-009        0.13175080097E-052        0.15910558579E-001        0.15910558306E-001
        0.15730756587E+002        0.27033443539E-009        0.27033443539E-009        0.12547816747E-052        0.15910558579E-001        0.15910558309E-001
        0.15738059631E+002        0.26788160926E-009        0.26788160926E-009        0.11950417300E-052        0.15910558579E-001        0.15910558311E-001
        0.15745362675E+002        0.26545144902E-009        0.26545144902E-009        0.11381459940E-052        0.15910558579E-001        0.15910558314E-001
        0.15752665719E+002        0.26304417672E-009        0.26304417672E-009        0.10839590544E-052        0.15910558579E-001        0.15910558316E-001
        0.15759968763E+002        0.26065886255E-009        0.26065886255E-009        0.10323519460E-052        0.15910558579E-001        0.15910558318E-001
        0.15767271807E+002        0.25829572162E-009        0.25829572162E-009        0.98320184328E-053        0.15910558579E-001        0.15910558321E-001
        0.15774574851E+002        0.25595454228E-009        0.25595454228E-009        0.93639176871E-053        0.15910558579E-001        0.15910558323E-001
        0.15781877895E+002        0.25363510597E-009        0.25363510597E-009        0.89181031392E-053        0.15910558579E-001        0.15910558325E-001
        0.15789180939E+002        0.25133720105E-009        0.25133720105E-009        0.84935137471E-053        0.15910558579E-001        0.15910558328E-001
        0.15796483983E+002        0.24906048751E-009        0.24906048751E-009        0.80891389846E-053        0.15910558579E-001        0.15910558330E-001
        0.15803787027E+002        0.24680501046E-009        0.24680501046E-009        0.77040164366E-053        0.15910558579E-001        0.15910558332E-001
        0.15811090071E+002        0.24457030151E-009        0.24457030151E-009        0.73372295084E-053        0.15910558579E-001        0.15910558334E-001
        0.15818393114E+002        0.24235645782E-009        0.24235645782E-009        0.69879052443E-053        0.15910558579E-001        0.15910558337E-001
        0.15825696158E+002        0.24016315325E-009        0.24016315325E-009        0.66552122496E-053        0.15910558579E-001        0.15910558339E-001
        0.15832999202E+002        0.23799002005E-009        0.23799002005E-009        0.63383587126E-053        0.15910558579E-001        0.15910558341E-001
        0.15840302246E+002        0.23583704434E-009        0.23583704434E-009        0.60365905192E-053        0.15910558579E-001        0.15910558343E-001
        0.15847605290E+002        0.23370424693E-009        0.23370424693E-009        0.57491894588E-053        0.15910558579E-001        0.15910558345E-001
        0.15854908334E+002        0.23159101026E-009        0.23159101026E-009        0.54754715146E-053        0.15910558579E-001        0.15910558347E-001
        0.15862211378E+002        0.22949738290E-009        0.22949738290E-009        0.52147852357E-053        0.15910558579E-001        0.15910558349E-001
        0.15869514422E+002        0.22742314629E-009        0.22742314629E-009        0.49665101868E-053        0.15910558579E-001        0.15910558352E-001
        0.15876817466E+002        0.22536838021E-009        0.22536838021E-009        0.47300554712E-053        0.15910558579E-001        0.15910558354E-001
        0.15884120510E+002        0.22333253302E-009        0.22333253302E-009        0.45048583249E-053        0.15910558579E-001        0.15910558356E-001
        0.15891423554E+002        0.22131545555E-009        0.22131545555E-009        0.42903827769E-053        0.15910558579E-001        0.15910558358E-001
        0.15898726597E+002        0.21931721023E-009        0.21931721023E-009        0.40861183738E-053        0.15910558579E-001        0.15910558360E-001
        0.15906029641E+002        0.21733754726E-009        0.21733754726E-009        0.38915789645E-053        0.15910558579E-001        0.15910558362E-001
        0.15913332685E+002        0.21537601910E-009        0.21537601910E-009        0.37063015438E-053        0.15910558579E-001        0.15910558364E-001
        0.15920635729E+002        0.21343263962E-009        0.21343263962E-009        0.35298451500E-053        0.15910558579E-001        0.15910558366E-001
        0.15927938773E+002        0.21150749555E-009        0.21150749555E-009        0.33617898155E-053        0.15910558579E-001        0.15910558367E-001
        0.15935241817E+002        0.20959999708E-009        0.20959999708E-009        0.32017355672E-053        0.15910558579E-001        0.15910558369E-001
        0.15942544861E+002        0.20771026912E-009        0.20771026912E-009        0.30493014748E-053        0.15910558579E-001        0.15910558371E-001
        0.15949847905E+002        0.20583832208E-009        0.20583832208E-009        0.29041247439E-053        0.15910558579E-001        0.15910558373E-001
        0.15957150949E+002        0.20398338227E-009        0.20398338227E-009        0.27658598527E-053        0.15910558579E-001        0.15910558375E-001
        0.15964453993E+002        0.20214571683E-009        0.20214571683E-009        0.26341777298E-053        0.15910558579E-001        0.15910558377E-001
        0.15971757037E+002        0.20032521475E-009        0.20032521475E-009        0.25087649707E-053        0.15910558579E-001        0.15910558379E-001
        0.15979060081E+002        0.19852154642E-009        0.19852154642E-009        0.23893230919E-053        0.15910558579E-001        0.15910558380E-001
        0.15986363124E+002        0.19673431981E-009        0.19673431981E-009        0.22755678210E-053        0.15910558579E-001        0.15910558382E-001
        0.15993666168E+002        0.19496398246E-009        0.19496398246E-009        0.21672284193E-053        0.15910558579E-001        0.15910558384E-001
        0.16000969212E+002        0.19320994457E-009        0.19320994457E-009        0.20640470384E-053        0.15910558579E-001        0.15910558386E-001
        0.16008272256E+002        0.19147217839E-009        0.19147217839E-009        0.19657781057E-053        0.15910558579E-001        0.15910558387E-001
        0.16015575300E+002        0.18975044452E-009        0.18975044452E-009        0.18721877403E-053        0.15910558579E-001        0.15910558389E-001
        0.16022878344E+002        0.18804475685E-009        0.18804475685E-009        0.17830531966E-053        0.15910558579E-001        0.15910558391E-001
        0.16030181388E+002        0.18635475107E-009        0.18635475107E-009        0.16981623335E-053        0.15910558579E-001        0.15910558393E-001
        0.16037484432E+002        0.18468074292E-009        0.18468074292E-009        0.16173131101E-053        0.15910558579E-001        0.15910558394E-001
        0.16044787476E+002        0.18302180951E-009        0.18302180951E-009        0.15403131046E-053        0.15910558579E-001        0.15910558396E-001
        0.16052090520E+002        0.18137843658E-009        0.18137843658E-009        0.14669790565E-053        0.15910558579E-001        0.15910558398E-001
        0.16059393564E+002        0.17975042635E-009        0.17975042635E-009        0.13971364301E-053        0.15910558579E-001        0.15910558399E-001
        0.16066696607E+002        0.17813744230E-009        0.17813744230E-009        0.13306189994E-053        0.15910558579E-001        0.15910558401E-001
        0.16073999651E+002        0.17653942544E-009        0.17653942544E-009        0.12672684524E-053        0.15910558579E-001        0.15910558402E-001
        0.16081302695E+002        0.17495593863E-009        0.17495593863E-009        0.12069340143E-053        0.15910558579E-001        0.15910558404E-001
        0.16088605739E+002        0.17338765493E-009        0.17338765493E-009        0.11494720886E-053        0.15910558579E-001        0.15910558406E-001
        0.16095908783E+002        0.17183346412E-009        0.17183346412E-009        0.10947459156E-053        0.15910558579E-001        0.15910558407E-001
        0.16103211827E+002        0.17029381377E-009        0.17029381377E-009        0.10426252465E-053        0.15910558579E-001        0.15910558409E-001
        0.16110514871E+002        0.16876833958E-009        0.16876833958E-009        0.99298603370E-054        0.15910558579E-001        0.15910558410E-001
        0.16117817915E+002        0.16725719768E-009        0.16725719768E-009        0.94571013546E-054        0.15910558579E-001        0.15910558412E-001
        0.16125120959E+002        0.16576000295E-009        0.16576000295E-009        0.90068503480E-054        0.15910558579E-001        0.15910558413E-001
        0.16132424003E+002        0.16427669294E-009        0.16427669294E-009        0.85780357162E-054        0.15910558579E-001        0.15910558415E-001
        0.16139727047E+002        0.16280702828E-009        0.16280702828E-009        0.81696368770E-054        0.15910558579E-001        0.15910558416E-001
        0.16147030090E+002        0.16135111303E-009        0.16135111303E-009        0.77806818379E-054        0.15910558579E-001        0.15910558418E-001
        0.16154333134E+002        0.15990856903E-009        0.15990856903E-009        0.74102448828E-054        0.15910558579E-001        0.15910558419E-001
        0.16161636178E+002        0.15847964260E-009        0.15847964260E-009        0.70574443689E-054        0.15910558579E-001        0.15910558420E-001
        0.16168939222E+002        0.15706354967E-009        0.15706354967E-009        0.67214406282E-054        0.15910558579E-001        0.15910558422E-001
        0.16176242266E+002        0.15566097716E-009        0.15566097716E-009        0.64014339692E-054        0.15910558579E-001        0.15910558423E-001
        0.16183545310E+002        0.15427108896E-009        0.15427108896E-009        0.60966627734E-054        0.15910558579E-001        0.15910558425E-001
        0.16190848354E+002        0.15289422853E-009        0.15289422853E-009        0.58064016831E-054        0.15910558579E-001        0.15910558426E-001
        0.16198151398E+002        0.15153019811E-009        0.15153019811E-009        0.55299598745E-054        0.15910558579E-001        0.15910558427E-001
        0.16205454442E+002        0.15017855362E-009        0.15017855362E-009        0.52666794140E-054        0.15910558579E-001        0.15910558429E-001
        0.16212757486E+002        0.14883964547E-009        0.14883964547E-009        0.50159336919E-054        0.15910558579E-001        0.15910558430E-001
        0.16220060530E+002        0.14751318222E-009        0.14751318222E-009        0.47771259316E-054        0.15910558579E-001        0.15910558431E-001
        0.16227363574E+002        0.14619891409E-009        0.14619891409E-009        0.45496877686E-054        0.15910558579E-001        0.15910558433E-001
        0.16234666617E+002        0.14489680289E-009        0.14489680289E-009        0.43330778983E-054        0.15910558579E-001        0.15910558434E-001
        0.16241969661E+002        0.14360696660E-009        0.14360696660E-009        0.41267807876E-054        0.15910558579E-001        0.15910558435E-001
        0.16249272705E+002        0.14232882581E-009        0.14232882581E-009        0.39303054476E-054        0.15910558579E-001        0.15910558437E-001
        0.16256575749E+002        0.14106267196E-009        0.14106267196E-009        0.37431842656E-054        0.15910558579E-001        0.15910558438E-001
        0.16263878793E+002        0.13980824831E-009        0.13980824831E-009        0.35649718916E-054        0.15910558579E-001        0.15910558439E-001
        0.16271181837E+002        0.13856536404E-009        0.13856536404E-009        0.33952441788E-054        0.15910558579E-001        0.15910558440E-001
        0.16278484881E+002        0.13733414753E-009        0.13733414753E-009        0.32335971739E-054        0.15910558579E-001        0.15910558442E-001
        0.16285787925E+002        0.13611418589E-009        0.13611418589E-009        0.30796461557E-054        0.15910558579E-001        0.15910558443E-001
        0.16293090969E+002        0.13490564568E-009        0.13490564568E-009        0.29330247197E-054        0.15910558579E-001        0.15910558444E-001
        0.16300394013E+002        0.13370840546E-009        0.13370840546E-009        0.27933839056E-054        0.15910558579E-001        0.15910558445E-001
        0.16307697057E+002        0.13252188583E-009        0.13252188583E-009        0.26603913671E-054        0.15910558579E-001        0.15910558446E-001
        0.16315000100E+002        0.13134663149E-009        0.13134663149E-009        0.25337305811E-054        0.15910558579E-001        0.15910558448E-001
        0.16322303144E+002        0.13018229897E-009        0.13018229897E-009        0.24131000938E-054        0.15910558579E-001        0.15910558449E-001
        0.16329606188E+002        0.12902862112E-009        0.12902862112E-009        0.22982128038E-054        0.15910558579E-001        0.15910558450E-001
        0.16336909232E+002        0.12788578529E-009        0.12788578529E-009        0.21887952783E-054        0.15910558579E-001        0.15910558451E-001
        0.16344212276E+002        0.12675338557E-009        0.12675338557E-009        0.20845871029E-054        0.15910558579E-001        0.15910558452E-001
        0.16351515320E+002        0.12563148091E-009        0.12563148091E-009        0.19853402611E-054        0.15910558579E-001        0.15910558453E-001
        0.16358818364E+002        0.12452021358E-009        0.12452021358E-009        0.18908185449E-054        0.15910558579E-001        0.15910558454E-001
        0.16366121408E+002        0.12341907010E-009        0.12341907010E-009        0.18007969916E-054        0.15910558579E-001        0.15910558456E-001
        0.16373424452E+002        0.12232810945E-009        0.12232810945E-009        0.17150613494E-054        0.15910558579E-001        0.15910558457E-001
        0.16380727496E+002        0.12124728305E-009        0.12124728305E-009        0.16334075667E-054        0.15910558579E-001        0.15910558458E-001
        0.16388030540E+002        0.12017652498E-009        0.12017652498E-009        0.15556413069E-054        0.15910558579E-001        0.15910558459E-001
        0.16395333584E+002        0.11911570688E-009        0.11911570688E-009        0.14815774856E-054        0.15910558579E-001        0.15910558460E-001
        0.16402636627E+002        0.11806461711E-009        0.11806461711E-009        0.14110398305E-054        0.15910558579E-001        0.15910558461E-001
        0.16409939671E+002        0.11702326955E-009        0.11702326955E-009        0.13438604612E-054        0.15910558579E-001        0.15910558462E-001
        0.16417242715E+002        0.11599158439E-009        0.11599158439E-009        0.12798794904E-054        0.15910558579E-001        0.15910558463E-001
        0.16424545759E+002        0.11496936389E-009        0.11496936389E-009        0.12189446429E-054        0.15910558579E-001        0.15910558464E-001
        0.16431848803E+002        0.11395688559E-009        0.11395688559E-009        0.11609108933E-054        0.15910558579E-001        0.15910558465E-001
        0.16439151847E+002        0.11295384766E-009        0.11295384766E-009        0.11056401207E-054        0.15910558579E-001        0.15910558466E-001
        0.16446454891E+002        0.11195985805E-009        0.11195985805E-009        0.10530007803E-054        0.15910558579E-001        0.15910558467E-001
        0.16453757935E+002        0.11097506941E-009        0.11097506941E-009        0.10028675901E-054        0.15910558579E-001        0.15910558468E-001
        0.16461060979E+002        0.10999933950E-009        0.10999933950E-009        0.95512123260E-055        0.15910558579E-001        0.15910558469E-001
        0.16468364023E+002        0.10903288342E-009        0.10903288342E-009        0.90964807118E-055        0.15910558579E-001        0.15910558470E-001
        0.16475667067E+002        0.10807526749E-009        0.10807526749E-009        0.86633987934E-055        0.15910558579E-001        0.15910558471E-001
        0.16482970110E+002        0.10712664089E-009        0.10712664089E-009        0.82509358324E-055        0.15910558579E-001        0.15910558472E-001
        0.16490273154E+002        0.10618673996E-009        0.10618673996E-009        0.78581101637E-055        0.15910558579E-001        0.15910558473E-001
        0.16497576198E+002        0.10525537386E-009        0.10525537386E-009        0.74839868590E-055        0.15910558579E-001        0.15910558474E-001
        0.16504879242E+002        0.10433287220E-009        0.10433287220E-009        0.71276755021E-055        0.15910558579E-001        0.15910558475E-001
        0.16512182286E+002        0.10341881865E-009        0.10341881865E-009        0.67883280690E-055        0.15910558579E-001        0.15910558476E-001
        0.16519485330E+002        0.10251332422E-009        0.10251332422E-009        0.64651369101E-055        0.15910558579E-001        0.15910558476E-001
        0.16526788374E+002        0.10161616687E-009        0.10161616687E-009        0.61573328280E-055        0.15910558579E-001        0.15910558477E-001
        0.16534091418E+002        0.10072725640E-009        0.10072725640E-009        0.58641832466E-055        0.15910558579E-001        0.15910558478E-001
        0.16541394462E+002        0.99846776680E-010        0.99846776680E-010        0.55849904675E-055        0.15910558579E-001        0.15910558479E-001
        0.16548697506E+002        0.98974099749E-010        0.98974099749E-010        0.53190900096E-055        0.15910558579E-001        0.15910558480E-001
        0.16556000550E+002        0.98109895208E-010        0.98109895208E-010        0.50658490279E-055        0.15910558579E-001        0.15910558481E-001
        0.16563303594E+002        0.97253535086E-010        0.97253535086E-010        0.48246648068E-055        0.15910558579E-001        0.15910558482E-001
        0.16570606637E+002        0.96405033262E-010        0.96405033262E-010        0.45949633260E-055        0.15910558579E-001        0.15910558483E-001
        0.16577909681E+002        0.95564597902E-010        0.95564597902E-010        0.43761978940E-055        0.15910558579E-001        0.15910558483E-001
        0.16585212725E+002        0.94731812672E-010        0.94731812672E-010        0.41678478476E-055        0.15910558579E-001        0.15910558484E-001
        0.16592515769E+002        0.93906729615E-010        0.93906729615E-010        0.39694173118E-055        0.15910558579E-001        0.15910558485E-001
        0.16599818813E+002        0.93089317504E-010        0.93089317504E-010        0.37804340205E-055        0.15910558579E-001        0.15910558486E-001
        0.16607121857E+002        0.92279527769E-010        0.92279527769E-010        0.36004481919E-055        0.15910558579E-001        0.15910558487E-001
        0.16614424901E+002        0.91477186936E-010        0.91477186936E-010        0.34290314584E-055        0.15910558579E-001        0.15910558487E-001
        0.16621727945E+002        0.90682329701E-010        0.90682329701E-010        0.32657758468E-055        0.15910558579E-001        0.15910558488E-001
        0.16629030989E+002        0.89894838101E-010        0.89894838101E-010        0.31102928074E-055        0.15910558579E-001        0.15910558489E-001
        0.16636334033E+002        0.89114625401E-010        0.89114625401E-010        0.29622122894E-055        0.15910558579E-001        0.15910558490E-001
        0.16643637077E+002        0.88341722826E-010        0.88341722826E-010        0.28211818600E-055        0.15910558579E-001        0.15910558491E-001
        0.16650940120E+002        0.87575766083E-010        0.87575766083E-010        0.26868658656E-055        0.15910558579E-001        0.15910558491E-001
        0.16658243164E+002        0.86817230488E-010        0.86817230488E-010        0.25589446332E-055        0.15910558579E-001        0.15910558492E-001
        0.16665546208E+002        0.86065616439E-010        0.86065616439E-010        0.24371137091E-055        0.15910558579E-001        0.15910558493E-001
        0.16672849252E+002        0.85320771281E-010        0.85320771281E-010        0.23210831349E-055        0.15910558579E-001        0.15910558494E-001
        0.16680152296E+002        0.84583028082E-010        0.84583028082E-010        0.22105767568E-055        0.15910558579E-001        0.15910558494E-001
        0.16687455340E+002        0.83851987853E-010        0.83851987853E-010        0.21053315688E-055        0.15910558579E-001        0.15910558495E-001
        0.16694758384E+002        0.83127844885E-010        0.83127844885E-010        0.20050970865E-055        0.15910558579E-001        0.15910558496E-001
        0.16702061428E+002        0.82410366725E-010        0.82410366725E-010        0.19096347511E-055        0.15910558579E-001        0.15910558497E-001
        0.16709364472E+002        0.81699490923E-010        0.81699490923E-010        0.18187173615E-055        0.15910558579E-001        0.15910558497E-001
        0.16716667516E+002        0.80995522789E-010        0.80995522789E-010        0.17321285335E-055        0.15910558579E-001        0.15910558498E-001
        0.16723970560E+002        0.80297758026E-010        0.80297758026E-010        0.16496621850E-055        0.15910558579E-001        0.15910558499E-001
        0.16731273603E+002        0.79606515824E-010        0.79606515824E-010        0.15711220455E-055        0.15910558579E-001        0.15910558499E-001
        0.16738576647E+002        0.78921810059E-010        0.78921810059E-010        0.14963211889E-055        0.15910558579E-001        0.15910558500E-001
        0.16745879691E+002        0.78243279911E-010        0.78243279911E-010        0.14250815885E-055        0.15910558579E-001        0.15910558501E-001
        0.16753182735E+002        0.77571123136E-010        0.77571123136E-010        0.13572336935E-055        0.15910558579E-001        0.15910558501E-001
        0.16760485779E+002        0.76905058710E-010        0.76905058710E-010        0.12926160254E-055        0.15910558579E-001        0.15910558502E-001
        0.16767788823E+002        0.76245426639E-010        0.76245426639E-010        0.12310747936E-055        0.15910558579E-001        0.15910558503E-001
        0.16775091867E+002        0.75591668341E-010        0.75591668341E-010        0.11724635295E-055        0.15910558579E-001        0.15910558503E-001
        0.16782394911E+002        0.74944297296E-010        0.74944297296E-010        0.11166427378E-055        0.15910558579E-001        0.15910558504E-001
        0.16789697955E+002        0.74302536346E-010        0.74302536346E-010        0.10634795647E-055        0.15910558579E-001        0.15910558505E-001
        0.16797000999E+002        0.73666975298E-010        0.73666975298E-010        0.10128474813E-055        0.15910558579E-001        0.15910558505E-001
        0.16804304043E+002        0.73037031284E-010        0.73037031284E-010        0.96462598289E-056        0.15910558579E-001        0.15910558506E-001
        0.16811607087E+002        0.72413425950E-010        0.72413425950E-010        0.91870030191E-056        0.15910558579E-001        0.15910558507E-001
        0.16818910130E+002        0.71795246831E-010        0.71795246831E-010        0.87496113489E-056        0.15910558579E-001        0.15910558507E-001
        0.16826213174E+002        0.71182927608E-010        0.71182927608E-010        0.83330438226E-056        0.15910558579E-001        0.15910558508E-001
        0.16833516218E+002        0.70576100519E-010        0.70576100519E-010        0.79363090063E-056        0.15910558579E-001        0.15910558508E-001
        0.16840819262E+002        0.69975039652E-010        0.69975039652E-010        0.75584626679E-056        0.15910558579E-001        0.15910558509E-001
        0.16848122306E+002        0.69379651330E-010        0.69379651330E-010        0.71986055302E-056        0.15910558579E-001        0.15910558510E-001
        0.16855425350E+002        0.68789710039E-010        0.68789710039E-010        0.68558811303E-056        0.15910558579E-001        0.15910558510E-001
        0.16862728394E+002        0.68205201903E-010        0.68205201903E-010        0.65294737816E-056        0.15910558579E-001        0.15910558511E-001
        0.16870031438E+002        0.67626071409E-010        0.67626071409E-010        0.62186066318E-056        0.15910558579E-001        0.15910558511E-001
        0.16877334482E+002        0.67052374070E-010        0.67052374070E-010        0.59225398149E-056        0.15910558579E-001        0.15910558512E-001
        0.16884637526E+002        0.66484047434E-010        0.66484047434E-010        0.56405686894E-056        0.15910558579E-001        0.15910558512E-001
        0.16891940570E+002        0.65920907621E-010        0.65920907621E-010        0.53720221617E-056        0.15910558579E-001        0.15910558513E-001
        0.16899243613E+002        0.65363065654E-010        0.65363065654E-010        0.51162610892E-056        0.15910558579E-001        0.15910558514E-001
        0.16906546657E+002        0.64810379286E-010        0.64810379286E-010        0.48726767583E-056        0.15910558579E-001        0.15910558514E-001
        0.16913849701E+002        0.64262768718E-010        0.64262768718E-010        0.46406894365E-056        0.15910558579E-001        0.15910558515E-001
        0.16921152745E+002        0.63720275584E-010        0.63720275584E-010        0.44197469921E-056        0.15910558579E-001        0.15910558515E-001
        0.16928455789E+002        0.63182719473E-010        0.63182719473E-010        0.42093235804E-056        0.15910558579E-001        0.15910558516E-001
        0.16935758833E+002        0.62650266919E-010        0.62650266919E-010        0.40089183919E-056        0.15910558579E-001        0.15910558516E-001
        0.16943061877E+002        0.62122588323E-010        0.62122588323E-010        0.38180544608E-056        0.15910558579E-001        0.15910558517E-001
        0.16950364921E+002        0.61600120838E-010        0.61600120838E-010        0.36362775294E-056        0.15910558579E-001        0.15910558517E-001
        0.16957667965E+002        0.61082222613E-010        0.61082222613E-010        0.34631549672E-056        0.15910558579E-001        0.15910558518E-001
        0.16964971009E+002        0.60569202431E-010        0.60569202431E-010        0.32982747410E-056        0.15910558579E-001        0.15910558518E-001
        0.16972274053E+002        0.60061195600E-010        0.60061195600E-010        0.31412444348E-056        0.15910558579E-001        0.15910558519E-001
        0.16979577097E+002        0.59557581089E-010        0.59557581089E-010        0.29916903150E-056        0.15910558579E-001        0.15910558519E-001
        0.16986880140E+002        0.59058612167E-010        0.59058612167E-010        0.28492564417E-056        0.15910558579E-001        0.15910558520E-001
        0.16994183184E+002        0.58564517819E-010        0.58564517819E-010        0.27136038213E-056        0.15910558579E-001        0.15910558520E-001
        0.17001486228E+002        0.58074788034E-010        0.58074788034E-010        0.25844095992E-056        0.15910558579E-001        0.15910558521E-001
        0.17008789272E+002        0.57589884250E-010        0.57589884250E-010        0.24613662924E-056        0.15910558579E-001        0.15910558521E-001
        0.17016092316E+002        0.57109213192E-010        0.57109213192E-010        0.23441810568E-056        0.15910558579E-001        0.15910558522E-001
        0.17023395360E+002        0.56633243234E-010        0.56633243234E-010        0.22325749905E-056        0.15910558579E-001        0.15910558522E-001
