 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    3.00045714612893     
#  All densities are *4*pi*r^2
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                   ne_full                   ne_ext 
        0.75029633644E-003        0.96546122463E-002        0.32170927736E-004        0.96224413186E-002        0.96546386964E-002        0.26450138871E-007
        0.80293305921E-003        0.11041644435E-001        0.36792647816E-004        0.11004851787E-001        0.11041674726E-001        0.30291526786E-007
        0.85735407766E-003        0.12571330722E-001        0.41889671423E-004        0.12529441051E-001        0.12571365259E-001        0.34536878612E-007
        0.91355939181E-003        0.14252792848E-001        0.47492383321E-004        0.14205300465E-001        0.14252832062E-001        0.39213569118E-007
        0.97154900164E-003        0.16095380603E-001        0.53631926444E-004        0.16041748677E-001        0.16095424953E-001        0.44349870610E-007
        0.10313229072E-002        0.18108665272E-001        0.60340179833E-004        0.18048325093E-001        0.18108715247E-001        0.49974952937E-007
        0.10928811084E-002        0.20302432918E-001        0.67649736029E-004        0.20234783182E-001        0.20302489036E-001        0.56118883491E-007
        0.11562236053E-002        0.22686677507E-001        0.75593877920E-004        0.22611083629E-001        0.22686740320E-001        0.62812627207E-007
        0.12213503978E-002        0.25271593895E-001        0.84206555086E-004        0.25187387339E-001        0.25271663983E-001        0.70088046568E-007
        0.12882614861E-002        0.28067570650E-001        0.93522359616E-004        0.27974048290E-001        0.28067648628E-001        0.77977901602E-007
        0.13569568701E-002        0.31085182751E-001        0.10357650145E-003        0.30981606249E-001        0.31085269267E-001        0.86515849888E-007
        0.14274365497E-002        0.34335184139E-001        0.11440478323E-003        0.34220779356E-001        0.34335279876E-001        0.95736446555E-007
        0.14997005250E-002        0.37828500144E-001        0.12604357471E-003        0.37702456569E-001        0.37828605819E-001        0.10567514429E-006
        0.15737487960E-002        0.41576219776E-001        0.13852978669E-003        0.41437689989E-001        0.41576336144E-001        0.11636829332E-006
        0.16495813627E-002        0.45589587904E-001        0.15190084454E-003        0.45437687060E-001        0.45589715757E-001        0.12785314145E-006
        0.17271982251E-002        0.49879997315E-001        0.16619466132E-003        0.49713802653E-001        0.49880137483E-001        0.14016783404E-006
        0.18065993832E-002        0.54458980656E-001        0.18144961043E-003        0.54277531045E-001        0.54459134007E-001        0.15335141401E-006
        0.18877848370E-002        0.59338202278E-001        0.19770449803E-003        0.59140497780E-001        0.59338369722E-001        0.16744382185E-006
        0.19707545864E-002        0.64529449977E-001        0.21499853489E-003        0.64314451442E-001        0.64529632463E-001        0.18248589561E-006
        0.20555086316E-002        0.70044626630E-001        0.23337130808E-003        0.69811255322E-001        0.70044825150E-001        0.19851937092E-006
        0.21420469724E-002        0.75895741758E-001        0.25286275221E-003        0.75642879005E-001        0.75895957344E-001        0.21558688100E-006
        0.22303696089E-002        0.82094902983E-001        0.27351312039E-003        0.81821389863E-001        0.82095136715E-001        0.23373195664E-006
        0.23204765411E-002        0.88654307428E-001        0.29536295493E-003        0.88358944473E-001        0.88654560427E-001        0.25299902621E-006
        0.24123677690E-002        0.95586233023E-001        0.31845305768E-003        0.95267779965E-001        0.95586506456E-001        0.27343341568E-006
        0.25060432926E-002        0.10290302975E+000        0.34282446022E-003        0.10256020529E+000        0.10290332484E+000        0.29508134861E-006
        0.26015031118E-002        0.11061711085E+000        0.36851839367E-003        0.11024859246E+000        0.11061742884E+000        0.31798994616E-006
        0.26987472268E-002        0.11874094390E+000        0.39557625842E-003        0.11834536764E+000        0.11874128611E+000        0.34220722709E-006
        0.27977756374E-002        0.12728704195E+000        0.42403959355E-003        0.12686300235E+000        0.12728740973E+000        0.36778210780E-006
        0.28985883437E-002        0.13626795449E+000        0.45395004609E-003        0.13581400444E+000        0.13626834925E+000        0.39476440226E-006
        0.30011853457E-002        0.14569625850E+000        0.48534934014E-003        0.14521090916E+000        0.14569668170E+000        0.42320482211E-006
        0.31055666434E-002        0.15558454935E+000        0.51827924581E-003        0.15506627010E+000        0.15558500250E+000        0.45315497659E-006
        0.32117322368E-002        0.16594543176E+000        0.55278154802E-003        0.16539265022E+000        0.16594591643E+000        0.48466737258E-006
        0.33196821259E-002        0.17679151072E+000        0.58889801525E-003        0.17620261270E+000        0.17679202851E+000        0.51779541462E-006
        0.34294163107E-002        0.18813538231E+000        0.62667036809E-003        0.18750871194E+000        0.18813593491E+000        0.55259340490E-006
        0.35409347911E-002        0.19998962465E+000        0.66614024782E-003        0.19932348441E+000        0.19999021377E+000        0.58911654326E-006
        0.36542375672E-002        0.21236678874E+000        0.70734918485E-003        0.21165943955E+000        0.21236741616E+000        0.62742092722E-006
        0.37693246391E-002        0.22527938930E+000        0.75033856723E-003        0.22452905073E+000        0.22528005687E+000        0.66756355197E-006
        0.38861960066E-002        0.23873989572E+000        0.79514960902E-003        0.23794474611E+000        0.23874060532E+000        0.70960231039E-006
        0.40048516698E-002        0.25276072288E+000        0.84182331873E-003        0.25191889956E+000        0.25276147648E+000        0.75359599308E-006
        0.41252916286E-002        0.26735422210E+000        0.89040046780E-003        0.26646382163E+000        0.26735502170E+000        0.79960428831E-006
        0.42475158832E-002        0.28253267204E+000        0.94092155904E-003        0.28159175048E+000        0.28253351973E+000        0.84768778211E-006
        0.43715244335E-002        0.29830826970E+000        0.99342679526E-003        0.29731484291E+000        0.29830916761E+000        0.89790795821E-006
        0.44973172794E-002        0.31469312138E+000        0.10479560478E-002        0.31364516533E+000        0.31469407171E+000        0.95032719810E-006
        0.46248944210E-002        0.33169923373E+000        0.11045488254E-002        0.33059468490E+000        0.33170023874E+000        0.10050087810E-005
        0.47542558584E-002        0.34933850482E+000        0.11632442429E-002        0.34817526058E+000        0.34933956684E+000        0.10620168840E-005
        0.48854015914E-002        0.36762271530E+000        0.12240809902E-002        0.36639863431E+000        0.36762383672E+000        0.11214165818E-005
        0.50183316200E-002        0.38656351957E+000        0.12870973018E-002        0.38527642227E+000        0.38656470285E+000        0.11832738471E-005
        0.51530459444E-002        0.40617243704E+000        0.13523309253E-002        0.40482010612E+000        0.40617368470E+000        0.12476555502E-005
        0.52895445645E-002        0.42646084345E+000        0.14198190919E-002        0.42504102436E+000        0.42646215808E+000        0.13146294593E-005
        0.54278274802E-002        0.44743996228E+000        0.14895984853E-002        0.44595036379E+000        0.44744134654E+000        0.13842642406E-005
        0.55678946917E-002        0.46912085620E+000        0.15617052121E-002        0.46755915098E+000        0.46912231282E+000        0.14566294580E-005
        0.57097461988E-002        0.49151441865E+000        0.16361747718E-002        0.48987824387E+000        0.49151595044E+000        0.15317955733E-005
        0.58533820016E-002        0.51463136549E+000        0.17130420275E-002        0.51291832346E+000        0.51463297532E+000        0.16098339462E-005
        0.59988021001E-002        0.53848222673E+000        0.17923411762E-002        0.53668988556E+000        0.53848391755E+000        0.16908168343E-005
        0.61460064943E-002        0.56307733841E+000        0.18741057204E-002        0.56120323269E+000        0.56307911323E+000        0.17748173933E-005
        0.62949951842E-002        0.58842683448E+000        0.19583684390E-002        0.58646846604E+000        0.58842869639E+000        0.18619096765E-005
        0.64457681697E-002        0.61454063894E+000        0.20451613594E-002        0.61249547758E+000        0.61454259111E+000        0.19521686355E-005
        0.65983254510E-002        0.64142845796E+000        0.21345157292E-002        0.63929394223E+000        0.64143050363E+000        0.20456701198E-005
        0.67526670279E-002        0.66909977219E+000        0.22264619889E-002        0.66687331020E+000        0.66910191468E+000        0.21424908769E-005
        0.69087929006E-002        0.69756382917E+000        0.23210297447E-002        0.69524279942E+000        0.69756607188E+000        0.22427085523E-005
        0.70667030689E-002        0.72682963590E+000        0.24182477418E-002        0.72441138816E+000        0.72683198230E+000        0.23464016896E-005
        0.72263975329E-002        0.75690595150E+000        0.25181438376E-002        0.75438780766E+000        0.75690840515E+000        0.24536497307E-005
        0.73878762926E-002        0.78780128001E+000        0.26207449767E-002        0.78518053504E+000        0.78780384455E+000        0.25645330151E-005
        0.75511393479E-002        0.81952386341E+000        0.27260771644E-002        0.81679778625E+000        0.81952654255E+000        0.26791327811E-005
        0.77161866990E-002        0.85208167466E+000        0.28341654425E-002        0.84924750922E+000        0.85208447219E+000        0.27975311646E-005
        0.78830183457E-002        0.88548241098E+000        0.29450338648E-002        0.88253737712E+000        0.88548533080E+000        0.29198112001E-005
        0.80516342882E-002        0.91973348729E+000        0.30587054725E-002        0.91667478182E+000        0.91973653335E+000        0.30460568201E-005
        0.82220345263E-002        0.95484202973E+000        0.31752022714E-002        0.95166682746E+000        0.95484520608E+000        0.31763528554E-005
        0.83942190601E-002        0.99081486942E+000        0.32945452087E-002        0.98752032421E+000        0.99081818021E+000        0.33107850353E-005
        0.85681878896E-002        0.10276585364E+001        0.34167541505E-002        0.10242417822E+001        0.10276619858E+001        0.34494399870E-005
        0.87439410148E-002        0.10653792535E+001        0.35418478604E-002        0.10618374057E+001        0.10653828459E+001        0.35924052366E-005
        0.89214784356E-002        0.11039829310E+001        0.36698439778E-002        0.11003130870E+001        0.11039866708E+001        0.37397692081E-005
        0.91008001522E-002        0.11434751605E+001        0.38007589975E-002        0.11396744015E+001        0.11434790522E+001        0.38916212242E-005
        0.92819061644E-002        0.11838612100E+001        0.39346082496E-002        0.11799266018E+001        0.11838652581E+001        0.40480515060E-005
        0.94647964724E-002        0.12251460184E+001        0.40714058801E-002        0.12210746125E+001        0.12251502276E+001        0.42091511731E-005
        0.96494710760E-002        0.12673341905E+001        0.42111648320E-002        0.12631230256E+001        0.12673385655E+001        0.43750122438E-005
        0.98359299753E-002        0.13104299922E+001        0.43538968272E-002        0.13060760953E+001        0.13104345379E+001        0.45457276346E-005
        0.10024173170E-001        0.13544373458E+001        0.44996123490E-002        0.13499377335E+001        0.13544420672E+001        0.47213911610E-005
        0.10214200661E-001        0.13993598258E+001        0.46483206254E-002        0.13947115052E+001        0.13993647279E+001        0.49020975371E-005
        0.10406012447E-001        0.14452006542E+001        0.48000296124E-002        0.14404006246E+001        0.14452057422E+001        0.50879423754E-005
        0.10599608529E-001        0.14919626967E+001        0.49547459792E-002        0.14870079507E+001        0.14919679757E+001        0.52790221877E-005
        0.10794988907E-001        0.15396484587E+001        0.51124750929E-002        0.15345359836E+001        0.15396539342E+001        0.54754343841E-005
        0.10992153581E-001        0.15882600819E+001        0.52732210046E-002        0.15829868609E+001        0.15882657592E+001        0.56772772738E-005
        0.11191102550E-001        0.16377993406E+001        0.54369864359E-002        0.16323623541E+001        0.16378052252E+001        0.58846500648E-005
        0.11391835814E-001        0.16882676383E+001        0.56037727665E-002        0.16826638655E+001        0.16882737360E+001        0.60976528642E-005
        0.11594353375E-001        0.17396660052E+001        0.57735800220E-002        0.17338924252E+001        0.17396723216E+001        0.63163866781E-005
        0.11798655231E-001        0.17919950949E+001        0.59464068629E-002        0.17860486880E+001        0.17920016358E+001        0.65409534113E-005
        0.12004741383E-001        0.18452551818E+001        0.61222505740E-002        0.18391329312E+001        0.18452619532E+001        0.67714558682E-005
        0.12212611831E-001        0.18994461590E+001        0.63011070548E-002        0.18931450520E+001        0.18994531670E+001        0.70079977520E-005
        0.12422266574E-001        0.19545675359E+001        0.64829708107E-002        0.19480845651E+001        0.19545747866E+001        0.72506836653E-005
        0.12633705613E-001        0.20106184362E+001        0.66678349445E-002        0.20039506013E+001        0.20106259358E+001        0.74996191101E-005
        0.12846928947E-001        0.20675975962E+001        0.68556911496E-002        0.20607419050E+001        0.20676053511E+001        0.77549104873E-005
        0.13061936578E-001        0.21255033631E+001        0.70465297028E-002        0.21184568334E+001        0.21255113798E+001        0.80166650978E-005
        0.13278728504E-001        0.21843336942E+001        0.72403394587E-002        0.21770933547E+001        0.21843419792E+001        0.82849911414E-005
        0.13497304725E-001        0.22440861549E+001        0.74371078450E-002        0.22366490471E+001        0.22440947149E+001        0.85599977179E-005
        0.13717665243E-001        0.23047579188E+001        0.76368208576E-002        0.22971210979E+001        0.23047667606E+001        0.88417948265E-005
        0.13939810056E-001        0.23663457661E+001        0.78394630580E-002        0.23585063031E+001        0.23663548966E+001        0.91304933659E-005
        0.14163739164E-001        0.24288460840E+001        0.80450175699E-002        0.24208010665E+001        0.24288555103E+001        0.94262051349E-005
        0.14389452569E-001        0.24922548658E+001        0.82534660780E-002        0.24840013998E+001        0.24922645949E+001        0.97290428319E-005
        0.14616950269E-001        0.25565677112E+001        0.84647888264E-002        0.25481029224E+001        0.25565777503E+001        0.10039120055E-004
        0.14846232265E-001        0.26217798264E+001        0.86789646190E-002        0.26131008618E+001        0.26217901829E+001        0.10356551303E-004
        0.15077298556E-001        0.26878860245E+001        0.88959708196E-002        0.26789900537E+001        0.26878967060E+001        0.10681451974E-004
        0.15310149143E-001        0.27548807264E+001        0.91157833536E-002        0.27457649431E+001        0.27548917404E+001        0.11013938366E-004
        0.15544784026E-001        0.28227579613E+001        0.93383767102E-002        0.28134195846E+001        0.28227693154E+001        0.11354127678E-004
        0.15781203205E-001        0.28915113678E+001        0.95637239455E-002        0.28819476438E+001        0.28915230699E+001        0.11702138009E-004
        0.16019406679E-001        0.29611341954E+001        0.97917966860E-002        0.29513423987E+001        0.29611462535E+001        0.12058088358E-004
        0.16259394449E-001        0.30316193058E+001        0.10022565134E-001        0.30215967407E+001        0.30316317279E+001        0.12422098625E-004
        0.16501166515E-001        0.31029591748E+001        0.10255998072E-001        0.30927031767E+001        0.31029719691E+001        0.12794289611E-004
        0.16744722876E-001        0.31751458939E+001        0.10492062870E-001        0.31646538310E+001        0.31751590687E+001        0.13174783015E-004
        0.16990063533E-001        0.32481711727E+001        0.10730725492E-001        0.32374404472E+001        0.32481847364E+001        0.13563701441E-004
        0.17237188485E-001        0.33220263411E+001        0.10971950505E-001        0.33110543906E+001        0.33220403023E+001        0.13961168390E-004
        0.17486097734E-001        0.33967023520E+001        0.11215701085E-001        0.33854866509E+001        0.33967167193E+001        0.14367308265E-004
        0.17736791278E-001        0.34721897837E+001        0.11461939031E-001        0.34607278447E+001        0.34722045659E+001        0.14782246372E-004
        0.17989269118E-001        0.35484788431E+001        0.11710624770E-001        0.35367682184E+001        0.35484940492E+001        0.15206108916E-004
        0.18243531253E-001        0.36255593689E+001        0.11961717372E-001        0.36135976515E+001        0.36255750079E+001        0.15639023003E-004
        0.18499577684E-001        0.37034208346E+001        0.12215174561E-001        0.36912056601E+001        0.37034369158E+001        0.16081116642E-004
        0.18757408411E-001        0.37820523525E+001        0.12470952727E-001        0.37695813998E+001        0.37820688850E+001        0.16532518743E-004
        0.19017023433E-001        0.38614426770E+001        0.12729006939E-001        0.38487136700E+001        0.38614596703E+001        0.16993359115E-004
        0.19278422752E-001        0.39415802086E+001        0.12989290962E-001        0.39285909176E+001        0.39415976724E+001        0.17463768473E-004
        0.19541606365E-001        0.40224529983E+001        0.13251757266E-001        0.40092012410E+001        0.40224709421E+001        0.17943878430E-004
        0.19806574275E-001        0.41040487514E+001        0.13516357051E-001        0.40905323944E+001        0.41040671852E+001        0.18433821504E-004
        0.20073326480E-001        0.41863548325E+001        0.13783040254E-001        0.41725717923E+001        0.41863737663E+001        0.18933731112E-004
        0.20341862981E-001        0.42693582697E+001        0.14051755572E-001        0.42553065141E+001        0.42693777134E+001        0.19443741576E-004
        0.20612183778E-001        0.43530457596E+001        0.14322450479E-001        0.43387233091E+001        0.43530657236E+001        0.19963988117E-004
        0.20884288870E-001        0.44374036722E+001        0.14595071242E-001        0.44228086009E+001        0.44374241668E+001        0.20494606862E-004
        0.21158178258E-001        0.45224180563E+001        0.14869562944E-001        0.45075484933E+001        0.45224390920E+001        0.21035734837E-004
        0.21433851942E-001        0.46080746445E+001        0.15145869503E-001        0.45929287750E+001        0.46080962320E+001        0.21587509975E-004
        0.21711309921E-001        0.46943588590E+001        0.15423933692E-001        0.46789349253E+001        0.46943810091E+001        0.22150071107E-004
        0.21990552196E-001        0.47812558169E+001        0.15703697160E-001        0.47655521198E+001        0.47812785405E+001        0.22723557970E-004
        0.22271578767E-001        0.48687503364E+001        0.15985100456E-001        0.48527652359E+001        0.48687736445E+001        0.23308111203E-004
        0.22554389633E-001        0.49568269423E+001        0.16268083051E-001        0.49405588593E+001        0.49568508462E+001        0.23903872349E-004
        0.22838984795E-001        0.50454698726E+001        0.16552583362E-001        0.50289172892E+001        0.50454943836E+001        0.24510983853E-004
        0.23125364253E-001        0.51346630843E+001        0.16838538774E-001        0.51178245455E+001        0.51346882139E+001        0.25129589064E-004
        0.23413528006E-001        0.52243902600E+001        0.17125885668E-001        0.52072643744E+001        0.52244160199E+001        0.25759832237E-004
        0.23703476056E-001        0.53146348145E+001        0.17414559444E-001        0.52972202551E+001        0.53146612164E+001        0.26401858526E-004
        0.23995208400E-001        0.54053799013E+001        0.17704494549E-001        0.53876754068E+001        0.54054069571E+001        0.27055813994E-004
        0.24288725041E-001        0.54966084193E+001        0.17995624502E-001        0.54786127948E+001        0.54966361412E+001        0.27721845605E-004
        0.24584025977E-001        0.55883030200E+001        0.18287881921E-001        0.55700151381E+001        0.55883314201E+001        0.28400101227E-004
        0.24881111209E-001        0.56804461142E+001        0.18581198552E-001        0.56618649156E+001        0.56804752049E+001        0.29090729636E-004
        0.25179980737E-001        0.57730198794E+001        0.18875505298E-001        0.57541443741E+001        0.57730496733E+001        0.29793880508E-004
        0.25480634560E-001        0.58660062670E+001        0.19170732246E-001        0.58468355347E+001        0.58660367767E+001        0.30509704427E-004
        0.25783072679E-001        0.59593870094E+001        0.19466808697E-001        0.59399202007E+001        0.59594182477E+001        0.31238352882E-004
        0.26087295094E-001        0.60531436278E+001        0.19763663197E-001        0.60333799646E+001        0.60531756078E+001        0.31979978264E-004
        0.26393301804E-001        0.61472574397E+001        0.20061223566E-001        0.61271962161E+001        0.61472901744E+001        0.32734733874E-004
        0.26701092810E-001        0.62417095662E+001        0.20359416930E-001        0.62213501493E+001        0.62417430690E+001        0.33502773914E-004
        0.27010668112E-001        0.63364809403E+001        0.20658169752E-001        0.63158227706E+001        0.63365152246E+001        0.34284253495E-004
        0.27322027709E-001        0.64315523143E+001        0.20957407862E-001        0.64105949065E+001        0.64315873937E+001        0.35079328632E-004
        0.27635171602E-001        0.65269042679E+001        0.21257056496E-001        0.65056472114E+001        0.65269401561E+001        0.35888156246E-004
        0.27950099791E-001        0.66225172160E+001        0.21557040318E-001        0.66009601757E+001        0.66225539269E+001        0.36710894167E-004
        0.28266812275E-001        0.67183714171E+001        0.21857283464E-001        0.66965141336E+001        0.67184089648E+001        0.37547701129E-004
        0.28585309056E-001        0.68144469810E+001        0.22157709567E-001        0.67922892714E+001        0.68144853797E+001        0.38398736773E-004
        0.28905590131E-001        0.69107238772E+001        0.22458241798E-001        0.68882656354E+001        0.69107631414E+001        0.39264161646E-004
        0.29227655503E-001        0.70071819433E+001        0.22758802894E-001        0.69844231404E+001        0.70072220875E+001        0.40144137205E-004
        0.29551505170E-001        0.71038008929E+001        0.23059315196E-001        0.70807415777E+001        0.71038419318E+001        0.41038825812E-004
        0.29877139133E-001        0.72005603243E+001        0.23359700685E-001        0.71772006236E+001        0.72006022727E+001        0.41948390738E-004
        0.30204557392E-001        0.72974397286E+001        0.23659881014E-001        0.72737798476E+001        0.72974826016E+001        0.42872996160E-004
        0.30533759946E-001        0.73944184983E+001        0.23959777545E-001        0.73704587208E+001        0.73944623111E+001        0.43812807164E-004
        0.30864746796E-001        0.74914759358E+001        0.24259311388E-001        0.74672166244E+001        0.74915207038E+001        0.44767989745E-004
        0.31197517942E-001        0.75885912616E+001        0.24558403432E-001        0.75640328582E+001        0.75886370003E+001        0.45738710805E-004
        0.31532073383E-001        0.76857436232E+001        0.24856974382E-001        0.76608866488E+001        0.76857903483E+001        0.46725138156E-004
        0.31868413120E-001        0.77829121033E+001        0.25154944800E-001        0.77577571585E+001        0.77829598307E+001        0.47727440518E-004
        0.32206537153E-001        0.78800757285E+001        0.25452235139E-001        0.78546234934E+001        0.78801244743E+001        0.48745787522E-004
        0.32546445481E-001        0.79772134779E+001        0.25748765776E-001        0.79514647121E+001        0.79772632582E+001        0.49780349705E-004
        0.32888138105E-001        0.80743042914E+001        0.26044457058E-001        0.80482598343E+001        0.80743551227E+001        0.50831298518E-004
        0.33231615025E-001        0.81713270787E+001        0.26339229330E-001        0.81449878493E+001        0.81713789775E+001        0.51898806318E-004
        0.33576876240E-001        0.82682607274E+001        0.26633002980E-001        0.82416277244E+001        0.82683137104E+001        0.52983046376E-004
        0.33923921752E-001        0.83650841119E+001        0.26925698472E-001        0.83381584134E+001        0.83651381961E+001        0.54084192869E-004
        0.34272751558E-001        0.84617761018E+001        0.27217236384E-001        0.84345588654E+001        0.84618313042E+001        0.55202420890E-004
        0.34623365661E-001        0.85583155703E+001        0.27507537448E-001        0.85308080329E+001        0.85583719082E+001        0.56337906438E-004
        0.34975764059E-001        0.86546814031E+001        0.27796522586E-001        0.86268848805E+001        0.86547388939E+001        0.57490826427E-004
        0.35329946753E-001        0.87508525064E+001        0.28084112947E-001        0.87227683935E+001        0.87509111678E+001        0.58661358682E-004
        0.35685913743E-001        0.88468078157E+001        0.28370229948E-001        0.88184375858E+001        0.88468676654E+001        0.59849681937E-004
        0.36043665028E-001        0.89425263040E+001        0.28654795310E-001        0.89138715087E+001        0.89425873600E+001        0.61055975843E-004
        0.36403200609E-001        0.90379869904E+001        0.28937731093E-001        0.90090492593E+001        0.90380492708E+001        0.62280420959E-004
        0.36764520485E-001        0.91331689482E+001        0.29218959741E-001        0.91039499884E+001        0.91332324714E+001        0.63523198759E-004
        0.37127624658E-001        0.92280513133E+001        0.29498404111E-001        0.91985529092E+001        0.92281160978E+001        0.64784491630E-004
        0.37492513126E-001        0.93226132927E+001        0.29775987519E-001        0.92928373052E+001        0.93226793572E+001        0.66064482873E-004
        0.37859185889E-001        0.94168341721E+001        0.30051633772E-001        0.93867825383E+001        0.94169015355E+001        0.67363356701E-004
        0.38227642949E-001        0.95106933247E+001        0.30325267206E-001        0.94803680574E+001        0.95107620060E+001        0.68681298242E-004
        0.38597884304E-001        0.96041702186E+001        0.30596812729E-001        0.95735734059E+001        0.96042402371E+001        0.70018493539E-004
        0.38969909955E-001        0.96972444256E+001        0.30866195849E-001        0.96663782297E+001        0.96973158007E+001        0.71375129549E-004
        0.39343719901E-001        0.97898956282E+001        0.31133342721E-001        0.97587622855E+001        0.97899683796E+001        0.72751394143E-004
        0.39719314143E-001        0.98821036285E+001        0.31398180176E-001        0.98507054483E+001        0.98821777759E+001        0.74147476109E-004
        0.40096692681E-001        0.99738483549E+001        0.31660635762E-001        0.99421877191E+001        0.99739239184E+001        0.75563565150E-004
        0.40475855515E-001        0.10065109871E+002        0.31920637780E-001        0.10033189233E+002        0.10065186871E+002        0.76999851886E-004
        0.40856802644E-001        0.10155868381E+002        0.32178115321E-001        0.10123690266E+002        0.10155946838E+002        0.78456527852E-004
        0.41239534069E-001        0.10246104242E+002        0.32432998298E-001        0.10213671243E+002        0.10246184176E+002        0.79933785501E-004
        0.41624049789E-001        0.10335797964E+002        0.32685217488E-001        0.10303112747E+002        0.10335879396E+002        0.81431818202E-004
        0.42010349806E-001        0.10424930226E+002        0.32934704563E-001        0.10391995521E+002        0.10425013177E+002        0.82950820242E-004
        0.42398434118E-001        0.10513481874E+002        0.33181392129E-001        0.10480300482E+002        0.10513566365E+002        0.84490986826E-004
        0.42788302725E-001        0.10601433938E+002        0.33425213756E-001        0.10568008724E+002        0.10601519990E+002        0.86052514077E-004
        0.43179955628E-001        0.10688767629E+002        0.33666104018E-001        0.10655101525E+002        0.10688855265E+002        0.87635599038E-004
        0.43573392827E-001        0.10775464355E+002        0.33903998525E-001        0.10741560357E+002        0.10775553596E+002        0.89240439669E-004
        0.43968614322E-001        0.10861505722E+002        0.34138833955E-001        0.10827366888E+002        0.10861596589E+002        0.90867234851E-004
        0.44365620113E-001        0.10946873541E+002        0.34370548091E-001        0.10912502993E+002        0.10946966057E+002        0.92516184383E-004
        0.44764410199E-001        0.11031549839E+002        0.34599079853E-001        0.10996950759E+002        0.11031644026E+002        0.94187488986E-004
        0.45164984580E-001        0.11115516860E+002        0.34824369332E-001        0.11080692491E+002        0.11115612741E+002        0.95881350302E-004
