 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    3.00051477906058     
#  All densities are *4*pi*r^2
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                   ne_full                   ne_ext 
        0.88571710183E-003        0.13403086334E-001        0.40651920279E-004        0.13362434414E-001        0.13403132383E-001        0.46048217295E-007
        0.91405826382E-003        0.14264040285E-001        0.43263123270E-004        0.14220777161E-001        0.14264089327E-001        0.49042267317E-007
        0.94284574332E-003        0.15165303026E-001        0.45996568536E-004        0.15119306458E-001        0.15165355206E-001        0.52180001915E-007
        0.97207954033E-003        0.16108065071E-001        0.48855865349E-004        0.16059209206E-001        0.16108120537E-001        0.55465946132E-007
        0.10017596549E-002        0.17093530574E-001        0.51844664245E-004        0.17041685910E-001        0.17093589479E-001        0.58904695169E-007
        0.10318860869E-002        0.18122917122E-001        0.54966656373E-004        0.18067950465E-001        0.18122979622E-001        0.62500914382E-007
        0.10624588364E-002        0.19197455517E-001        0.58225572842E-004        0.19139229945E-001        0.19197521777E-001        0.66259339285E-007
        0.10934779035E-002        0.20318389568E-001        0.61625184056E-004        0.20256764383E-001        0.20318459752E-001        0.70184775547E-007
        0.11249432881E-002        0.21486975861E-001        0.65169299045E-004        0.21421806562E-001        0.21487050143E-001        0.74282098992E-007
        0.11568549902E-002        0.22704483549E-001        0.68861764788E-004        0.22635621785E-001        0.22704562106E-001        0.78556255605E-007
        0.11892130097E-002        0.23972194122E-001        0.72706465527E-004        0.23899487657E-001        0.23972277135E-001        0.83012261522E-007
        0.12220173468E-002        0.25291401184E-001        0.76707322077E-004        0.25214693862E-001        0.25291488839E-001        0.87655203040E-007
        0.12552680015E-002        0.26663410225E-001        0.80868291124E-004        0.26582541934E-001        0.26663502715E-001        0.92490236609E-007
        0.12889649736E-002        0.28089538390E-001        0.85193364521E-004        0.28004345025E-001        0.28089635912E-001        0.97522588839E-007
        0.13231082632E-002        0.29571114250E-001        0.89686568579E-004        0.29481427682E-001        0.29571217008E-001        0.10275755649E-006
        0.13576978704E-002        0.31109477567E-001        0.94351963342E-004        0.31015125603E-001        0.31109585767E-001        0.10820050649E-006
        0.13927337950E-002        0.32705979054E-001        0.99193641863E-004        0.32606785412E-001        0.32706092911E-001        0.11385687592E-006
        0.14282160372E-002        0.34361980143E-001        0.10421572948E-003        0.34257764414E-001        0.34362099875E-001        0.11973217201E-006
        0.14641445969E-002        0.36078852742E-001        0.10942238305E-003        0.35969430358E-001        0.36078978574E-001        0.12583197215E-006
        0.15005194741E-002        0.37857978990E-001        0.11481779025E-003        0.37743161200E-001        0.37858111152E-001        0.13216192389E-006
        0.15373406688E-002        0.39700751021E-001        0.12040616879E-003        0.39580344852E-001        0.39700889748E-001        0.13872774495E-006
        0.15746081810E-002        0.41608570708E-001        0.12619176566E-003        0.41482378943E-001        0.41608716243E-001        0.14553522317E-006
        0.16123220108E-002        0.43582849425E-001        0.13217885639E-003        0.43450670569E-001        0.43583002016E-001        0.15259021659E-006
        0.16504821580E-002        0.45625007791E-001        0.13837174425E-003        0.45486636047E-001        0.45625167690E-001        0.15989865338E-006
        0.16890886228E-002        0.47736475422E-001        0.14477475949E-003        0.47591700663E-001        0.47736642889E-001        0.16746653188E-006
        0.17281414050E-002        0.49918690677E-001        0.15139225858E-003        0.49767298418E-001        0.49918865977E-001        0.17529992058E-006
        0.17676405048E-002        0.52173100403E-001        0.15822862339E-003        0.52014871780E-001        0.52173283808E-001        0.18340495812E-006
        0.18075859221E-002        0.54501159682E-001        0.16528826042E-003        0.54335871421E-001        0.54501351470E-001        0.19178785333E-006
        0.18479776569E-002        0.56904331568E-001        0.17257560001E-003        0.56731755968E-001        0.56904532023E-001        0.20045488516E-006
        0.18888157092E-002        0.59384086833E-001        0.18009509552E-003        0.59203991737E-001        0.59384296245E-001        0.20941240274E-006
        0.19301000791E-002        0.61941903703E-001        0.18785122253E-003        0.61754052480E-001        0.61942122369E-001        0.21866682535E-006
        0.19718307664E-002        0.64579267596E-001        0.19584847805E-003        0.64383419118E-001        0.64579495821E-001        0.22822464243E-006
        0.20140077712E-002        0.67297670861E-001        0.20409137967E-003        0.67093579482E-001        0.67297908954E-001        0.23809241358E-006
        0.20566310936E-002        0.70098612511E-001        0.21258446478E-003        0.69886028046E-001        0.70098860787E-001        0.24827676855E-006
        0.20997007335E-002        0.72983597953E-001        0.22133228970E-003        0.72762265664E-001        0.72983856738E-001        0.25878440726E-006
        0.21432166909E-002        0.75954138730E-001        0.23033942891E-003        0.75723799301E-001        0.75954408352E-001        0.26962209978E-006
        0.21871789658E-002        0.79011752242E-001        0.23961047415E-003        0.78772141768E-001        0.79012033039E-001        0.28079668635E-006
        0.22315875582E-002        0.82157961483E-001        0.24915003364E-003        0.81908811449E-001        0.82158253798E-001        0.29231507735E-006
        0.22764424681E-002        0.85394294764E-001        0.25896273120E-003        0.85135332033E-001        0.85394598948E-001        0.30418425333E-006
        0.23217436955E-002        0.88722285447E-001        0.26905320545E-003        0.88453232242E-001        0.88722601859E-001        0.31641126500E-006
        0.23674912405E-002        0.92143471668E-001        0.27942610890E-003        0.91864045559E-001        0.92143800671E-001        0.32900323324E-006
        0.24136851029E-002        0.95659396060E-001        0.29008610716E-003        0.95369309953E-001        0.95659738028E-001        0.34196734906E-006
        0.24603252829E-002        0.99271605485E-001        0.30103787805E-003        0.98970567607E-001        0.99271960796E-001        0.35531087365E-006
        0.25074117803E-002        0.10298165075E+000        0.31228611073E-003        0.10266936464E+000        0.10298201979E+000        0.36904113837E-006
        0.25549445953E-002        0.10679108633E+000        0.32383550490E-003        0.10646725083E+000        0.10679146950E+000        0.38316554470E-006
        0.26029237278E-002        0.11070147011E+000        0.33569076984E-003        0.11036577934E+000        0.11070186780E+000        0.39769156433E-006
        0.26513491779E-002        0.11471436307E+000        0.34785662365E-003        0.11436650644E+000        0.11471477569E+000        0.41262673907E-006
        0.27002209454E-002        0.11883132902E+000        0.36033779228E-003        0.11847099123E+000        0.11883175700E+000        0.42797868091E-006
        0.27495390304E-002        0.12305393435E+000        0.37313900873E-003        0.12268079534E+000        0.12305437810E+000        0.44375507200E-006
        0.27993034330E-002        0.12738374770E+000        0.38626501214E-003        0.12699748268E+000        0.12738420766E+000        0.45996366465E-006
        0.28495141530E-002        0.13182233971E+000        0.39972054693E-003        0.13142261916E+000        0.13182281632E+000        0.47661228132E-006
        0.29001711906E-002        0.13637128273E+000        0.41351036188E-003        0.13595777237E+000        0.13637177644E+000        0.49370881464E-006
        0.29512745457E-002        0.14103215055E+000        0.42763920932E-003        0.14060451134E+000        0.14103266181E+000        0.51126122740E-006
        0.30028242183E-002        0.14580651807E+000        0.44211184416E-003        0.14536440622E+000        0.14580704734E+000        0.52927755255E-006
        0.30548202084E-002        0.15069596107E+000        0.45693302309E-003        0.15023902805E+000        0.15069650884E+000        0.54776589321E-006
        0.31072625160E-002        0.15570205592E+000        0.47210750361E-003        0.15522994842E+000        0.15570262265E+000        0.56673442264E-006
        0.31601511411E-002        0.16082637925E+000        0.48764004321E-003        0.16033873921E+000        0.16082696544E+000        0.58619138430E-006
        0.32134860838E-002        0.16607050772E+000        0.50353539845E-003        0.16556697233E+000        0.16607111387E+000        0.60614509177E-006
        0.32672673439E-002        0.17143601771E+000        0.51979832405E-003        0.17091621938E+000        0.17143664431E+000        0.62660392881E-006
        0.33214949216E-002        0.17692448502E+000        0.53643357204E-003        0.17638805144E+000        0.17692513259E+000        0.64757634936E-006
        0.33761688167E-002        0.18253748460E+000        0.55344589082E-003        0.18198403871E+000        0.18253815368E+000        0.66907087750E-006
        0.34312890294E-002        0.18827659030E+000        0.57084002429E-003        0.18770575028E+000        0.18827728140E+000        0.69109610747E-006
        0.34868555596E-002        0.19414337452E+000        0.58862071098E-003        0.19355475381E+000        0.19414408818E+000        0.71366070369E-006
        0.35428684073E-002        0.20013940795E+000        0.60679268308E-003        0.19953261526E+000        0.20014014472E+000        0.73677340074E-006
        0.35993275726E-002        0.20626625930E+000        0.62536066563E-003        0.20564089863E+000        0.20626701974E+000        0.76044300336E-006
        0.36562330553E-002        0.21252549501E+000        0.64432937556E-003        0.21188116563E+000        0.21252627969E+000        0.78467838646E-006
        0.37135848555E-002        0.21891867894E+000        0.66370352082E-003        0.21825497542E+000        0.21891948843E+000        0.80948849510E-006
        0.37713829733E-002        0.22544737212E+000        0.68348779947E-003        0.22476388432E+000        0.22544820700E+000        0.83488234452E-006
        0.38296274086E-002        0.23211313243E+000        0.70368689881E-003        0.23140944553E+000        0.23211399329E+000        0.86086902012E-006
        0.38883181613E-002        0.23891751434E+000        0.72430549444E-003        0.23819320884E+000        0.23891840180E+000        0.88745767747E-006
        0.39474552316E-002        0.24586206862E+000        0.74534824940E-003        0.24511672037E+000        0.24586298328E+000        0.91465754228E-006
        0.40070386194E-002        0.25294834206E+000        0.76681981327E-003        0.25218152224E+000        0.25294928453E+000        0.94247791047E-006
        0.40670683247E-002        0.26017787715E+000        0.78872482123E-003        0.25938915233E+000        0.26017884808E+000        0.97092814810E-006
        0.41275443476E-002        0.26755221186E+000        0.81106789324E-003        0.26674114397E+000        0.26755321188E+000        0.10000176914E-005
        0.41884666879E-002        0.27507287931E+000        0.83385363309E-003        0.27423902568E+000        0.27507390907E+000        0.10297560467E-005
        0.42498353458E-002        0.28274140749E+000        0.85708662752E-003        0.28188432087E+000        0.28274246765E+000        0.10601527907E-005
        0.43116503211E-002        0.29055931901E+000        0.88077144534E-003        0.28967854756E+000        0.29056041023E+000        0.10912175700E-005
        0.43739116140E-002        0.29852813077E+000        0.90491263653E-003        0.29762321813E+000        0.29852925373E+000        0.11229601016E-005
        0.44366192244E-002        0.30664935372E+000        0.92951473134E-003        0.30571983899E+000        0.30665050911E+000        0.11553901725E-005
        0.44997731523E-002        0.31492449258E+000        0.95458223945E-003        0.31396991034E+000        0.31492568109E+000        0.11885176400E-005
        0.45633733977E-002        0.32335504551E+000        0.98011964901E-003        0.32237492586E+000        0.32335626787E+000        0.12223524314E-005
        0.46274199606E-002        0.33194250391E+000        0.10061314258E-002        0.33093637249E+000        0.33194376082E+000        0.12569045444E-005
        0.46919128410E-002        0.34068835208E+000        0.10326220124E-002        0.33965573007E+000        0.34068964426E+000        0.12921840467E-005
        0.47568520390E-002        0.34959406695E+000        0.10595958272E-002        0.34853447113E+000        0.34959539515E+000        0.13282010761E-005
        0.48222375544E-002        0.35866111785E+000        0.10870572637E-002        0.35757406058E+000        0.35866248281E+000        0.13649658409E-005
        0.48880693874E-002        0.36789096616E+000        0.11150106892E-002        0.36677595547E+000        0.36789236865E+000        0.14024886192E-005
        0.49543475379E-002        0.37728506512E+000        0.11434604446E-002        0.37614160468E+000        0.37728650590E+000        0.14407797594E-005
        0.50210720059E-002        0.38684485949E+000        0.11724108429E-002        0.38567244865E+000        0.38684633934E+000        0.14798496803E-005
        0.50882427914E-002        0.39657178532E+000        0.12018661689E-002        0.39536991915E+000        0.39657330503E+000        0.15197088704E-005
        0.51558598944E-002        0.40646726964E+000        0.12318306778E-002        0.40523543896E+000        0.40646883001E+000        0.15603678889E-005
        0.52239233149E-002        0.41653273023E+000        0.12623085946E-002        0.41527042163E+000        0.41653433206E+000        0.16018373648E-005
        0.52924330529E-002        0.42676957532E+000        0.12933041133E-002        0.42547627121E+000        0.42677121945E+000        0.16441279974E-005
        0.53613891085E-002        0.43717920336E+000        0.13248213960E-002        0.43585438197E+000        0.43718089062E+000        0.16872505561E-005
        0.54307914815E-002        0.44776300272E+000        0.13568645718E-002        0.44640613815E+000        0.44776473393E+000        0.17312158807E-005
        0.55006401721E-002        0.45852235141E+000        0.13894377365E-002        0.45713291368E+000        0.45852412745E+000        0.17760348809E-005
        0.55709351802E-002        0.46945861689E+000        0.14225449513E-002        0.46803607194E+000        0.46946043861E+000        0.18217185368E-005
        0.56416765058E-002        0.48057315572E+000        0.14561902418E-002        0.47911696548E+000        0.48057502400E+000        0.18682778984E-005
        0.57128641489E-002        0.49186731336E+000        0.14903775979E-002        0.49037693576E+000        0.49186922909E+000        0.19157240862E-005
        0.57844981095E-002        0.50334242390E+000        0.15251109723E-002        0.50181731292E+000        0.50334438797E+000        0.19640682906E-005
        0.58565783876E-002        0.51499980977E+000        0.15603942799E-002        0.51343941549E+000        0.51500182309E+000        0.20133217724E-005
        0.59291049833E-002        0.52684078152E+000        0.15962313969E-002        0.52524455012E+000        0.52684284501E+000        0.20634958624E-005
        0.60020778964E-002        0.53886663756E+000        0.16326261602E-002        0.53723401140E+000        0.53886875216E+000        0.21146019618E-005
        0.60754971271E-002        0.55107866390E+000        0.16695823664E-002        0.54940908153E+000        0.55108083055E+000        0.21666515417E-005
        0.61493626753E-002        0.56347813389E+000        0.17071037710E-002        0.56177103012E+000        0.56348035354E+000        0.22196561436E-005
        0.62236745410E-002        0.57606630799E+000        0.17451940875E-002        0.57432111390E+000        0.57606858161E+000        0.22736273790E-005
        0.62984327242E-002        0.58884443350E+000        0.17838569870E-002        0.58706057652E+000        0.58884676208E+000        0.23285769298E-005
        0.63736372249E-002        0.60181374436E+000        0.18230960970E-002        0.59999064826E+000        0.60181612888E+000        0.23845165479E-005
        0.64492880431E-002        0.61497546084E+000        0.18629150007E-002        0.61311254584E+000        0.61497790230E+000        0.24414580555E-005
        0.65253851788E-002        0.62833078934E+000        0.19033172362E-002        0.62642747211E+000        0.62833328876E+000        0.24994133449E-005
        0.66019286321E-002        0.64188092216E+000        0.19443062960E-002        0.63993661587E+000        0.64188348056E+000        0.25583943785E-005
        0.66789184028E-002        0.65562703723E+000        0.19858856258E-002        0.65364115160E+000        0.65562965564E+000        0.26184131892E-005
        0.67563544911E-002        0.66957029788E+000        0.20280586242E-002        0.66754223926E+000        0.66957297736E+000        0.26794818798E-005
        0.68342368969E-002        0.68371185263E+000        0.20708286413E-002        0.68164102399E+000        0.68371459424E+000        0.27416126233E-005
        0.69125656202E-002        0.69805283493E+000        0.21141989786E-002        0.69593863595E+000        0.69805563975E+000        0.28048176631E-005
        0.69913406610E-002        0.71259436295E+000        0.21581728880E-002        0.71043619006E+000        0.71259723206E+000        0.28691093125E-005
        0.70705620193E-002        0.72733753934E+000        0.22027535709E-002        0.72513478577E+000        0.72734047384E+000        0.29344999552E-005
        0.71502296951E-002        0.74228345100E+000        0.22479441778E-002        0.74003550683E+000        0.74228645201E+000        0.30010020450E-005
        0.72303436884E-002        0.75743316889E+000        0.22937478071E-002        0.75513942108E+000        0.75743623752E+000        0.30686281060E-005
        0.73109039993E-002        0.77278774776E+000        0.23401675048E-002        0.77044758025E+000        0.77279088515E+000        0.31373907324E-005
        0.73919106277E-002        0.78834822595E+000        0.23872062637E-002        0.78596101969E+000        0.78835143325E+000        0.32073025884E-005
        0.74733635735E-002        0.80411562520E+000        0.24348670225E-002        0.80168075818E+000        0.80411890358E+000        0.32783764088E-005
        0.75552628369E-002        0.82009095041E+000        0.24831526653E-002        0.81760779774E+000        0.82009430103E+000        0.33506249983E-005
        0.76376084178E-002        0.83627518940E+000        0.25320660208E-002        0.83374312338E+000        0.83627861346E+000        0.34240612319E-005
        0.77204003162E-002        0.85266931277E+000        0.25816098616E-002        0.85008770291E+000        0.85267281147E+000        0.34986980547E-005
        0.78036385321E-002        0.86927427365E+000        0.26317869037E-002        0.86664248674E+000        0.86927784819E+000        0.35745484821E-005
        0.78873230656E-002        0.88609100747E+000        0.26825998056E-002        0.88340840766E+000        0.88609465909E+000        0.36516255997E-005
        0.79714539165E-002        0.90312043181E+000        0.27340511675E-002        0.90038638064E+000        0.90312416175E+000        0.37299425633E-005
        0.80560310850E-002        0.92036344618E+000        0.27861435313E-002        0.91757730265E+000        0.92036725569E+000        0.38095125987E-005
        0.81410545709E-002        0.93782093181E+000        0.28388793791E-002        0.93498205243E+000        0.93782482216E+000        0.38903490022E-005
        0.82265243744E-002        0.95549375147E+000        0.28922611332E-002        0.95260149034E+000        0.95549772394E+000        0.39724651401E-005
        0.83124404954E-002        0.97338274928E+000        0.29462911551E-002        0.97043645813E+000        0.97338680516E+000        0.40558744489E-005
        0.83988029339E-002        0.99148875051E+000        0.30009717452E-002        0.98848777876E+000        0.99149289110E+000        0.41405904355E-005
        0.84856116899E-002        0.10098125614E+001        0.30563051417E-002        0.10067562562E+001        0.10098167880E+001        0.42266266767E-005
        0.85728667634E-002        0.10283549689E+001        0.31122935205E-002        0.10252426754E+001        0.10283592829E+001        0.43139968198E-005
        0.86605681545E-002        0.10471167407E+001        0.31689389943E-002        0.10439478017E+001        0.10471211435E+001        0.44027145821E-005
        0.87487158630E-002        0.10660986249E+001        0.32262436120E-002        0.10628723813E+001        0.10661031177E+001        0.44927937512E-005
        0.88373098891E-002        0.10853013497E+001        0.32842093583E-002        0.10820171403E+001        0.10853059339E+001        0.45842481849E-005
        0.89263502326E-002        0.11047256234E+001        0.33428381529E-002        0.11013827853E+001        0.11047303005E+001        0.46770918111E-005
        0.90158368937E-002        0.11243721344E+001        0.34021318501E-002        0.11209700026E+001        0.11243769058E+001        0.47713386282E-005
        0.91057698723E-002        0.11442415507E+001        0.34620922381E-002        0.11407794585E+001        0.11442464177E+001        0.48670027044E-005
        0.91961491684E-002        0.11643345198E+001        0.35227210388E-002        0.11608117987E+001        0.11643394839E+001        0.49640981784E-005
        0.92869747820E-002        0.11846516687E+001        0.35840199066E-002        0.11810676488E+001        0.11846567313E+001        0.50626392591E-005
        0.93782467132E-002        0.12051936037E+001        0.36459904285E-002        0.12015476132E+001        0.12051987663E+001        0.51626402254E-005
        0.94699649618E-002        0.12259609100E+001        0.37086341233E-002        0.12222522759E+001        0.12259661741E+001        0.52641154268E-005
        0.95621295280E-002        0.12469541520E+001        0.37719524411E-002        0.12431821996E+001        0.12469595191E+001        0.53670792825E-005
        0.96547404116E-002        0.12681738728E+001        0.38359467626E-002        0.12643379260E+001        0.12681793443E+001        0.54715462824E-005
        0.97477976128E-002        0.12896205940E+001        0.39006183992E-002        0.12857199756E+001        0.12896261715E+001        0.55775309864E-005
        0.98413011315E-002        0.13112948158E+001        0.39659685918E-002        0.13073288473E+001        0.13113005009E+001        0.56850480245E-005
        0.99352509677E-002        0.13331970169E+001        0.40319985108E-002        0.13291650184E+001        0.13332028110E+001        0.57941120971E-005
        0.10029647121E-001        0.13553276540E+001        0.40987092554E-002        0.13512289448E+001        0.13553335588E+001        0.59047379749E-005
        0.10124489593E-001        0.13776871621E+001        0.41661018533E-002        0.13735210602E+001        0.13776931790E+001        0.60169404986E-005
        0.10219778381E-001        0.14002759538E+001        0.42341772601E-002        0.13960417766E+001        0.14002820846E+001        0.61307345792E-005
        0.10315513488E-001        0.14230944200E+001        0.43029363589E-002        0.14187914837E+001        0.14231006662E+001        0.62461351981E-005
        0.10411694911E-001        0.14461429290E+001        0.43723799600E-002        0.14417705491E+001        0.14461492922E+001        0.63631574066E-005
        0.10508322653E-001        0.14694218268E+001        0.44425088004E-002        0.14649793180E+001        0.14694283086E+001        0.64818163265E-005
        0.10605396711E-001        0.14929314367E+001        0.45133235431E-002        0.14884181132E+001        0.14929380388E+001        0.66021271497E-005
        0.10702917088E-001        0.15166720595E+001        0.45848247773E-002        0.15120872347E+001        0.15166787836E+001        0.67241051383E-005
        0.10800883781E-001        0.15406439732E+001        0.46570130176E-002        0.15359869602E+001        0.15406508210E+001        0.68477656249E-005
        0.10899296793E-001        0.15648474330E+001        0.47298887036E-002        0.15601175443E+001        0.15648544061E+001        0.69731240120E-005
        0.10998156122E-001        0.15892826709E+001        0.48034521997E-002        0.15844792187E+001        0.15892897711E+001        0.71001957725E-005
        0.11097461768E-001        0.16139498959E+001        0.48777037947E-002        0.16090721921E+001        0.16139571249E+001        0.72289964494E-005
        0.11197213732E-001        0.16388492941E+001        0.49526437014E-002        0.16338966503E+001        0.16388566536E+001        0.73595416562E-005
        0.11297412013E-001        0.16639810278E+001        0.50282720562E-002        0.16589527557E+001        0.16639885196E+001        0.74918470765E-005
